ids	Logic_board_fail	IO_board_fail	System_State	Rework_Decision	Rework_Outcome	Rework_Cost 
16778	1	0	0	1	1	225
16779	0	0	1	1	0	300
16780	0	0	1	1	0	300
16781	0	0	1	1	0	300
16782	0	0	1	1	0	300
16783	0	0	1	1	0	300
16784	1	0	0	0	1	175
16785	1	0	0	1	1	225
16786	1	0	0	1	1	225
16787	1	0	0	1	1	225
16788	1	0	0	0	1	175
16789	1	0	0	1	1	225
16790	1	1	0	1	0	300
16791	0	0	1	0	0	300
16792	1	0	0	1	1	225
16793	0	0	1	0	0	300
16794	1	0	0	1	1	225
16795	0	0	1	1	0	300
16796	0	0	1	0	0	300
16797	0	0	1	1	0	300
16798	1	0	0	0	1	175
16799	1	0	0	1	1	225
16800	1	0	0	0	1	175
16801	1	1	0	1	0	300
16802	1	0	0	0	1	175
16803	1	0	0	0	1	175
16804	1	0	0	1	1	225
16805	1	0	0	0	1	175
16806	1	0	0	1	1	225
16807	1	0	0	1	1	225
16808	1	1	0	0	0	300
16809	1	0	0	0	1	175
16810	1	0	0	1	1	225
16811	0	1	0	0	2	200
16812	0	0	1	1	0	300
16813	1	0	0	1	1	225
16814	1	0	0	0	1	175
16815	1	0	0	0	1	175
16816	1	0	0	0	1	175
16817	1	1	0	0	0	300
16818	1	0	0	0	1	175
16819	1	0	0	0	1	175
16820	1	0	0	0	1	175
16821	1	0	0	0	1	175
16822	1	0	0	1	1	225
16823	1	0	0	1	1	225
16824	1	0	0	1	1	225
16825	1	0	0	1	1	225
16826	1	0	0	0	1	175
16827	1	0	0	0	1	175
16828	1	0	0	0	1	175
16829	1	0	0	1	1	225
16830	1	0	0	1	1	225
16831	1	0	0	0	1	175
16832	1	0	0	0	1	175
16833	1	0	0	0	1	175
16834	1	1	0	0	0	300
16835	1	0	0	0	1	175
16836	1	0	0	0	1	175
16837	1	0	0	1	1	225
16838	1	0	0	0	1	175
16839	1	0	0	1	1	225
16840	1	1	0	0	0	300
16841	1	0	0	0	1	175
16842	1	0	0	1	1	225
16843	1	0	0	1	1	225
16844	0	0	1	0	0	300
16845	1	0	0	0	1	175
16846	1	0	0	1	1	225
16847	1	0	0	1	1	225
16848	1	0	0	1	1	225
16849	1	0	0	0	1	175
16850	1	0	0	0	1	175
16851	1	0	0	0	1	175
16852	0	0	1	0	0	300
16853	1	0	0	0	1	175
16854	1	0	0	0	1	175
16855	1	0	0	1	1	225
16856	1	0	0	1	1	225
16857	1	0	0	1	1	225
16858	1	0	0	1	1	225
16859	1	0	0	0	1	175
16860	1	0	0	0	1	175
16861	0	0	1	0	0	300
16862	1	1	0	0	0	300
16863	1	0	0	0	1	175
16864	1	0	0	1	1	225
16865	1	0	0	1	1	225
16866	1	0	0	0	1	175
16867	0	1	0	0	2	200
16868	1	0	0	1	1	225
16869	0	0	1	1	0	300
16870	1	0	0	1	1	225
16871	1	0	0	0	1	175
16872	1	0	0	1	1	225
16873	1	0	0	1	1	225
16874	1	0	0	1	1	225
16875	1	0	0	0	1	175
16876	0	0	1	0	0	300
16877	1	0	0	1	1	225
16878	0	0	1	1	0	300
16879	1	0	0	0	1	175
16880	1	0	0	0	1	175
16881	1	0	0	1	1	225
16882	1	0	0	0	1	175
16883	1	0	0	1	1	225
16884	0	0	1	1	0	300
16885	1	0	0	1	1	225
16886	1	0	0	0	1	175
16887	1	1	0	1	0	300
16888	1	0	0	1	1	225
16889	0	0	1	1	0	300
16890	1	0	0	1	1	225
16891	1	0	0	1	1	225
16892	1	1	0	0	0	300
16893	1	0	0	1	1	225
16894	1	0	0	1	1	225
16895	0	0	1	1	0	300
16896	1	0	0	0	1	175
16897	1	0	0	1	1	225
16898	1	1	0	0	0	300
16899	1	0	0	0	1	175
16900	1	0	0	0	1	175
16901	1	0	0	1	1	225
16902	1	1	0	0	0	300
16903	1	0	0	1	1	225
16904	0	0	1	1	0	300
16905	1	0	0	0	1	175
16906	1	0	0	0	1	175
16907	1	1	0	1	0	300
16908	1	0	0	1	1	225
16909	1	0	0	1	1	225
16910	1	0	0	0	1	175
16911	1	1	0	1	0	300
16912	1	0	0	0	1	175
16913	0	0	1	0	0	300
16914	1	1	0	1	0	300
16915	1	1	0	0	0	300
16916	1	0	0	0	1	175
16917	1	0	0	0	1	175
16918	1	0	0	1	1	225
16919	1	0	0	1	1	225
16920	1	0	0	0	1	175
16921	1	0	0	0	1	175
16922	1	1	0	1	0	300
16923	1	0	0	0	1	175
16924	1	0	0	1	1	225
16925	1	0	0	1	1	225
16926	1	0	0	0	1	175
16927	1	0	0	1	1	225
16928	0	0	1	1	0	300
16929	1	0	0	1	1	225
16930	1	1	0	1	0	300
16931	1	0	0	1	1	225
16932	1	0	0	1	1	225
16933	1	0	0	1	1	225
16934	1	1	0	1	0	300
16935	1	1	0	0	0	300
16936	0	0	1	0	0	300
16937	1	0	0	1	1	225
16938	1	0	0	1	1	225
16939	1	0	0	1	1	225
16940	0	0	1	1	0	300
16941	1	0	0	0	1	175
16942	1	0	0	1	1	225
16943	0	0	1	1	0	300
16944	1	0	0	1	1	225
16945	1	0	0	1	1	225
16946	1	0	0	1	1	225
16947	1	0	0	0	1	175
16948	1	0	0	0	1	175
16949	1	0	0	1	1	225
16950	0	0	1	1	0	300
16951	1	0	0	0	1	175
16952	1	0	0	1	1	225
16953	1	0	0	1	1	225
16954	1	0	0	1	1	225
16955	1	0	0	1	1	225
16956	1	1	0	1	0	300
16957	1	0	0	0	1	175
16958	1	0	0	1	1	225
16959	1	1	0	1	0	300
16960	1	0	0	0	1	175
16961	1	0	0	0	1	175
16962	1	0	0	1	1	225
16963	0	0	1	1	0	300
16964	1	0	0	1	1	225
16965	1	0	0	0	1	175
16966	1	1	0	0	0	300
16967	1	0	0	1	1	225
16968	1	0	0	0	1	175
16969	1	0	0	1	1	225
16970	1	0	0	0	1	175
16971	0	1	0	0	2	200
16972	1	0	0	0	1	175
16973	0	1	0	1	2	125
16974	0	0	1	1	0	300
16975	0	0	1	1	0	300
16976	1	0	0	1	1	225
16977	0	0	1	1	0	300
16978	1	0	0	0	1	175
16979	1	1	0	1	0	300
16980	1	0	0	1	1	225
16981	1	0	0	0	1	175
16982	1	0	0	1	1	225
16983	1	0	0	0	1	175
16984	1	0	0	0	1	175
16985	1	0	0	1	1	225
16986	1	0	0	0	1	175
16987	0	0	1	0	0	300
16988	0	0	1	1	0	300
16989	1	0	0	0	1	175
16990	1	1	0	0	0	300
16991	1	0	0	0	1	175
16992	1	1	0	1	0	300
16993	1	1	0	1	0	300
16994	1	0	0	1	1	225
16995	1	0	0	0	1	175
16996	1	0	0	1	1	225
16997	1	0	0	0	1	175
16998	1	1	0	0	0	300
16999	1	1	0	0	0	300
17000	0	0	1	1	0	300
17001	1	0	0	1	1	225
17002	0	0	1	0	0	300
17003	1	0	0	1	1	225
17004	1	0	0	0	1	175
17005	1	0	0	0	1	175
17006	1	1	0	0	0	300
17007	0	0	1	1	0	300
17008	1	0	0	1	1	225
17009	1	0	0	0	1	175
17010	1	0	0	0	1	175
17011	1	0	0	1	1	225
17012	1	0	0	0	1	175
17013	1	0	0	0	1	175
17014	1	0	0	0	1	175
17015	1	1	0	1	0	300
17016	0	0	1	0	0	300
17017	1	0	0	1	1	225
17018	1	0	0	1	1	225
17019	0	0	1	1	0	300
17020	1	0	0	0	1	175
17021	1	0	0	0	1	175
17022	1	0	0	1	1	225
17023	1	0	0	1	1	225
17024	1	0	0	0	1	175
17025	1	0	0	0	1	175
17026	1	1	0	0	0	300
17027	1	0	0	0	1	175
17028	1	0	0	0	1	175
17029	1	0	0	0	1	175
17030	1	0	0	1	1	225
17031	1	0	0	0	1	175
17032	1	0	0	0	1	175
17033	1	0	0	0	1	175
17034	1	1	0	0	0	300
17035	0	1	0	1	2	125
17036	1	1	0	0	0	300
17037	1	0	0	1	1	225
17038	1	0	0	0	1	175
17039	1	0	0	1	1	225
17040	1	0	0	1	1	225
17041	1	0	0	1	1	225
17042	1	0	0	1	1	225
17043	1	0	0	0	1	175
17044	1	0	0	0	1	175
17045	1	0	0	1	1	225
17046	1	0	0	0	1	175
17047	0	0	1	0	0	300
17048	1	1	0	0	0	300
17049	1	0	0	1	1	225
17050	0	0	1	0	0	300
17051	1	0	0	0	1	175
17052	1	1	0	0	0	300
17053	1	0	0	1	1	225
17054	1	0	0	1	1	225
17055	1	0	0	1	1	225
17056	1	0	0	1	1	225
17057	1	1	0	1	0	300
17058	0	0	1	0	0	300
17059	1	0	0	1	1	225
17060	1	0	0	1	1	225
17061	1	0	0	0	1	175
17062	1	0	0	0	1	175
17063	0	0	1	1	0	300
17064	1	0	0	0	1	175
17065	1	0	0	0	1	175
17066	0	0	1	0	0	300
17067	1	0	0	1	1	225
17068	1	1	0	0	0	300
17069	1	0	0	1	1	225
17070	1	0	0	0	1	175
17071	1	1	0	1	0	300
17072	1	0	0	0	1	175
17073	1	0	0	0	1	175
17074	1	0	0	1	1	225
17075	1	0	0	1	1	225
17076	1	0	0	0	1	175
17077	1	1	0	1	0	300
17078	1	0	0	0	1	175
17079	1	0	0	0	1	175
17080	0	0	1	1	0	300
17081	1	0	0	0	1	175
17082	1	1	0	1	0	300
17083	0	0	1	0	0	300
17084	1	0	0	0	1	175
17085	1	0	0	0	1	175
17086	1	1	0	0	0	300
17087	0	0	1	1	0	300
17088	1	0	0	1	1	225
17089	1	0	0	0	1	175
17090	0	0	1	0	0	300
17091	1	0	0	1	1	225
17092	1	0	0	0	1	175
17093	1	1	0	1	0	300
17094	1	0	0	0	1	175
17095	1	0	0	1	1	225
17096	1	0	0	1	1	225
17097	1	0	0	1	1	225
17098	1	0	0	1	1	225
17099	1	0	0	1	1	225
17100	1	0	0	1	1	225
17101	0	1	0	0	2	200
17102	1	0	0	0	1	175
17103	1	0	0	1	1	225
17104	1	0	0	0	1	175
17105	1	0	0	1	1	225
17106	1	0	0	0	1	175
17107	1	0	0	0	1	175
17108	1	0	0	0	1	175
17109	1	1	0	1	0	300
17110	1	0	0	1	1	225
17111	0	0	1	1	0	300
17112	1	0	0	1	1	225
17113	0	1	0	0	2	200
17114	1	0	0	0	1	175
17115	1	0	0	0	1	175
17116	1	1	0	0	0	300
17117	0	1	0	1	2	125
17118	0	0	1	1	0	300
17119	1	0	0	1	1	225
17120	1	0	0	1	1	225
17121	0	0	1	0	0	300
17122	0	0	1	0	0	300
17123	1	0	0	0	1	175
17124	1	0	0	0	1	175
17125	1	0	0	0	1	175
17126	1	0	0	0	1	175
17127	1	0	0	0	1	175
17128	1	0	0	0	1	175
17129	1	0	0	0	1	175
17130	1	0	0	1	1	225
17131	1	0	0	1	1	225
17132	1	0	0	1	1	225
17133	1	0	0	1	1	225
17134	0	0	1	0	0	300
17135	0	0	1	0	0	300
17136	1	0	0	1	1	225
17137	1	0	0	0	1	175
17138	1	0	0	0	1	175
17139	1	0	0	1	1	225
17140	1	0	0	1	1	225
17141	1	0	0	1	1	225
17142	1	1	0	1	0	300
17143	1	0	0	1	1	225
17144	1	1	0	0	0	300
17145	1	0	0	1	1	225
17146	1	0	0	1	1	225
17147	0	1	0	0	2	200
17148	1	0	0	0	1	175
17149	0	0	1	1	0	300
17150	1	0	0	1	1	225
17151	1	0	0	1	1	225
17152	1	0	0	0	1	175
17153	1	0	0	1	1	225
17154	1	0	0	0	1	175
17155	1	0	0	1	1	225
17156	1	0	0	1	1	225
17157	1	0	0	0	1	175
17158	1	0	0	0	1	175
17159	1	0	0	0	1	175
17160	1	0	0	0	1	175
17161	1	1	0	1	0	300
17162	1	1	0	1	0	300
17163	1	0	0	1	1	225
17164	1	0	0	0	1	175
17165	1	0	0	1	1	225
17166	1	0	0	0	1	175
17167	1	0	0	1	1	225
17168	1	0	0	0	1	175
17169	1	0	0	1	1	225
17170	1	1	0	0	0	300
17171	1	0	0	0	1	175
17172	0	0	1	1	0	300
17173	0	1	0	1	2	125
17174	1	0	0	1	1	225
17175	1	0	0	1	1	225
17176	1	1	0	0	0	300
17177	1	0	0	0	1	175
17178	1	1	0	1	0	300
17179	1	0	0	0	1	175
17180	1	0	0	0	1	175
17181	1	0	0	1	1	225
17182	1	0	0	1	1	225
17183	1	0	0	1	1	225
17184	0	0	1	0	0	300
17185	0	0	1	0	0	300
17186	1	0	0	1	1	225
17187	1	1	0	1	0	300
17188	1	0	0	0	1	175
17189	1	0	0	0	1	175
17190	1	0	0	1	1	225
17191	1	0	0	1	1	225
17192	1	0	0	1	1	225
17193	0	0	1	0	0	300
17194	1	0	0	1	1	225
17195	1	1	0	0	0	300
17196	1	0	0	0	1	175
17197	1	0	0	1	1	225
17198	1	0	0	1	1	225
17199	1	0	0	1	1	225
17200	1	0	0	0	1	175
17201	1	0	0	1	1	225
17202	1	0	0	1	1	225
17203	1	1	0	1	0	300
17204	1	0	0	1	1	225
17205	0	0	1	0	0	300
17206	1	1	0	1	0	300
17207	1	0	0	0	1	175
17208	1	0	0	1	1	225
17209	1	0	0	0	1	175
17210	1	0	0	1	1	225
17211	1	0	0	1	1	225
17212	1	1	0	1	0	300
17213	1	0	0	1	1	225
17214	1	0	0	0	1	175
17215	0	0	1	0	0	300
17216	1	0	0	1	1	225
17217	1	0	0	1	1	225
17218	1	0	0	0	1	175
17219	1	0	0	1	1	225
17220	0	0	1	1	0	300
17221	1	0	0	1	1	225
17222	1	0	0	1	1	225
17223	1	0	0	0	1	175
17224	1	0	0	0	1	175
17225	1	0	0	1	1	225
17226	0	0	1	1	0	300
17227	1	0	0	1	1	225
17228	1	0	0	0	1	175
17229	1	0	0	1	1	225
17230	0	1	0	0	2	200
17231	1	0	0	1	1	225
17232	1	0	0	0	1	175
17233	1	0	0	0	1	175
17234	0	0	1	0	0	300
17235	1	0	0	1	1	225
17236	0	0	1	0	0	300
17237	1	0	0	0	1	175
17238	1	0	0	1	1	225
17239	1	1	0	1	0	300
17240	1	0	0	1	1	225
17241	1	0	0	1	1	225
17242	1	0	0	0	1	175
17243	1	1	0	0	0	300
17244	0	0	1	0	0	300
17245	0	0	1	1	0	300
17246	1	0	0	1	1	225
17247	1	0	0	0	1	175
17248	1	0	0	0	1	175
17249	1	0	0	0	1	175
17250	1	0	0	1	1	225
17251	1	0	0	1	1	225
17252	1	0	0	1	1	225
17253	0	0	1	1	0	300
17254	0	0	1	0	0	300
17255	1	0	0	1	1	225
17256	1	0	0	0	1	175
17257	1	0	0	1	1	225
17258	0	1	0	1	2	125
17259	1	1	0	0	0	300
17260	1	0	0	0	1	175
17261	1	0	0	0	1	175
17262	1	0	0	0	1	175
17263	1	1	0	1	0	300
17264	1	0	0	0	1	175
17265	1	0	0	1	1	225
17266	1	0	0	1	1	225
17267	1	0	0	1	1	225
17268	0	0	1	1	0	300
17269	1	1	0	1	0	300
17270	1	0	0	0	1	175
17271	1	0	0	0	1	175
17272	1	0	0	0	1	175
17273	0	1	0	0	2	200
17274	1	0	0	0	1	175
17275	0	0	1	0	0	300
17276	0	0	1	1	0	300
17277	0	1	0	1	2	125
17278	0	0	1	1	0	300
17279	0	0	1	0	0	300
17280	1	0	0	0	1	175
17281	0	0	1	1	0	300
17282	1	0	0	0	1	175
17283	1	0	0	1	1	225
17284	1	0	0	0	1	175
17285	1	0	0	1	1	225
17286	1	0	0	1	1	225
17287	1	0	0	1	1	225
17288	1	0	0	1	1	225
17289	1	0	0	1	1	225
17290	1	0	0	0	1	175
17291	1	0	0	1	1	225
17292	0	0	1	1	0	300
17293	1	1	0	0	0	300
17294	1	0	0	0	1	175
17295	0	0	1	0	0	300
17296	1	0	0	1	1	225
17297	1	0	0	0	1	175
17298	1	0	0	0	1	175
17299	1	0	0	0	1	175
17300	1	0	0	1	1	225
17301	1	0	0	0	1	175
17302	1	0	0	1	1	225
17303	1	0	0	1	1	225
17304	1	0	0	1	1	225
17305	0	0	1	0	0	300
17306	1	1	0	1	0	300
17307	1	0	0	0	1	175
17308	0	0	1	0	0	300
17309	0	0	1	0	0	300
17310	0	1	0	1	2	125
17311	1	1	0	0	0	300
17312	1	0	0	1	1	225
17313	1	0	0	0	1	175
17314	1	1	0	0	0	300
17315	1	1	0	1	0	300
17316	1	0	0	0	1	175
17317	0	0	1	1	0	300
17318	1	0	0	1	1	225
17319	0	0	1	1	0	300
17320	1	0	0	0	1	175
17321	1	0	0	1	1	225
17322	1	1	0	0	0	300
17323	1	0	0	0	1	175
17324	1	0	0	0	1	175
17325	1	0	0	0	1	175
17326	1	0	0	1	1	225
17327	1	0	0	1	1	225
17328	1	1	0	1	0	300
17329	1	0	0	1	1	225
17330	1	0	0	0	1	175
17331	1	0	0	0	1	175
17332	1	0	0	0	1	175
17333	0	0	1	0	0	300
17334	1	0	0	0	1	175
17335	1	0	0	1	1	225
17336	1	0	0	1	1	225
17337	1	0	0	1	1	225
17338	1	0	0	1	1	225
17339	1	0	0	1	1	225
17340	1	0	0	1	1	225
17341	1	0	0	1	1	225
17342	1	0	0	1	1	225
17343	0	1	0	1	2	125
17344	1	0	0	0	1	175
17345	1	0	0	0	1	175
17346	1	0	0	0	1	175
17347	1	0	0	1	1	225
17348	1	0	0	1	1	225
17349	1	0	0	1	1	225
17350	1	1	0	0	0	300
17351	1	0	0	1	1	225
17352	1	0	0	1	1	225
17353	1	0	0	0	1	175
17354	1	0	0	0	1	175
17355	1	1	0	0	0	300
17356	0	0	1	1	0	300
17357	1	1	0	0	0	300
17358	1	0	0	0	1	175
17359	1	0	0	0	1	175
17360	0	0	1	0	0	300
17361	1	0	0	0	1	175
17362	1	0	0	1	1	225
17363	1	0	0	1	1	225
17364	1	0	0	0	1	175
17365	1	0	0	0	1	175
17366	1	0	0	1	1	225
17367	1	0	0	0	1	175
17368	1	1	0	1	0	300
17369	1	0	0	0	1	175
17370	1	0	0	1	1	225
17371	1	1	0	1	0	300
17372	0	1	0	1	2	125
17373	0	0	1	0	0	300
17374	0	0	1	1	0	300
17375	1	0	0	1	1	225
17376	1	0	0	0	1	175
17377	1	0	0	1	1	225
17378	1	0	0	1	1	225
17379	1	0	0	1	1	225
17380	1	0	0	1	1	225
17381	1	0	0	0	1	175
17382	1	0	0	1	1	225
17383	0	0	1	0	0	300
17384	1	0	0	0	1	175
17385	0	0	1	1	0	300
17386	1	0	0	1	1	225
17387	1	0	0	0	1	175
17388	1	0	0	1	1	225
17389	1	1	0	1	0	300
17390	1	0	0	0	1	175
17391	1	0	0	1	1	225
17392	1	0	0	0	1	175
17393	1	0	0	0	1	175
17394	1	0	0	1	1	225
17395	1	0	0	0	1	175
17396	1	0	0	1	1	225
17397	1	0	0	0	1	175
17398	1	0	0	0	1	175
17399	1	0	0	0	1	175
17400	1	0	0	1	1	225
17401	1	1	0	0	0	300
17402	1	0	0	0	1	175
17403	1	0	0	0	1	175
17404	1	1	0	1	0	300
17405	1	0	0	0	1	175
17406	1	0	0	0	1	175
17407	1	0	0	0	1	175
17408	1	0	0	0	1	175
17409	0	0	1	0	0	300
17410	1	1	0	1	0	300
17411	0	0	1	0	0	300
17412	1	0	0	1	1	225
17413	1	0	0	0	1	175
17414	1	1	0	1	0	300
17415	0	0	1	0	0	300
17416	1	0	0	1	1	225
17417	0	0	1	1	0	300
17418	1	0	0	0	1	175
17419	1	0	0	1	1	225
17420	1	0	0	0	1	175
17421	1	0	0	0	1	175
17422	1	1	0	0	0	300
17423	1	0	0	0	1	175
17424	1	0	0	1	1	225
17425	1	0	0	1	1	225
17426	1	1	0	1	0	300
17427	1	0	0	0	1	175
17428	0	0	1	0	0	300
17429	1	0	0	1	1	225
17430	1	0	0	1	1	225
17431	1	0	0	0	1	175
17432	1	0	0	0	1	175
17433	1	1	0	0	0	300
17434	1	0	0	1	1	225
17435	1	0	0	0	1	175
17436	1	0	0	1	1	225
17437	1	0	0	1	1	225
17438	1	0	0	1	1	225
17439	1	0	0	1	1	225
17440	1	0	0	0	1	175
17441	1	0	0	0	1	175
17442	1	0	0	1	1	225
17443	1	0	0	1	1	225
17444	0	0	1	1	0	300
17445	1	1	0	0	0	300
17446	1	0	0	1	1	225
17447	1	0	0	1	1	225
17448	1	0	0	0	1	175
17449	1	0	0	1	1	225
17450	1	1	0	0	0	300
17451	1	0	0	0	1	175
17452	1	0	0	0	1	175
17453	1	0	0	1	1	225
17454	1	0	0	1	1	225
17455	0	0	1	0	0	300
17456	1	0	0	1	1	225
17457	1	0	0	0	1	175
17458	1	0	0	0	1	175
17459	1	0	0	0	1	175
17460	1	0	0	1	1	225
17461	1	0	0	1	1	225
17462	1	0	0	0	1	175
17463	1	0	0	0	1	175
17464	1	0	0	1	1	225
17465	1	0	0	1	1	225
17466	1	0	0	0	1	175
17467	1	0	0	0	1	175
17468	1	0	0	1	1	225
17469	1	0	0	1	1	225
17470	1	0	0	0	1	175
17471	1	0	0	1	1	225
17472	1	0	0	0	1	175
17473	1	0	0	0	1	175
17474	1	0	0	1	1	225
17475	1	1	0	1	0	300
17476	1	0	0	1	1	225
17477	1	0	0	1	1	225
17478	1	0	0	1	1	225
17479	1	0	0	0	1	175
17480	1	0	0	0	1	175
17481	1	0	0	0	1	175
17482	1	0	0	0	1	175
17483	1	0	0	0	1	175
17484	1	0	0	1	1	225
17485	1	0	0	1	1	225
17486	1	0	0	0	1	175
17487	1	1	0	1	0	300
17488	1	0	0	0	1	175
17489	1	0	0	1	1	225
17490	1	0	0	1	1	225
17491	0	0	1	0	0	300
17492	0	0	1	1	0	300
17493	1	0	0	1	1	225
17494	1	1	0	0	0	300
17495	1	0	0	0	1	175
17496	1	0	0	0	1	175
17497	1	0	0	0	1	175
17498	1	0	0	0	1	175
17499	0	0	1	0	0	300
17500	1	1	0	1	0	300
17501	1	0	0	1	1	225
17502	1	0	0	0	1	175
17503	1	0	0	0	1	175
17504	1	1	0	1	0	300
17505	1	0	0	0	1	175
17506	1	0	0	0	1	175
17507	1	0	0	1	1	225
17508	1	0	0	0	1	175
17509	1	0	0	0	1	175
17510	1	1	0	1	0	300
17511	1	0	0	1	1	225
17512	1	0	0	0	1	175
17513	1	0	0	0	1	175
17514	1	0	0	0	1	175
17515	0	0	1	0	0	300
17516	1	0	0	1	1	225
17517	1	0	0	0	1	175
17518	1	0	0	0	1	175
17519	1	0	0	0	1	175
17520	1	0	0	1	1	225
17521	1	0	0	0	1	175
17522	1	0	0	1	1	225
17523	1	0	0	0	1	175
17524	1	0	0	1	1	225
17525	1	0	0	1	1	225
17526	1	0	0	0	1	175
17527	0	0	1	0	0	300
17528	0	0	1	0	0	300
17529	1	1	0	1	0	300
17530	1	0	0	0	1	175
17531	1	0	0	1	1	225
17532	1	0	0	1	1	225
17533	1	0	0	0	1	175
17534	1	0	0	1	1	225
17535	1	0	0	1	1	225
17536	1	0	0	1	1	225
17537	1	0	0	0	1	175
17538	0	0	1	0	0	300
17539	1	0	0	0	1	175
17540	1	0	0	1	1	225
17541	1	0	0	1	1	225
17542	1	0	0	0	1	175
17543	1	0	0	0	1	175
17544	1	0	0	1	1	225
17545	0	0	1	1	0	300
17546	1	0	0	1	1	225
17547	1	0	0	1	1	225
17548	1	0	0	1	1	225
17549	1	0	0	1	1	225
17550	1	0	0	1	1	225
17551	1	0	0	0	1	175
17552	0	0	1	1	0	300
17553	0	0	1	0	0	300
17554	0	0	1	1	0	300
17555	1	0	0	1	1	225
17556	1	0	0	0	1	175
17557	1	0	0	0	1	175
17558	1	0	0	1	1	225
17559	1	0	0	1	1	225
17560	1	0	0	0	1	175
17561	1	0	0	1	1	225
17562	1	0	0	1	1	225
17563	1	0	0	1	1	225
17564	1	0	0	1	1	225
17565	1	1	0	0	0	300
17566	1	0	0	1	1	225
17567	0	1	0	0	2	200
17568	1	0	0	1	1	225
17569	0	0	1	0	0	300
17570	1	0	0	1	1	225
17571	1	0	0	0	1	175
17572	1	1	0	0	0	300
17573	1	0	0	1	1	225
17574	1	1	0	1	0	300
17575	0	1	0	1	2	125
17576	1	0	0	0	1	175
17577	1	1	0	0	0	300
17578	1	0	0	1	1	225
17579	1	0	0	0	1	175
17580	0	0	1	1	0	300
17581	1	0	0	1	1	225
17582	1	0	0	1	1	225
17583	1	0	0	0	1	175
17584	0	1	0	1	2	125
17585	1	0	0	1	1	225
17586	1	0	0	1	1	225
17587	0	0	1	0	0	300
17588	1	0	0	1	1	225
17589	1	0	0	0	1	175
17590	1	1	0	0	0	300
17591	1	0	0	0	1	175
17592	0	0	1	0	0	300
17593	1	0	0	1	1	225
17594	1	0	0	1	1	225
17595	1	1	0	1	0	300
17596	1	0	0	1	1	225
17597	1	0	0	0	1	175
17598	1	0	0	1	1	225
17599	1	0	0	0	1	175
17600	1	0	0	0	1	175
17601	1	0	0	1	1	225
17602	1	0	0	1	1	225
17603	0	0	1	1	0	300
17604	1	0	0	1	1	225
17605	1	0	0	1	1	225
17606	1	1	0	0	0	300
17607	1	1	0	1	0	300
17608	1	0	0	0	1	175
17609	1	0	0	1	1	225
17610	1	0	0	0	1	175
17611	0	0	1	1	0	300
17612	1	0	0	1	1	225
17613	1	0	0	0	1	175
17614	0	0	1	1	0	300
17615	1	0	0	1	1	225
17616	1	0	0	0	1	175
17617	1	0	0	0	1	175
17618	1	0	0	1	1	225
17619	0	1	0	0	2	200
17620	1	1	0	1	0	300
17621	1	0	0	1	1	225
17622	1	0	0	1	1	225
17623	1	1	0	1	0	300
17624	1	0	0	0	1	175
17625	1	0	0	0	1	175
17626	0	1	0	0	2	200
17627	0	0	1	0	0	300
17628	1	0	0	0	1	175
17629	1	0	0	0	1	175
17630	0	0	1	1	0	300
17631	1	0	0	0	1	175
17632	1	0	0	1	1	225
17633	1	1	0	0	0	300
17634	1	0	0	0	1	175
17635	1	0	0	1	1	225
17636	1	0	0	1	1	225
17637	1	1	0	0	0	300
17638	1	0	0	1	1	225
17639	1	0	0	0	1	175
17640	0	0	1	1	0	300
17641	1	0	0	0	1	175
17642	1	0	0	1	1	225
17643	0	0	1	1	0	300
17644	1	1	0	1	0	300
17645	1	0	0	1	1	225
17646	0	0	1	1	0	300
17647	1	0	0	1	1	225
17648	1	0	0	1	1	225
17649	1	0	0	1	1	225
17650	0	0	1	0	0	300
17651	1	0	0	1	1	225
17652	1	0	0	1	1	225
17653	1	0	0	1	1	225
17654	1	0	0	1	1	225
17655	1	0	0	1	1	225
17656	1	0	0	0	1	175
17657	1	0	0	1	1	225
17658	1	0	0	0	1	175
17659	1	0	0	0	1	175
17660	1	0	0	0	1	175
17661	1	0	0	0	1	175
17662	1	0	0	0	1	175
17663	1	0	0	0	1	175
17664	1	1	0	0	0	300
17665	1	0	0	0	1	175
17666	1	0	0	0	1	175
17667	1	0	0	0	1	175
17668	1	0	0	1	1	225
17669	1	0	0	1	1	225
17670	1	0	0	1	1	225
17671	0	0	1	1	0	300
17672	1	1	0	1	0	300
17673	0	0	1	0	0	300
17674	1	0	0	0	1	175
17675	1	0	0	0	1	175
17676	1	0	0	1	1	225
17677	1	0	0	1	1	225
17678	1	1	0	1	0	300
17679	1	0	0	1	1	225
17680	1	0	0	1	1	225
17681	1	0	0	1	1	225
17682	1	0	0	0	1	175
17683	1	1	0	1	0	300
17684	1	0	0	1	1	225
17685	1	0	0	0	1	175
17686	1	0	0	1	1	225
17687	1	0	0	1	1	225
17688	1	0	0	0	1	175
17689	1	0	0	1	1	225
17690	1	0	0	0	1	175
17691	1	0	0	0	1	175
17692	1	0	0	1	1	225
17693	1	0	0	0	1	175
17694	1	0	0	1	1	225
17695	1	0	0	1	1	225
17696	1	0	0	0	1	175
17697	0	1	0	1	2	125
17698	1	0	0	1	1	225
17699	1	0	0	1	1	225
17700	0	0	1	1	0	300
17701	0	1	0	1	2	125
17702	1	0	0	1	1	225
17703	1	1	0	0	0	300
17704	1	1	0	0	0	300
17705	1	0	0	0	1	175
17706	1	0	0	1	1	225
17707	1	0	0	0	1	175
