 IDnum	Cloudy	Sprinkler	Rain	WetGrass
1359	1	0	1	1
1360	0	0	0	0
1361	1	0	0	0
1362	0	1	0	1
1363	1	0	0	0
1364	1	0	1	1
1365	1	0	1	1
1366	0	1	0	1
1367	0	1	0	1
1368	1	1	1	1
1369	0	0	1	0
1370	1	1	0	1
1371	1	1	1	1
1372	1	0	0	0
1373	1	0	0	0
1374	1	0	1	1
1375	0	0	1	1
1376	1	0	1	1
1377	0	0	0	0
1378	0	0	1	1
1379	0	1	0	1
1380	0	0	0	0
1381	0	0	0	0
1382	1	0	1	1
1383	0	1	0	1
1384	1	0	1	1
1385	1	0	1	1
1386	1	0	0	0
1387	0	1	0	1
1388	1	0	0	0
1389	0	1	1	1
1390	1	0	1	1
1391	0	0	0	0
1392	0	1	0	1
1393	1	0	1	1
1394	1	0	1	1
1395	0	1	0	1
1396	1	0	1	1
1397	0	1	1	1
1398	0	0	0	0
1399	1	0	1	1
1400	1	0	1	1
1401	0	0	1	1
1402	0	0	0	0
1403	0	1	0	1
1404	0	1	0	1
1405	0	1	0	1
1406	0	1	1	1
1407	0	1	0	1
1408	1	0	1	1
1409	1	0	1	1
1410	0	0	0	0
1411	0	0	0	0
1412	1	0	1	1
1413	1	0	0	0
1414	1	0	1	1
1415	1	0	1	1
1416	1	0	1	0
1417	0	0	0	0
1418	1	0	1	1
1419	1	1	1	1
1420	1	0	0	0
1421	1	0	1	1
1422	1	0	0	0
1423	1	0	1	1
1424	1	0	1	1
1425	0	0	1	0
1426	1	0	0	0
1427	0	0	0	0
1428	0	1	0	1
1429	1	0	1	1
1430	0	1	0	1
1431	1	0	0	0
1432	0	0	0	0
1433	0	1	0	1
1434	0	1	1	1
1435	0	0	0	0
1436	0	0	0	0
1437	1	0	1	1
1438	0	1	0	1
1439	1	0	0	0
1440	0	0	0	0
1441	1	0	1	1
1442	1	1	1	1
1443	0	1	1	1
1444	1	0	0	0
1445	0	0	1	1
1446	0	1	0	0
1447	1	0	1	1
1448	0	0	1	1
1449	0	1	0	1
1450	0	0	1	1
1451	1	0	1	1
1452	1	0	1	1
1453	0	1	1	1
1454	0	0	0	0
1455	1	0	0	0
1456	0	0	0	0
1457	1	0	1	1
1458	0	0	0	0
1459	0	0	0	0
1460	1	0	1	1
1461	0	0	0	0
1462	0	0	1	1
1463	1	0	1	1
1464	0	0	0	0
1465	0	0	1	1
1466	0	1	0	1
1467	1	0	1	1
1468	0	1	1	1
1469	1	0	1	1
1470	1	1	1	1
1471	0	0	0	0
1472	0	1	0	1
1473	0	0	0	0
1474	0	0	0	0
1475	0	0	0	0
1476	1	0	1	1
1477	1	0	1	1
1478	0	1	0	0
1479	0	1	0	1
1480	0	1	0	1
1481	0	1	1	1
1482	1	0	1	1
1483	1	0	0	0
1484	1	0	1	1
1485	1	0	0	0
1486	1	0	1	1
1487	0	1	0	1
1488	1	0	1	1
1489	0	0	1	1
1490	1	0	1	1
1491	1	1	0	1
1492	1	1	0	1
1493	1	0	1	0
1494	0	1	1	1
1495	1	0	1	1
1496	1	0	1	1
1497	0	0	0	0
1498	1	0	0	0
1499	0	1	0	1
1500	0	1	0	1
1501	0	1	0	1
1502	1	0	1	1
1503	0	0	0	0
1504	1	0	1	1
1505	0	1	1	1
1506	0	1	0	1
1507	0	0	0	0
1508	0	0	0	0
1509	1	0	1	1
1510	1	0	0	0
1511	0	0	0	0
1512	1	0	1	1
1513	1	0	0	0
1514	1	0	1	1
1515	0	0	0	0
1516	1	0	1	1
1517	1	0	1	1
1518	0	0	0	0
1519	1	0	1	1
1520	0	1	0	1
1521	0	1	0	1
1522	1	0	1	0
1523	0	1	0	1
1524	1	0	1	1
1525	1	0	1	1
1526	1	1	0	1
1527	0	1	1	1
1528	0	0	0	0
1529	0	1	0	1
1530	0	0	1	1
1531	1	0	1	1
1532	0	0	0	0
1533	0	0	0	0
1534	0	1	1	1
1535	0	0	0	0
1536	1	0	1	1
1537	1	0	0	0
1538	0	1	0	1
1539	1	0	1	0
1540	1	1	1	1
1541	1	0	0	0
1542	1	0	1	0
1543	1	0	1	1
1544	1	0	0	0
1545	1	0	1	1
1546	1	0	1	1
1547	1	0	1	1
1548	1	0	0	0
1549	0	1	0	1
1550	0	0	0	0
1551	1	0	1	1
1552	1	0	0	0
1553	0	0	0	0
1554	1	0	1	1
1555	0	0	0	0
1556	1	1	1	1
1557	0	1	0	1
1558	0	1	0	0
1559	0	1	1	1
1560	0	0	0	0
1561	0	1	0	1
1562	1	0	0	0
1563	1	0	1	0
1564	0	0	0	0
1565	0	1	0	1
1566	0	0	0	0
1567	1	0	1	1
1568	0	1	1	1
1569	0	0	1	1
1570	0	0	0	0
1571	1	0	1	1
1572	1	0	1	1
1573	0	0	0	0
1574	0	1	0	1
1575	0	0	0	0
1576	0	0	1	1
1577	0	1	0	1
1578	0	0	0	0
1579	0	1	1	1
1580	1	0	1	1
1581	0	1	0	1
1582	0	1	0	1
1583	1	0	0	0
1584	1	0	0	0
1585	1	0	1	1
1586	1	0	1	0
1587	0	0	0	0
1588	1	0	0	0
1589	0	0	0	0
1590	1	0	0	0
1591	1	0	1	1
1592	1	0	1	1
1593	0	0	0	0
1594	1	0	1	1
1595	0	1	0	1
1596	1	0	0	0
1597	0	0	0	0
1598	0	0	0	0
1599	0	0	1	1
1600	0	1	0	1
1601	0	1	0	1
1602	1	0	0	0
1603	0	0	1	1
1604	1	1	0	1
1605	1	0	0	0
1606	1	0	1	1
1607	0	1	0	1
1608	0	0	0	0
1609	1	0	1	1
1610	1	0	0	0
1611	1	0	1	1
1612	0	0	0	0
1613	0	1	1	1
1614	1	0	0	0
1615	0	1	0	1
1616	1	0	1	1
1617	0	1	0	1
1618	0	1	0	1
1619	0	0	0	0
1620	1	0	0	0
1621	0	1	0	0
1622	1	0	0	0
1623	1	0	1	0
1624	0	0	0	0
1625	1	0	1	1
1626	1	0	0	0
1627	1	0	1	1
1628	0	0	0	0
1629	0	1	0	0
1630	1	1	0	1
1631	1	0	1	0
1632	1	1	1	1
1633	1	0	1	1
1634	1	1	1	1
1635	1	0	0	0
1636	0	1	0	1
1637	0	0	0	0
1638	1	0	1	1
1639	1	0	0	0
1640	1	0	1	1
1641	0	0	0	0
1642	1	0	1	1
1643	0	0	0	0
1644	0	1	0	1
1645	1	0	1	1
1646	1	0	1	1
1647	0	0	0	0
1648	0	1	0	0
1649	0	1	0	1
1650	1	0	1	1
1651	1	0	1	1
1652	0	1	0	0
1653	0	0	0	0
1654	1	1	0	1
1655	0	0	0	0
1656	0	1	0	1
1657	1	0	1	1
1658	1	0	1	1
1659	0	0	0	0
1660	1	0	1	1
1661	0	0	0	0
1662	1	0	1	1
1663	0	0	0	0
1664	0	1	0	1
1665	1	0	0	0
1666	1	0	1	1
1667	0	1	0	1
1668	0	1	0	1
1669	1	0	1	1
1670	0	1	0	1
1671	1	0	1	1
1672	0	1	0	1
1673	1	1	1	1
1674	0	0	0	0
1675	1	0	1	1
1676	0	0	0	0
1677	0	0	0	0
1678	0	1	0	1
1679	0	1	0	0
1680	0	1	1	1
1681	0	1	0	1
1682	1	0	1	1
1683	0	0	0	0
1684	1	1	0	1
1685	1	0	1	1
1686	0	1	0	1
1687	0	0	0	0
1688	1	0	1	1
1689	1	0	1	0
1690	1	0	1	1
1691	1	0	0	0
1692	1	0	1	1
1693	1	0	0	0
1694	1	0	1	1
1695	1	0	0	0
1696	1	0	1	1
1697	1	0	1	1
1698	1	0	1	1
1699	1	0	0	0
1700	1	0	1	1
1701	0	1	1	1
1702	0	1	0	0
1703	1	0	1	1
1704	0	1	0	1
1705	1	0	1	1
1706	0	0	0	0
1707	1	1	1	1
1708	0	1	1	1
1709	0	1	0	1
1710	1	1	0	1
1711	0	0	0	0
1712	0	0	0	0
1713	1	1	0	1
1714	1	0	0	0
1715	0	1	0	0
1716	1	0	1	1
1717	0	1	0	1
1718	1	0	1	1
1719	1	1	1	1
1720	0	1	1	1
1721	0	0	0	0
1722	0	1	0	1
1723	0	0	0	0
1724	0	1	0	1
1725	1	0	0	0
1726	1	1	0	1
1727	0	1	0	0
1728	0	1	1	1
1729	1	0	0	0
1730	0	1	0	1
1731	0	1	1	1
1732	0	0	0	0
1733	0	0	0	0
1734	1	0	1	1
1735	1	0	1	1
1736	1	0	1	1
1737	1	0	1	1
1738	0	0	0	0
1739	1	1	1	1
1740	0	0	1	1
1741	0	1	0	1
1742	0	0	0	0
1743	0	0	0	0
1744	0	1	0	1
1745	1	0	0	0
1746	0	0	0	0
1747	1	0	1	0
1748	1	1	1	1
1749	1	0	0	0
1750	0	1	0	1
1751	0	1	0	1
1752	0	1	1	1
1753	0	1	0	1
1754	0	1	0	1
1755	1	0	1	1
1756	1	0	1	1
1757	0	0	0	0
1758	0	0	0	0
1759	1	1	1	1
1760	1	0	1	1
1761	0	0	0	0
1762	0	1	0	1
1763	1	0	1	1
1764	0	1	0	1
1765	0	0	0	0
1766	1	1	0	1
1767	0	1	0	1
1768	1	0	1	1
1769	1	0	1	1
1770	1	0	1	1
1771	1	0	0	0
1772	1	0	1	1
1773	1	0	1	1
1774	1	0	1	1
1775	1	0	0	0
1776	0	0	1	1
1777	1	0	1	1
1778	1	0	0	0
1779	1	1	0	1
1780	0	1	0	1
1781	1	0	1	1
1782	1	0	0	0
1783	0	0	0	0
1784	1	0	0	0
1785	1	0	1	1
1786	1	0	1	1
1787	1	0	1	1
1788	1	0	1	0
1789	0	1	1	1
1790	0	0	0	0
1791	1	0	1	1
1792	0	1	0	1
1793	0	0	0	0
1794	0	1	1	1
1795	1	0	1	1
1796	1	0	1	1
1797	0	0	0	0
1798	1	0	1	1
1799	1	0	1	1
1800	1	0	1	1
1801	1	0	1	0
1802	1	0	1	1
1803	1	0	0	0
1804	1	0	1	1
1805	1	0	1	1
1806	0	1	0	1
1807	0	0	0	0
1808	0	1	0	1
1809	1	1	1	1
1810	1	0	1	1
1811	0	0	0	0
1812	0	0	0	0
1813	1	0	1	1
1814	0	1	0	1
1815	1	0	1	1
1816	1	0	1	1
1817	1	0	1	1
1818	0	1	0	1
1819	1	0	1	1
1820	0	0	0	0
1821	0	0	1	1
1822	0	1	1	1
1823	1	0	1	0
1824	0	1	0	1
1825	0	1	0	1
1826	1	0	1	1
1827	1	0	1	1
1828	1	1	1	1
1829	1	0	0	0
1830	1	0	0	0
1831	0	0	0	0
1832	0	0	1	1
1833	0	1	0	1
1834	1	0	1	1
1835	0	1	0	1
1836	1	0	0	0
1837	0	0	0	0
1838	1	0	0	0
1839	1	0	0	0
1840	0	0	0	0
1841	0	1	0	1
1842	1	0	0	0
1843	0	0	0	0
1844	1	0	1	1
1845	0	0	0	0
1846	0	1	0	1
1847	0	0	0	0
1848	0	1	0	1
1849	1	0	1	0
1850	0	1	0	1
1851	0	1	0	1
1852	0	0	0	0
1853	1	0	0	0
1854	1	0	1	1
1855	1	0	1	1
1856	0	1	0	1
1857	1	1	1	1
1858	0	0	0	0
1859	1	0	1	1
1860	1	1	1	1
1861	1	0	0	0
1862	0	0	0	0
1863	0	1	0	0
1864	0	1	0	1
1865	1	0	1	1
1866	1	0	1	1
1867	0	1	0	1
1868	1	0	1	0
1869	0	0	1	0
1870	0	0	0	0
1871	0	1	1	1
1872	1	0	1	1
1873	0	0	0	0
1874	0	0	0	0
1875	1	0	1	1
1876	0	0	0	0
1877	1	0	0	0
1878	1	0	1	1
1879	1	1	1	1
1880	0	0	0	0
1881	1	0	1	1
1882	0	0	1	1
1883	1	0	1	0
1884	1	0	0	0
1885	0	0	0	0
1886	1	1	1	1
1887	1	0	0	0
1888	0	1	0	1
1889	0	1	0	1
1890	0	1	0	1
1891	1	0	1	1
1892	0	0	0	0
1893	0	0	1	1
1894	1	0	1	1
1895	1	0	0	0
1896	1	1	0	1
1897	1	0	1	1
1898	0	1	1	1
1899	1	0	1	1
1900	0	1	0	1
1901	1	0	0	0
1902	1	1	1	1
1903	1	1	1	1
1904	0	0	0	0
1905	1	1	1	1
1906	1	0	1	1
1907	1	0	0	0
1908	1	0	0	0
1909	0	1	0	1
1910	1	1	1	1
1911	0	0	0	0
1912	0	0	0	0
1913	1	0	1	1
1914	0	0	0	0
1915	0	0	0	0
1916	1	0	1	1
1917	0	0	0	0
1918	1	0	1	1
1919	1	0	1	1
1920	0	1	0	0
1921	0	1	0	1
1922	0	0	1	1
1923	1	0	1	1
1924	0	1	0	1
1925	0	0	1	1
1926	0	0	0	0
1927	1	0	1	1
1928	1	0	0	0
1929	0	1	0	1
1930	1	0	0	0
1931	1	0	1	1
1932	1	0	1	1
1933	1	0	1	1
1934	0	0	1	1
1935	0	1	1	1
1936	0	0	0	0
1937	1	1	1	1
1938	1	0	1	1
1939	1	0	1	1
1940	0	1	0	1
1941	0	1	0	1
1942	1	0	1	1
1943	0	1	0	1
1944	1	1	0	1
1945	0	0	0	0
1946	1	0	1	1
1947	0	0	0	0
1948	0	0	0	0
1949	1	0	1	1
1950	0	1	0	1
1951	0	1	0	1
1952	0	0	0	0
1953	0	0	1	1
1954	0	1	0	1
1955	1	0	1	1
1956	0	0	0	0
1957	0	0	0	0
1958	1	0	0	0
1959	0	0	0	0
1960	0	0	0	0
1961	1	0	1	0
1962	0	0	0	0
1963	1	0	1	1
1964	1	0	1	1
1965	1	0	0	0
1966	1	0	1	1
1967	1	0	1	1
1968	1	0	1	1
1969	1	0	1	1
1970	0	1	0	0
1971	0	1	0	1
1972	1	0	1	1
1973	0	0	1	1
1974	1	0	1	1
1975	0	0	0	0
1976	1	0	0	0
1977	1	0	1	1
1978	1	0	1	1
1979	1	0	0	0
1980	1	0	1	1
1981	1	0	0	0
1982	0	0	0	0
1983	1	0	0	0
1984	1	0	1	0
1985	1	0	1	1
1986	1	0	1	1
1987	1	0	0	0
1988	0	1	0	1
1989	0	0	0	0
1990	0	1	0	1
1991	1	0	1	1
1992	1	0	1	1
1993	0	0	0	0
1994	0	0	1	0
1995	0	0	1	1
1996	1	0	1	1
1997	0	0	1	0
1998	0	1	0	1
1999	0	0	0	0
2000	1	0	1	1
2001	0	1	0	1
2002	1	1	0	1
2003	1	0	1	1
2004	1	1	1	1
2005	0	1	0	1
2006	0	0	0	0
2007	1	0	1	0
2008	0	0	0	0
2009	0	1	0	1
2010	1	0	1	1
2011	0	0	0	0
2012	0	1	0	1
2013	0	1	1	1
2014	0	1	0	1
2015	0	0	1	1
2016	1	0	1	1
2017	0	1	0	0
2018	0	1	0	1
2019	0	0	0	0
2020	0	0	0	0
2021	0	1	0	1
2022	1	1	1	1
2023	1	0	1	0
2024	1	0	1	1
2025	1	0	1	0
2026	1	0	0	0
2027	1	1	1	1
2028	0	1	1	1
2029	0	1	0	1
2030	0	0	1	1
2031	1	0	1	1
2032	1	0	1	1
2033	0	1	0	1
2034	0	1	0	1
2035	0	1	0	1
2036	0	0	0	0
2037	1	0	1	1
2038	1	0	1	1
2039	1	0	1	1
2040	1	0	1	1
2041	0	1	0	1
2042	0	1	1	1
2043	0	1	1	1
2044	1	0	1	1
2045	1	0	1	1
2046	1	0	1	1
2047	0	0	1	1
2048	1	0	1	1
2049	0	0	0	0
2050	1	1	1	1
2051	0	1	0	1
2052	0	1	0	1
2053	0	1	0	1
2054	0	1	0	1
2055	0	0	0	0
2056	1	0	1	1
2057	0	1	0	1
2058	1	0	1	0
2059	0	0	0	0
2060	0	1	0	1
2061	0	1	0	1
2062	0	0	0	0
2063	0	0	1	1
2064	0	0	0	0
2065	1	0	1	1
2066	0	1	0	1
2067	1	0	1	1
2068	1	0	1	1
2069	1	0	0	0
2070	1	0	1	1
2071	0	0	0	0
2072	1	0	1	1
2073	1	0	1	1
2074	0	0	1	1
2075	0	1	1	1
2076	0	1	1	1
2077	0	0	1	1
2078	1	0	0	0
2079	0	1	0	1
2080	1	0	1	1
2081	1	0	0	0
2082	0	1	1	1
2083	1	0	1	1
2084	0	1	0	1
2085	1	0	1	1
2086	1	0	1	1
2087	1	0	0	0
2088	1	0	1	1
2089	1	0	1	1
2090	0	1	0	1
2091	1	0	1	1
2092	1	0	1	1
2093	0	1	0	1
2094	1	1	1	1
2095	0	1	0	1
2096	1	0	1	1
2097	1	0	1	1
2098	1	0	1	1
2099	1	0	1	1
2100	1	0	1	1
2101	1	0	1	1
2102	1	1	0	1
2103	1	1	0	1
2104	0	1	0	1
2105	1	1	0	1
2106	0	0	0	0
2107	0	0	0	0
2108	0	1	0	1
2109	0	1	0	1
2110	0	1	0	1
2111	0	1	0	1
2112	1	0	0	0
2113	0	0	0	0
2114	0	0	0	0
2115	1	0	0	0
2116	0	1	0	1
2117	1	0	0	0
2118	0	0	0	0
2119	1	0	0	0
2120	1	0	1	1
2121	1	0	0	0
2122	0	0	0	0
2123	1	0	1	1
2124	0	0	0	0
2125	1	0	1	1
2126	0	0	1	1
2127	1	1	1	1
2128	0	0	0	0
2129	0	0	0	0
2130	1	0	1	1
2131	0	0	0	0
2132	0	1	1	1
2133	0	0	0	0
2134	1	0	1	1
2135	1	0	0	0
2136	0	0	1	1
2137	0	1	0	1
2138	0	0	0	0
2139	1	0	1	1
2140	1	0	0	0
2141	0	1	0	1
2142	1	0	1	1
2143	0	1	1	1
2144	0	1	0	1
2145	0	1	0	1
2146	0	0	0	0
2147	1	0	1	0
2148	1	1	1	1
2149	1	0	1	1
2150	0	1	0	1
2151	1	0	0	0
2152	1	0	1	1
2153	1	0	1	1
2154	0	0	0	0
2155	1	0	1	1
2156	0	0	0	0
2157	0	1	1	1
2158	0	0	0	0
2159	1	0	1	1
2160	1	1	1	1
2161	1	0	1	0
2162	0	0	1	1
2163	1	0	1	1
2164	1	0	1	1
2165	0	1	0	1
2166	1	0	0	0
2167	1	0	1	1
2168	1	0	0	0
2169	0	1	1	1
2170	0	0	0	0
2171	0	1	0	1
2172	1	0	1	1
2173	1	0	1	1
2174	0	1	0	1
2175	0	0	0	0
2176	1	1	1	1
2177	1	0	1	1
2178	0	0	0	0
2179	0	0	0	0
2180	0	0	0	0
2181	0	0	0	0
2182	0	1	0	1
2183	1	1	1	1
2184	1	0	1	1
2185	0	1	0	1
2186	0	1	1	1
2187	1	0	0	0
2188	0	0	1	1
2189	0	1	0	1
2190	1	0	0	0
2191	0	1	1	1
2192	0	1	0	0
2193	1	0	1	0
2194	1	0	1	1
2195	0	0	0	0
2196	0	1	1	1
2197	1	0	1	1
2198	0	1	0	1
2199	0	1	0	1
2200	0	1	1	1
2201	0	1	0	1
2202	0	0	0	0
2203	0	0	0	0
2204	0	0	0	0
2205	1	0	1	1
2206	1	0	1	0
2207	1	0	1	1
2208	1	0	1	1
2209	1	1	1	1
2210	0	0	0	0
2211	1	0	1	1
2212	1	0	1	1
2213	1	0	1	0
2214	0	0	1	1
2215	1	1	1	1
2216	1	0	1	1
2217	1	0	0	0
2218	1	0	1	1
2219	0	1	0	1
2220	1	0	1	1
2221	1	1	1	1
2222	0	0	0	0
2223	0	1	0	1
2224	1	1	1	1
2225	0	1	0	1
2226	1	1	0	1
2227	1	0	1	1
2228	1	0	1	1
2229	0	0	0	0
2230	1	0	0	0
2231	1	0	0	0
2232	0	1	0	1
2233	1	0	1	1
2234	0	0	0	0
2235	0	1	0	1
2236	0	0	0	0
2237	0	1	0	1
2238	1	0	0	0
2239	1	0	1	1
2240	1	0	1	1
2241	0	0	0	0
2242	0	1	1	1
2243	1	0	1	1
2244	0	1	0	1
2245	1	0	0	0
2246	1	0	0	0
2247	0	1	1	1
2248	0	0	0	0
2249	0	1	0	0
2250	0	1	0	1
2251	0	0	0	0
2252	1	0	1	1
2253	0	1	0	1
2254	1	1	1	1
2255	0	0	0	0
2256	1	0	1	1
2257	0	0	0	0
2258	1	0	1	1
2259	0	0	0	0
2260	0	0	0	0
2261	0	1	0	1
2262	0	1	0	1
2263	1	0	0	0
2264	0	1	0	1
2265	1	0	0	0
2266	0	1	1	1
2267	0	0	1	1
2268	0	1	0	1
2269	1	0	1	1
2270	0	1	0	1
2271	0	1	0	1
2272	0	0	0	0
2273	0	1	1	1
2274	1	0	1	1
2275	1	0	1	1
2276	1	0	1	1
2277	0	0	0	0
2278	1	0	1	1
2279	0	0	1	1
2280	0	0	1	1
2281	0	0	0	0
2282	0	0	0	0
2283	0	1	0	1
2284	1	0	1	0
2285	0	0	1	1
2286	0	0	0	0
2287	0	0	0	0
2288	1	0	1	0
2289	1	0	1	0
2290	1	0	1	1
2291	1	0	1	1
2292	0	0	0	0
2293	1	0	0	0
2294	1	0	1	1
2295	1	0	1	0
2296	0	0	0	0
2297	1	0	1	1
2298	1	0	1	1
2299	1	1	0	1
2300	0	1	0	0
2301	0	1	0	1
2302	0	1	0	1
2303	1	0	1	0
2304	0	1	0	1
2305	0	1	0	1
2306	1	0	1	0
2307	1	0	1	1
2308	1	0	1	0
2309	0	1	0	0
2310	0	0	0	0
2311	1	0	1	1
2312	0	1	0	1
2313	0	1	1	1
2314	0	0	0	0
2315	1	0	1	1
2316	1	0	1	1
2317	1	0	1	1
2318	0	1	0	1
2319	0	1	0	1
2320	1	0	1	1
2321	0	0	0	0
2322	1	0	1	1
2323	1	0	1	0
2324	1	0	1	1
2325	1	0	1	1
2326	0	0	0	0
2327	0	1	1	1
2328	0	0	0	0
2329	0	1	0	0
2330	1	0	0	0
2331	1	0	0	0
2332	1	0	1	1
2333	1	0	0	0
2334	0	1	0	1
2335	0	1	1	1
2336	1	0	0	0
2337	1	0	1	1
2338	0	0	0	0
2339	1	0	1	1
2340	1	0	1	1
2341	0	0	0	0
2342	1	0	0	0
2343	1	0	1	1
2344	1	0	0	0
2345	0	0	0	0
2346	1	0	1	1
2347	1	0	1	1
2348	0	0	0	0
2349	0	1	0	1
2350	0	1	0	1
2351	0	0	0	0
2352	0	0	0	0
2353	0	1	0	1
2354	0	1	0	0
2355	0	1	0	1
2356	0	0	0	0
2357	0	1	0	1
2358	0	1	0	1
2359	1	0	0	0
2360	1	0	1	1
2361	1	0	1	1
2362	1	1	1	1
2363	0	0	0	0
2364	0	0	0	0
2365	1	0	1	0
2366	1	0	1	1
2367	0	1	0	1
2368	1	0	1	1
2369	0	1	0	1
2370	1	0	1	0
2371	0	0	0	0
2372	1	0	1	1
2373	0	0	1	1
2374	1	0	0	0
2375	1	1	1	1
2376	1	0	0	0
2377	0	0	0	0
2378	1	1	0	1
2379	1	0	1	1
2380	0	1	0	1
2381	1	0	0	0
2382	1	0	1	1
2383	1	0	1	1
2384	0	0	0	0
2385	0	1	0	1
2386	0	1	0	1
2387	1	0	1	1
2388	1	0	1	1
2389	1	0	0	0
2390	1	1	1	1
2391	0	0	0	0
2392	1	0	1	1
2393	1	0	1	0
2394	0	1	0	0
2395	1	0	1	1
2396	1	0	1	1
2397	1	1	1	1
2398	0	0	0	0
2399	1	0	0	0
2400	0	1	0	1
2401	1	1	0	1
2402	0	1	0	1
2403	1	0	1	1
2404	1	0	1	1
2405	1	0	0	0
2406	0	0	0	0
2407	0	0	1	1
2408	0	1	1	1
2409	1	0	0	0
2410	1	0	1	1
2411	1	0	1	1
2412	0	0	0	0
2413	1	0	1	0
2414	1	0	1	1
2415	1	0	0	0
2416	1	1	1	1
2417	0	1	0	0
2418	1	0	1	1
2419	1	0	1	1
2420	1	0	1	1
2421	0	1	0	1
2422	1	0	1	1
2423	1	0	1	0
2424	1	0	1	1
2425	1	0	1	1
2426	1	0	1	1
2427	0	1	0	1
2428	1	0	1	0
2429	1	0	1	1
2430	1	0	1	1
2431	1	0	0	0
2432	0	1	0	0
2433	0	0	1	1
2434	0	1	1	1
2435	1	0	1	1
2436	0	1	0	1
2437	0	0	0	0
2438	1	0	1	1
2439	1	0	1	1
2440	0	1	1	1
2441	0	0	1	1
2442	1	1	1	1
2443	0	0	0	0
2444	0	0	0	0
2445	0	0	0	0
2446	0	0	1	1
2447	0	1	0	1
2448	1	0	1	1
2449	0	0	0	0
2450	1	1	1	1
2451	1	0	1	1
2452	1	1	1	1
2453	0	0	0	0
2454	0	1	0	1
2455	1	0	0	0
2456	1	0	1	1
2457	1	0	1	1
2458	1	0	1	1
2459	0	1	0	0
2460	0	0	0	0
2461	1	0	0	0
2462	0	0	1	1
2463	0	0	0	0
2464	0	0	1	1
2465	1	0	1	1
2466	1	0	1	1
2467	1	0	0	0
2468	0	0	0	0
2469	0	1	0	0
2470	1	0	1	1
2471	1	0	1	1
2472	1	0	1	1
2473	1	0	1	1
2474	1	0	1	1
2475	0	0	0	0
2476	0	1	0	1
2477	1	0	0	0
2478	1	0	1	1
2479	1	0	1	1
2480	1	0	1	1
2481	0	0	1	0
2482	1	0	1	1
2483	0	0	0	0
2484	1	0	0	0
2485	0	1	0	1
2486	0	0	1	1
2487	0	1	0	1
2488	0	0	0	0
2489	1	0	1	1
2490	0	0	1	1
2491	1	0	0	0
2492	1	0	1	1
2493	1	0	1	1
2494	0	1	0	1
2495	0	1	1	1
2496	0	1	1	1
2497	0	0	0	0
2498	0	1	0	1
2499	1	1	1	1
2500	1	0	1	1
2501	1	0	1	1
2502	0	1	0	1
2503	1	0	1	0
2504	1	0	0	0
2505	0	1	0	1
2506	1	0	1	1
2507	1	0	1	1
2508	0	0	0	0
2509	1	0	0	0
2510	0	1	0	1
2511	0	1	0	1
2512	1	0	1	1
2513	1	0	1	1
2514	1	0	1	1
2515	1	0	1	1
2516	1	0	1	1
2517	1	0	1	0
2518	1	0	1	1
2519	1	1	1	1
2520	0	0	1	1
2521	0	1	1	1
2522	0	1	1	1
2523	1	0	1	1
2524	0	0	0	0
2525	1	0	1	1
2526	1	0	1	1
2527	0	1	0	1
2528	0	1	0	0
2529	0	0	0	0
2530	0	1	1	1
2531	1	0	1	0
2532	0	0	1	1
2533	1	0	1	0
2534	1	0	1	1
2535	1	0	0	0
2536	0	1	1	1
2537	0	0	0	0
2538	1	0	1	1
2539	1	1	1	1
2540	1	1	1	1
2541	1	0	1	0
2542	1	0	1	0
2543	0	1	0	1
2544	0	0	0	0
2545	1	0	1	1
2546	1	0	1	1
2547	1	0	1	1
2548	1	0	1	0
2549	0	0	1	1
2550	0	0	1	1
2551	1	0	0	0
2552	0	1	0	1
2553	0	0	1	1
2554	0	0	0	0
2555	0	0	0	0
2556	0	1	0	1
2557	1	0	1	1
2558	0	1	0	1
2559	0	0	0	0
2560	0	0	0	0
2561	0	0	0	0
2562	0	0	0	0
2563	0	1	1	1
2564	0	0	0	0
2565	0	0	0	0
2566	0	1	0	0
2567	1	0	1	1
2568	0	1	0	0
2569	0	0	0	0
2570	0	0	0	0
2571	0	1	0	1
2572	0	0	1	1
2573	0	0	0	0
2574	0	0	0	0
2575	1	0	0	0
2576	0	0	0	0
2577	1	1	1	1
2578	1	1	1	1
2579	0	1	1	1
2580	1	0	0	0
2581	1	0	1	1
2582	0	0	0	0
2583	0	0	0	0
2584	1	0	1	1
2585	0	1	0	1
2586	1	0	1	0
2587	0	0	1	1
2588	0	0	0	0
2589	1	0	1	1
2590	0	1	0	1
2591	1	0	1	1
2592	0	0	0	0
2593	0	1	0	1
2594	1	0	1	1
2595	0	1	0	1
2596	0	1	0	1
2597	1	0	1	1
2598	0	1	0	1
2599	0	1	1	1
2600	0	1	1	1
2601	0	1	0	1
2602	0	0	1	1
2603	0	1	0	1
2604	1	0	1	1
2605	0	1	0	1
2606	0	0	0	0
2607	0	0	0	0
2608	1	0	1	1
2609	0	1	0	0
2610	1	0	1	1
2611	0	0	1	1
2612	1	0	0	0
2613	1	0	1	1
2614	1	0	0	0
2615	0	1	0	1
2616	1	0	1	1
2617	1	0	1	1
2618	0	1	0	1
2619	1	0	1	1
2620	1	0	0	0
2621	1	0	1	1
2622	0	1	1	1
2623	0	0	0	0
2624	1	1	0	1
2625	1	0	0	0
2626	0	1	1	1
2627	0	0	0	0
2628	1	0	1	0
