IDnum	Rework_Decision	Logic_board_fail	IO_board_fail	System_State	Rework_Outcome	Rework_Cost
16034	IO_board	Yes	No	Failed	L0_IO1	225
16035	IO_board	Yes	No	Failed	L0_IO1	225
16036	Logic_board	Yes	No	Failed	L0_IO1	175
16037	IO_board	No	Yes	Failed	L1_IO0	125
16038	IO_board	Yes	No	Failed	L0_IO1	225
16039	Logic_board	Yes	Yes	Failed	L0_IO0	300
16040	IO_board	Yes	Yes	Failed	L0_IO0	300
16041	IO_board	Yes	No	Failed	L0_IO1	225
16042	Logic_board	No	Yes	Failed	L1_IO0	200
16043	IO_board	No	No	Operational	L0_IO0	300
16044	Logic_board	No	Yes	Failed	L1_IO0	200
16045	Logic_board	Yes	Yes	Failed	L0_IO0	300
16046	Logic_board	Yes	No	Failed	L0_IO1	175
16047	IO_board	No	Yes	Failed	L1_IO0	125
16048	IO_board	Yes	No	Failed	L0_IO1	225
16049	Logic_board	Yes	No	Failed	L0_IO1	175
16050	Logic_board	Yes	No	Failed	L0_IO1	175
16051	IO_board	Yes	No	Failed	L0_IO1	225
16052	IO_board	No	No	Operational	L0_IO0	300
16053	Logic_board	Yes	No	Failed	L0_IO1	175
16054	IO_board	Yes	No	Failed	L0_IO1	225
16055	IO_board	Yes	No	Failed	L0_IO1	225
16056	IO_board	Yes	No	Failed	L0_IO1	225
16057	IO_board	Yes	No	Failed	L0_IO1	225
16058	IO_board	No	No	Operational	L0_IO0	300
16059	IO_board	Yes	No	Failed	L0_IO1	225
16060	Logic_board	Yes	No	Failed	L0_IO1	175
16061	IO_board	No	No	Operational	L0_IO0	300
16062	IO_board	Yes	Yes	Failed	L0_IO0	300
16063	Logic_board	Yes	Yes	Failed	L0_IO0	300
16064	Logic_board	Yes	No	Failed	L0_IO1	175
16065	Logic_board	Yes	Yes	Failed	L0_IO0	300
16066	Logic_board	Yes	No	Failed	L0_IO1	175
16067	IO_board	Yes	No	Failed	L0_IO1	225
16068	IO_board	No	No	Operational	L0_IO0	300
16069	IO_board	Yes	No	Failed	L0_IO1	225
16070	Logic_board	Yes	No	Failed	L0_IO1	175
16071	Logic_board	Yes	No	Failed	L0_IO1	175
16072	IO_board	Yes	No	Failed	L0_IO1	225
16073	IO_board	Yes	No	Failed	L0_IO1	225
16074	Logic_board	Yes	Yes	Failed	L0_IO0	300
16075	Logic_board	Yes	No	Failed	L0_IO1	175
16076	IO_board	Yes	No	Failed	L0_IO1	225
16077	IO_board	Yes	No	Failed	L0_IO1	225
16078	Logic_board	Yes	No	Failed	L0_IO1	175
16079	IO_board	Yes	No	Failed	L0_IO1	225
16080	IO_board	Yes	No	Failed	L0_IO1	225
16081	IO_board	Yes	No	Failed	L0_IO1	225
16082	IO_board	Yes	No	Failed	L0_IO1	225
16083	IO_board	Yes	No	Failed	L0_IO1	225
16084	Logic_board	Yes	No	Failed	L0_IO1	175
16085	Logic_board	Yes	No	Failed	L0_IO1	175
16086	Logic_board	No	No	Operational	L0_IO0	300
16087	Logic_board	Yes	No	Failed	L0_IO1	175
16088	IO_board	Yes	No	Failed	L0_IO1	225
16089	IO_board	Yes	No	Failed	L0_IO1	225
16090	IO_board	Yes	No	Failed	L0_IO1	225
16091	IO_board	Yes	No	Failed	L0_IO1	225
16092	Logic_board	Yes	No	Failed	L0_IO1	175
16093	IO_board	No	No	Operational	L0_IO0	300
16094	IO_board	Yes	No	Failed	L0_IO1	225
16095	Logic_board	Yes	No	Failed	L0_IO1	175
16096	IO_board	Yes	No	Failed	L0_IO1	225
16097	IO_board	Yes	No	Failed	L0_IO1	225
16098	Logic_board	Yes	No	Failed	L0_IO1	175
16099	Logic_board	Yes	No	Failed	L0_IO1	175
16100	Logic_board	Yes	Yes	Failed	L0_IO0	300
16101	IO_board	Yes	No	Failed	L0_IO1	225
16102	IO_board	Yes	No	Failed	L0_IO1	225
16103	IO_board	Yes	No	Failed	L0_IO1	225
16104	Logic_board	Yes	Yes	Failed	L0_IO0	300
16105	IO_board	Yes	No	Failed	L0_IO1	225
16106	Logic_board	No	Yes	Failed	L1_IO0	200
16107	Logic_board	Yes	No	Failed	L0_IO1	175
16108	Logic_board	No	No	Operational	L0_IO0	300
16109	Logic_board	Yes	No	Failed	L0_IO1	175
16110	Logic_board	Yes	No	Failed	L0_IO1	175
16111	IO_board	Yes	Yes	Failed	L0_IO0	300
16112	Logic_board	Yes	No	Failed	L0_IO1	175
16113	Logic_board	Yes	No	Failed	L0_IO1	175
16114	Logic_board	No	No	Operational	L0_IO0	300
16115	IO_board	Yes	No	Failed	L0_IO1	225
16116	IO_board	Yes	No	Failed	L0_IO1	225
16117	IO_board	Yes	No	Failed	L0_IO1	225
16118	Logic_board	Yes	No	Failed	L0_IO1	175
16119	IO_board	Yes	No	Failed	L0_IO1	225
16120	Logic_board	Yes	No	Failed	L0_IO1	175
16121	IO_board	Yes	No	Failed	L0_IO1	225
16122	Logic_board	Yes	No	Failed	L0_IO1	175
16123	Logic_board	Yes	No	Failed	L0_IO1	175
16124	Logic_board	Yes	No	Failed	L0_IO1	175
16125	IO_board	Yes	No	Failed	L0_IO1	225
16126	Logic_board	Yes	No	Failed	L0_IO1	175
16127	Logic_board	Yes	No	Failed	L0_IO1	175
16128	Logic_board	Yes	No	Failed	L0_IO1	175
16129	IO_board	Yes	No	Failed	L0_IO1	225
16130	IO_board	Yes	No	Failed	L0_IO1	225
16131	IO_board	Yes	No	Failed	L0_IO1	225
16132	IO_board	Yes	No	Failed	L0_IO1	225
16133	IO_board	Yes	No	Failed	L0_IO1	225
16134	Logic_board	Yes	No	Failed	L0_IO1	175
16135	Logic_board	Yes	No	Failed	L0_IO1	175
16136	Logic_board	Yes	No	Failed	L0_IO1	175
16137	Logic_board	Yes	No	Failed	L0_IO1	175
16138	Logic_board	No	No	Operational	L0_IO0	300
16139	Logic_board	Yes	Yes	Failed	L0_IO0	300
16140	Logic_board	Yes	No	Failed	L0_IO1	175
16141	IO_board	No	No	Operational	L0_IO0	300
16142	IO_board	Yes	No	Failed	L0_IO1	225
16143	IO_board	Yes	Yes	Failed	L0_IO0	300
16144	IO_board	Yes	Yes	Failed	L0_IO0	300
16145	Logic_board	Yes	Yes	Failed	L0_IO0	300
16146	Logic_board	Yes	No	Failed	L0_IO1	175
16147	Logic_board	Yes	No	Failed	L0_IO1	175
16148	IO_board	Yes	No	Failed	L0_IO1	225
16149	Logic_board	Yes	No	Failed	L0_IO1	175
16150	IO_board	No	Yes	Failed	L1_IO0	125
16151	Logic_board	Yes	No	Failed	L0_IO1	175
16152	IO_board	Yes	No	Failed	L0_IO1	225
16153	Logic_board	Yes	Yes	Failed	L0_IO0	300
16154	IO_board	Yes	No	Failed	L0_IO1	225
16155	Logic_board	Yes	No	Failed	L0_IO1	175
16156	Logic_board	Yes	Yes	Failed	L0_IO0	300
16157	IO_board	Yes	No	Failed	L0_IO1	225
16158	Logic_board	Yes	No	Failed	L0_IO1	175
16159	IO_board	Yes	No	Failed	L0_IO1	225
16160	Logic_board	No	No	Operational	L0_IO0	300
16161	Logic_board	Yes	No	Failed	L0_IO1	175
16162	IO_board	Yes	No	Failed	L0_IO1	225
16163	Logic_board	No	No	Operational	L0_IO0	300
16164	Logic_board	Yes	No	Failed	L0_IO1	175
16165	Logic_board	Yes	No	Failed	L0_IO1	175
16166	Logic_board	Yes	No	Failed	L0_IO1	175
16167	IO_board	Yes	No	Failed	L0_IO1	225
16168	IO_board	Yes	No	Failed	L0_IO1	225
16169	IO_board	No	No	Operational	L0_IO0	300
16170	Logic_board	Yes	Yes	Failed	L0_IO0	300
16171	Logic_board	Yes	No	Failed	L0_IO1	175
16172	IO_board	No	No	Operational	L0_IO0	300
16173	Logic_board	Yes	No	Failed	L0_IO1	175
16174	Logic_board	Yes	No	Failed	L0_IO1	175
16175	Logic_board	No	No	Operational	L0_IO0	300
16176	Logic_board	Yes	No	Failed	L0_IO1	175
16177	Logic_board	Yes	No	Failed	L0_IO1	175
16178	IO_board	Yes	No	Failed	L0_IO1	225
16179	IO_board	Yes	No	Failed	L0_IO1	225
16180	IO_board	Yes	No	Failed	L0_IO1	225
16181	Logic_board	Yes	No	Failed	L0_IO1	175
16182	IO_board	Yes	No	Failed	L0_IO1	225
16183	Logic_board	Yes	No	Failed	L0_IO1	175
16184	IO_board	Yes	No	Failed	L0_IO1	225
16185	IO_board	Yes	Yes	Failed	L0_IO0	300
16186	IO_board	Yes	No	Failed	L0_IO1	225
16187	Logic_board	Yes	No	Failed	L0_IO1	175
16188	IO_board	Yes	Yes	Failed	L0_IO0	300
16189	Logic_board	Yes	No	Failed	L0_IO1	175
16190	Logic_board	Yes	No	Failed	L0_IO1	175
16191	IO_board	Yes	Yes	Failed	L0_IO0	300
16192	IO_board	Yes	Yes	Failed	L0_IO0	300
16193	IO_board	Yes	Yes	Failed	L0_IO0	300
16194	IO_board	Yes	No	Failed	L0_IO1	225
16195	IO_board	No	No	Operational	L0_IO0	300
16196	Logic_board	Yes	No	Failed	L0_IO1	175
16197	IO_board	Yes	No	Failed	L0_IO1	225
16198	IO_board	Yes	No	Failed	L0_IO1	225
16199	IO_board	Yes	No	Failed	L0_IO1	225
16200	Logic_board	Yes	No	Failed	L0_IO1	175
16201	IO_board	Yes	Yes	Failed	L0_IO0	300
16202	IO_board	Yes	No	Failed	L0_IO1	225
16203	IO_board	Yes	No	Failed	L0_IO1	225
16204	Logic_board	Yes	Yes	Failed	L0_IO0	300
16205	Logic_board	Yes	No	Failed	L0_IO1	175
16206	Logic_board	Yes	Yes	Failed	L0_IO0	300
16207	IO_board	Yes	No	Failed	L0_IO1	225
16208	IO_board	Yes	No	Failed	L0_IO1	225
16209	Logic_board	Yes	No	Failed	L0_IO1	175
16210	IO_board	Yes	Yes	Failed	L0_IO0	300
16211	IO_board	Yes	No	Failed	L0_IO1	225
16212	IO_board	Yes	Yes	Failed	L0_IO0	300
16213	IO_board	Yes	No	Failed	L0_IO1	225
16214	Logic_board	Yes	No	Failed	L0_IO1	175
16215	Logic_board	Yes	No	Failed	L0_IO1	175
16216	IO_board	Yes	No	Failed	L0_IO1	225
16217	IO_board	Yes	No	Failed	L0_IO1	225
16218	IO_board	Yes	No	Failed	L0_IO1	225
16219	IO_board	Yes	No	Failed	L0_IO1	225
16220	Logic_board	Yes	No	Failed	L0_IO1	175
16221	IO_board	Yes	No	Failed	L0_IO1	225
16222	IO_board	Yes	No	Failed	L0_IO1	225
16223	IO_board	Yes	Yes	Failed	L0_IO0	300
16224	IO_board	No	No	Operational	L0_IO0	300
16225	Logic_board	Yes	No	Failed	L0_IO1	175
16226	IO_board	Yes	Yes	Failed	L0_IO0	300
16227	Logic_board	Yes	No	Failed	L0_IO1	175
16228	IO_board	Yes	No	Failed	L0_IO1	225
16229	IO_board	Yes	No	Failed	L0_IO1	225
16230	Logic_board	No	No	Operational	L0_IO0	300
16231	IO_board	No	No	Operational	L0_IO0	300
16232	IO_board	Yes	Yes	Failed	L0_IO0	300
16233	IO_board	No	No	Operational	L0_IO0	300
16234	IO_board	No	No	Operational	L0_IO0	300
16235	Logic_board	No	No	Operational	L0_IO0	300
16236	IO_board	Yes	No	Failed	L0_IO1	225
16237	Logic_board	Yes	No	Failed	L0_IO1	175
16238	Logic_board	Yes	Yes	Failed	L0_IO0	300
16239	Logic_board	Yes	No	Failed	L0_IO1	175
16240	Logic_board	No	No	Operational	L0_IO0	300
16241	IO_board	Yes	Yes	Failed	L0_IO0	300
16242	Logic_board	Yes	No	Failed	L0_IO1	175
16243	Logic_board	Yes	Yes	Failed	L0_IO0	300
16244	IO_board	No	No	Operational	L0_IO0	300
16245	Logic_board	Yes	No	Failed	L0_IO1	175
16246	IO_board	No	No	Operational	L0_IO0	300
16247	IO_board	Yes	No	Failed	L0_IO1	225
16248	IO_board	Yes	No	Failed	L0_IO1	225
16249	IO_board	Yes	No	Failed	L0_IO1	225
16250	Logic_board	Yes	Yes	Failed	L0_IO0	300
16251	IO_board	Yes	No	Failed	L0_IO1	225
16252	Logic_board	Yes	No	Failed	L0_IO1	175
16253	IO_board	Yes	No	Failed	L0_IO1	225
16254	IO_board	Yes	No	Failed	L0_IO1	225
16255	Logic_board	No	No	Operational	L0_IO0	300
16256	Logic_board	Yes	No	Failed	L0_IO1	175
16257	Logic_board	Yes	No	Failed	L0_IO1	175
16258	Logic_board	Yes	No	Failed	L0_IO1	175
16259	Logic_board	Yes	No	Failed	L0_IO1	175
16260	IO_board	Yes	No	Failed	L0_IO1	225
16261	IO_board	Yes	No	Failed	L0_IO1	225
16262	IO_board	Yes	No	Failed	L0_IO1	225
16263	Logic_board	Yes	No	Failed	L0_IO1	175
16264	IO_board	Yes	No	Failed	L0_IO1	225
16265	Logic_board	Yes	No	Failed	L0_IO1	175
16266	IO_board	Yes	No	Failed	L0_IO1	225
16267	IO_board	Yes	No	Failed	L0_IO1	225
16268	Logic_board	Yes	No	Failed	L0_IO1	175
16269	IO_board	No	No	Operational	L0_IO0	300
16270	IO_board	Yes	No	Failed	L0_IO1	225
16271	IO_board	Yes	No	Failed	L0_IO1	225
16272	Logic_board	Yes	No	Failed	L0_IO1	175
16273	Logic_board	No	No	Operational	L0_IO0	300
16274	IO_board	No	No	Operational	L0_IO0	300
16275	IO_board	Yes	No	Failed	L0_IO1	225
16276	IO_board	No	No	Operational	L0_IO0	300
16277	Logic_board	Yes	No	Failed	L0_IO1	175
16278	Logic_board	Yes	No	Failed	L0_IO1	175
16279	Logic_board	Yes	Yes	Failed	L0_IO0	300
16280	IO_board	Yes	No	Failed	L0_IO1	225
16281	IO_board	Yes	No	Failed	L0_IO1	225
16282	IO_board	Yes	No	Failed	L0_IO1	225
16283	Logic_board	No	No	Operational	L0_IO0	300
16284	IO_board	Yes	No	Failed	L0_IO1	225
16285	IO_board	Yes	No	Failed	L0_IO1	225
16286	IO_board	Yes	No	Failed	L0_IO1	225
16287	IO_board	Yes	No	Failed	L0_IO1	225
16288	IO_board	Yes	No	Failed	L0_IO1	225
16289	IO_board	No	Yes	Failed	L1_IO0	125
16290	Logic_board	Yes	Yes	Failed	L0_IO0	300
16291	Logic_board	Yes	No	Failed	L0_IO1	175
16292	IO_board	Yes	No	Failed	L0_IO1	225
16293	IO_board	No	No	Operational	L0_IO0	300
16294	Logic_board	Yes	No	Failed	L0_IO1	175
16295	Logic_board	Yes	No	Failed	L0_IO1	175
16296	Logic_board	Yes	No	Failed	L0_IO1	175
16297	IO_board	Yes	No	Failed	L0_IO1	225
16298	IO_board	Yes	Yes	Failed	L0_IO0	300
16299	Logic_board	Yes	No	Failed	L0_IO1	175
16300	Logic_board	Yes	No	Failed	L0_IO1	175
16301	IO_board	No	No	Operational	L0_IO0	300
16302	Logic_board	Yes	No	Failed	L0_IO1	175
16303	IO_board	Yes	No	Failed	L0_IO1	225
16304	IO_board	Yes	Yes	Failed	L0_IO0	300
16305	IO_board	Yes	No	Failed	L0_IO1	225
16306	IO_board	No	No	Operational	L0_IO0	300
16307	IO_board	Yes	No	Failed	L0_IO1	225
16308	Logic_board	Yes	No	Failed	L0_IO1	175
16309	Logic_board	Yes	No	Failed	L0_IO1	175
16310	Logic_board	Yes	No	Failed	L0_IO1	175
16311	IO_board	Yes	Yes	Failed	L0_IO0	300
16312	IO_board	Yes	No	Failed	L0_IO1	225
16313	Logic_board	Yes	No	Failed	L0_IO1	175
16314	Logic_board	Yes	Yes	Failed	L0_IO0	300
16315	Logic_board	Yes	No	Failed	L0_IO1	175
16316	Logic_board	No	No	Operational	L0_IO0	300
16317	Logic_board	Yes	No	Failed	L0_IO1	175
16318	IO_board	Yes	No	Failed	L0_IO1	225
16319	Logic_board	Yes	No	Failed	L0_IO1	175
16320	Logic_board	No	No	Operational	L0_IO0	300
16321	IO_board	Yes	No	Failed	L0_IO1	225
16322	Logic_board	Yes	No	Failed	L0_IO1	175
16323	Logic_board	Yes	No	Failed	L0_IO1	175
16324	Logic_board	Yes	No	Failed	L0_IO1	175
16325	IO_board	Yes	No	Failed	L0_IO1	225
16326	IO_board	Yes	No	Failed	L0_IO1	225
16327	IO_board	Yes	Yes	Failed	L0_IO0	300
16328	IO_board	Yes	No	Failed	L0_IO1	225
16329	Logic_board	Yes	No	Failed	L0_IO1	175
16330	Logic_board	Yes	No	Failed	L0_IO1	175
16331	IO_board	Yes	No	Failed	L0_IO1	225
16332	Logic_board	Yes	Yes	Failed	L0_IO0	300
16333	IO_board	Yes	No	Failed	L0_IO1	225
16334	Logic_board	Yes	No	Failed	L0_IO1	175
16335	IO_board	Yes	No	Failed	L0_IO1	225
16336	IO_board	No	No	Operational	L0_IO0	300
16337	Logic_board	Yes	No	Failed	L0_IO1	175
16338	Logic_board	Yes	Yes	Failed	L0_IO0	300
16339	Logic_board	Yes	Yes	Failed	L0_IO0	300
16340	IO_board	No	No	Operational	L0_IO0	300
16341	Logic_board	Yes	No	Failed	L0_IO1	175
16342	IO_board	Yes	Yes	Failed	L0_IO0	300
16343	Logic_board	Yes	No	Failed	L0_IO1	175
16344	Logic_board	Yes	No	Failed	L0_IO1	175
16345	IO_board	No	No	Operational	L0_IO0	300
16346	IO_board	Yes	No	Failed	L0_IO1	225
16347	IO_board	Yes	No	Failed	L0_IO1	225
16348	Logic_board	Yes	No	Failed	L0_IO1	175
16349	IO_board	Yes	No	Failed	L0_IO1	225
16350	Logic_board	No	No	Operational	L0_IO0	300
16351	IO_board	Yes	No	Failed	L0_IO1	225
16352	Logic_board	Yes	Yes	Failed	L0_IO0	300
16353	Logic_board	Yes	No	Failed	L0_IO1	175
16354	Logic_board	No	No	Operational	L0_IO0	300
16355	IO_board	Yes	No	Failed	L0_IO1	225
16356	IO_board	Yes	No	Failed	L0_IO1	225
16357	IO_board	Yes	No	Failed	L0_IO1	225
16358	IO_board	Yes	No	Failed	L0_IO1	225
16359	IO_board	Yes	No	Failed	L0_IO1	225
16360	IO_board	No	No	Operational	L0_IO0	300
16361	IO_board	Yes	No	Failed	L0_IO1	225
16362	Logic_board	Yes	Yes	Failed	L0_IO0	300
16363	Logic_board	Yes	No	Failed	L0_IO1	175
16364	Logic_board	Yes	No	Failed	L0_IO1	175
16365	IO_board	Yes	No	Failed	L0_IO1	225
16366	Logic_board	No	Yes	Failed	L1_IO0	200
16367	Logic_board	Yes	No	Failed	L0_IO1	175
16368	Logic_board	Yes	No	Failed	L0_IO1	175
16369	Logic_board	Yes	No	Failed	L0_IO1	175
16370	IO_board	Yes	No	Failed	L0_IO1	225
16371	IO_board	Yes	No	Failed	L0_IO1	225
16372	IO_board	Yes	No	Failed	L0_IO1	225
16373	Logic_board	Yes	No	Failed	L0_IO1	175
16374	Logic_board	Yes	No	Failed	L0_IO1	175
16375	Logic_board	No	No	Operational	L0_IO0	300
16376	Logic_board	Yes	No	Failed	L0_IO1	175
16377	Logic_board	Yes	No	Failed	L0_IO1	175
16378	IO_board	Yes	No	Failed	L0_IO1	225
16379	Logic_board	Yes	No	Failed	L0_IO1	175
16380	Logic_board	Yes	No	Failed	L0_IO1	175
16381	Logic_board	Yes	No	Failed	L0_IO1	175
16382	Logic_board	Yes	Yes	Failed	L0_IO0	300
16383	IO_board	Yes	No	Failed	L0_IO1	225
16384	Logic_board	No	No	Operational	L0_IO0	300
16385	Logic_board	Yes	No	Failed	L0_IO1	175
16386	IO_board	Yes	No	Failed	L0_IO1	225
16387	Logic_board	Yes	No	Failed	L0_IO1	175
16388	Logic_board	Yes	No	Failed	L0_IO1	175
16389	IO_board	Yes	Yes	Failed	L0_IO0	300
16390	Logic_board	Yes	No	Failed	L0_IO1	175
16391	IO_board	Yes	No	Failed	L0_IO1	225
16392	IO_board	No	No	Operational	L0_IO0	300
16393	Logic_board	Yes	No	Failed	L0_IO1	175
16394	IO_board	Yes	No	Failed	L0_IO1	225
16395	Logic_board	Yes	Yes	Failed	L0_IO0	300
16396	IO_board	Yes	No	Failed	L0_IO1	225
16397	Logic_board	Yes	No	Failed	L0_IO1	175
16398	IO_board	No	No	Operational	L0_IO0	300
16399	Logic_board	Yes	No	Failed	L0_IO1	175
16400	IO_board	Yes	No	Failed	L0_IO1	225
16401	Logic_board	Yes	No	Failed	L0_IO1	175
16402	IO_board	Yes	No	Failed	L0_IO1	225
16403	Logic_board	Yes	No	Failed	L0_IO1	175
16404	IO_board	Yes	No	Failed	L0_IO1	225
16405	IO_board	Yes	No	Failed	L0_IO1	225
16406	IO_board	Yes	No	Failed	L0_IO1	225
16407	IO_board	Yes	No	Failed	L0_IO1	225
16408	Logic_board	Yes	No	Failed	L0_IO1	175
16409	IO_board	Yes	No	Failed	L0_IO1	225
16410	IO_board	Yes	No	Failed	L0_IO1	225
16411	IO_board	Yes	No	Failed	L0_IO1	225
16412	Logic_board	No	No	Operational	L0_IO0	300
16413	IO_board	Yes	No	Failed	L0_IO1	225
16414	Logic_board	Yes	No	Failed	L0_IO1	175
16415	IO_board	Yes	No	Failed	L0_IO1	225
16416	Logic_board	Yes	No	Failed	L0_IO1	175
16417	Logic_board	Yes	No	Failed	L0_IO1	175
16418	IO_board	Yes	Yes	Failed	L0_IO0	300
16419	Logic_board	Yes	Yes	Failed	L0_IO0	300
16420	IO_board	No	No	Operational	L0_IO0	300
16421	IO_board	No	No	Operational	L0_IO0	300
16422	Logic_board	No	No	Operational	L0_IO0	300
16423	Logic_board	Yes	No	Failed	L0_IO1	175
16424	IO_board	Yes	No	Failed	L0_IO1	225
16425	IO_board	Yes	Yes	Failed	L0_IO0	300
16426	Logic_board	Yes	No	Failed	L0_IO1	175
16427	Logic_board	Yes	No	Failed	L0_IO1	175
16428	Logic_board	Yes	No	Failed	L0_IO1	175
16429	Logic_board	Yes	Yes	Failed	L0_IO0	300
16430	IO_board	Yes	No	Failed	L0_IO1	225
16431	Logic_board	Yes	No	Failed	L0_IO1	175
16432	Logic_board	No	No	Operational	L0_IO0	300
16433	IO_board	Yes	Yes	Failed	L0_IO0	300
16434	Logic_board	Yes	No	Failed	L0_IO1	175
16435	Logic_board	Yes	No	Failed	L0_IO1	175
16436	Logic_board	Yes	No	Failed	L0_IO1	175
16437	Logic_board	No	No	Operational	L0_IO0	300
16438	IO_board	Yes	No	Failed	L0_IO1	225
16439	IO_board	Yes	Yes	Failed	L0_IO0	300
16440	Logic_board	Yes	No	Failed	L0_IO1	175
16441	IO_board	No	No	Operational	L0_IO0	300
16442	Logic_board	Yes	No	Failed	L0_IO1	175
16443	Logic_board	Yes	Yes	Failed	L0_IO0	300
16444	IO_board	Yes	No	Failed	L0_IO1	225
16445	Logic_board	No	No	Operational	L0_IO0	300
16446	Logic_board	No	Yes	Failed	L1_IO0	200
16447	Logic_board	Yes	No	Failed	L0_IO1	175
16448	IO_board	Yes	No	Failed	L0_IO1	225
16449	Logic_board	Yes	No	Failed	L0_IO1	175
16450	IO_board	Yes	No	Failed	L0_IO1	225
16451	IO_board	Yes	No	Failed	L0_IO1	225
16452	IO_board	Yes	No	Failed	L0_IO1	225
16453	IO_board	Yes	No	Failed	L0_IO1	225
16454	IO_board	Yes	No	Failed	L0_IO1	225
16455	Logic_board	Yes	No	Failed	L0_IO1	175
16456	Logic_board	Yes	No	Failed	L0_IO1	175
16457	IO_board	No	No	Operational	L0_IO0	300
16458	Logic_board	Yes	No	Failed	L0_IO1	175
16459	Logic_board	Yes	No	Failed	L0_IO1	175
16460	IO_board	No	No	Operational	L0_IO0	300
16461	IO_board	Yes	No	Failed	L0_IO1	225
16462	Logic_board	Yes	Yes	Failed	L0_IO0	300
16463	Logic_board	Yes	No	Failed	L0_IO1	175
16464	Logic_board	Yes	No	Failed	L0_IO1	175
16465	Logic_board	Yes	Yes	Failed	L0_IO0	300
16466	IO_board	Yes	No	Failed	L0_IO1	225
16467	IO_board	Yes	No	Failed	L0_IO1	225
16468	IO_board	Yes	No	Failed	L0_IO1	225
16469	Logic_board	Yes	No	Failed	L0_IO1	175
16470	IO_board	Yes	No	Failed	L0_IO1	225
16471	Logic_board	Yes	No	Failed	L0_IO1	175
16472	Logic_board	Yes	Yes	Failed	L0_IO0	300
16473	IO_board	Yes	No	Failed	L0_IO1	225
16474	IO_board	Yes	No	Failed	L0_IO1	225
16475	Logic_board	Yes	No	Failed	L0_IO1	175
16476	IO_board	Yes	No	Failed	L0_IO1	225
16477	Logic_board	Yes	No	Failed	L0_IO1	175
16478	IO_board	Yes	No	Failed	L0_IO1	225
16479	Logic_board	Yes	No	Failed	L0_IO1	175
16480	IO_board	Yes	No	Failed	L0_IO1	225
16481	IO_board	Yes	No	Failed	L0_IO1	225
16482	IO_board	Yes	Yes	Failed	L0_IO0	300
16483	Logic_board	Yes	No	Failed	L0_IO1	175
16484	Logic_board	Yes	No	Failed	L0_IO1	175
16485	Logic_board	Yes	No	Failed	L0_IO1	175
16486	IO_board	Yes	No	Failed	L0_IO1	225
16487	Logic_board	Yes	No	Failed	L0_IO1	175
16488	IO_board	Yes	No	Failed	L0_IO1	225
16489	IO_board	Yes	No	Failed	L0_IO1	225
16490	Logic_board	Yes	No	Failed	L0_IO1	175
16491	IO_board	Yes	No	Failed	L0_IO1	225
16492	Logic_board	Yes	No	Failed	L0_IO1	175
16493	Logic_board	Yes	No	Failed	L0_IO1	175
16494	Logic_board	Yes	No	Failed	L0_IO1	175
16495	IO_board	Yes	No	Failed	L0_IO1	225
16496	Logic_board	Yes	No	Failed	L0_IO1	175
16497	Logic_board	Yes	No	Failed	L0_IO1	175
16498	Logic_board	Yes	No	Failed	L0_IO1	175
16499	IO_board	Yes	No	Failed	L0_IO1	225
16500	Logic_board	No	No	Operational	L0_IO0	300
16501	IO_board	No	No	Operational	L0_IO0	300
16502	IO_board	Yes	No	Failed	L0_IO1	225
16503	IO_board	No	No	Operational	L0_IO0	300
16504	Logic_board	No	No	Operational	L0_IO0	300
16505	IO_board	Yes	No	Failed	L0_IO1	225
16506	Logic_board	Yes	Yes	Failed	L0_IO0	300
16507	Logic_board	No	No	Operational	L0_IO0	300
16508	IO_board	Yes	No	Failed	L0_IO1	225
16509	Logic_board	Yes	No	Failed	L0_IO1	175
16510	Logic_board	Yes	No	Failed	L0_IO1	175
16511	Logic_board	No	No	Operational	L0_IO0	300
16512	Logic_board	Yes	No	Failed	L0_IO1	175
16513	IO_board	Yes	No	Failed	L0_IO1	225
16514	IO_board	Yes	No	Failed	L0_IO1	225
16515	IO_board	Yes	No	Failed	L0_IO1	225
16516	Logic_board	No	Yes	Failed	L1_IO0	200
16517	IO_board	Yes	Yes	Failed	L0_IO0	300
16518	Logic_board	Yes	No	Failed	L0_IO1	175
16519	IO_board	No	No	Operational	L0_IO0	300
16520	Logic_board	Yes	No	Failed	L0_IO1	175
16521	Logic_board	Yes	Yes	Failed	L0_IO0	300
16522	IO_board	No	No	Operational	L0_IO0	300
16523	Logic_board	No	No	Operational	L0_IO0	300
16524	Logic_board	Yes	No	Failed	L0_IO1	175
16525	IO_board	No	Yes	Failed	L1_IO0	125
16526	IO_board	Yes	No	Failed	L0_IO1	225
16527	Logic_board	Yes	No	Failed	L0_IO1	175
16528	Logic_board	Yes	No	Failed	L0_IO1	175
16529	Logic_board	Yes	No	Failed	L0_IO1	175
16530	Logic_board	Yes	No	Failed	L0_IO1	175
16531	Logic_board	Yes	Yes	Failed	L0_IO0	300
16532	Logic_board	Yes	No	Failed	L0_IO1	175
16533	Logic_board	No	No	Operational	L0_IO0	300
16534	Logic_board	Yes	No	Failed	L0_IO1	175
16535	Logic_board	Yes	No	Failed	L0_IO1	175
16536	IO_board	Yes	No	Failed	L0_IO1	225
16537	Logic_board	No	No	Operational	L0_IO0	300
16538	Logic_board	Yes	No	Failed	L0_IO1	175
16539	IO_board	No	No	Operational	L0_IO0	300
16540	IO_board	Yes	No	Failed	L0_IO1	225
