 IDnum	Economical_State	Export_Decision	Profit
1134	2	2	1.425e6
1135	0	0	2.726e6
1136	1	2	7.66e5
1137	0	2	2.1e5
1138	2	1	1.6945e6
1139	2	2	1.425e6
1140	0	1	2.357e6
1141	0	2	2.1e5
1142	0	2	2.1e5
1143	2	2	1.425e6
1144	1	2	7.66e5
1145	2	2	1.425e6
1146	0	0	2.726e6
1147	0	0	2.726e6
1148	1	0	-7.11e5
1149	1	2	7.66e5
1150	1	0	-7.11e5
1151	2	1	1.6945e6
1152	0	0	2.726e6
1153	2	0	1.87e6
1154	2	2	1.425e6
1155	1	1	9.005e5
1156	1	0	-7.11e5
1157	1	1	9.005e5
1158	0	0	2.726e6
1159	1	2	7.66e5
1160	2	0	1.87e6
1161	2	0	1.87e6
1162	0	2	2.1e5
1163	0	1	2.357e6
1164	1	2	7.66e5
1165	2	0	1.87e6
1166	1	0	-7.11e5
1167	0	0	2.726e6
1168	0	2	2.1e5
1169	1	1	9.005e5
1170	2	1	1.6945e6
1171	2	0	1.87e6
1172	2	2	1.425e6
1173	1	0	-7.11e5
1174	1	1	9.005e5
1175	2	1	1.6945e6
1176	0	2	2.1e5
1177	1	0	-7.11e5
1178	2	2	1.425e6
1179	0	0	2.726e6
1180	1	1	9.005e5
1181	0	2	2.1e5
1182	2	1	1.6945e6
1183	1	0	-7.11e5
1184	0	0	2.726e6
1185	1	0	-7.11e5
1186	0	1	2.357e6
1187	1	1	9.005e5
1188	1	1	9.005e5
1189	2	0	1.87e6
1190	0	2	2.1e5
1191	1	2	7.66e5
1192	2	0	1.87e6
1193	1	1	9.005e5
1194	2	1	1.6945e6
1195	2	0	1.87e6
1196	2	0	1.87e6
1197	1	0	-7.11e5
1198	1	1	9.005e5
1199	1	0	-7.11e5
1200	0	2	2.1e5
1201	1	2	7.66e5
1202	0	0	2.726e6
1203	2	1	1.6945e6
1204	0	0	2.726e6
1205	1	0	-7.11e5
1206	0	0	2.726e6
1207	2	2	1.425e6
1208	1	0	-7.11e5
1209	2	1	1.6945e6
1210	2	0	1.87e6
1211	0	2	2.1e5
1212	2	1	1.6945e6
1213	0	1	2.357e6
1214	0	2	2.1e5
1215	2	2	1.425e6
1216	0	2	2.1e5
1217	2	2	1.425e6
1218	1	0	-7.11e5
1219	1	1	9.005e5
1220	2	0	1.87e6
1221	2	0	1.87e6
1222	1	2	7.66e5
1223	1	0	-7.11e5
1224	1	1	9.005e5
1225	0	2	2.1e5
1226	1	0	-7.11e5
1227	1	0	-7.11e5
1228	1	1	9.005e5
1229	2	0	1.87e6
1230	1	1	9.005e5
1231	1	1	9.005e5
1232	1	0	-7.11e5
1233	0	0	2.726e6
1234	0	0	2.726e6
1235	2	0	1.87e6
1236	2	1	1.6945e6
1237	2	2	1.425e6
1238	1	0	-7.11e5
1239	0	1	2.357e6
1240	1	0	-7.11e5
1241	1	0	-7.11e5
1242	0	1	2.357e6
1243	1	1	9.005e5
1244	0	2	2.1e5
1245	2	2	1.425e6
1246	2	0	1.87e6
1247	1	2	7.66e5
1248	0	2	2.1e5
1249	0	1	2.357e6
1250	1	1	9.005e5
1251	0	2	2.1e5
1252	0	1	2.357e6
1253	1	0	-7.11e5
1254	1	2	7.66e5
1255	2	0	1.87e6
1256	2	1	1.6945e6
1257	2	2	1.425e6
1258	1	2	7.66e5
1259	2	1	1.6945e6
1260	2	0	1.87e6
1261	0	1	2.357e6
1262	0	1	2.357e6
1263	2	2	1.425e6
1264	2	2	1.425e6
1265	0	1	2.357e6
1266	0	1	2.357e6
1267	2	1	1.6945e6
1268	2	0	1.87e6
1269	0	1	2.357e6
1270	0	0	2.726e6
1271	1	0	-7.11e5
1272	0	1	2.357e6
1273	0	0	2.726e6
1274	2	2	1.425e6
1275	0	2	2.1e5
1276	1	1	9.005e5
1277	1	0	-7.11e5
1278	1	1	9.005e5
1279	0	1	2.357e6
1280	0	1	2.357e6
1281	0	2	2.1e5
1282	0	2	2.1e5
1283	2	1	1.6945e6
1284	1	1	9.005e5
1285	1	0	-7.11e5
1286	0	1	2.357e6
1287	1	1	9.005e5
1288	0	2	2.1e5
1289	0	2	2.1e5
1290	2	0	1.87e6
1291	2	1	1.6945e6
1292	0	1	2.357e6
1293	1	2	7.66e5
1294	0	0	2.726e6
1295	2	2	1.425e6
1296	0	1	2.357e6
1297	1	0	-7.11e5
1298	1	1	9.005e5
1299	1	1	9.005e5
1300	1	1	9.005e5
1301	0	1	2.357e6
1302	1	2	7.66e5
1303	1	1	9.005e5
1304	0	0	2.726e6
1305	2	0	1.87e6
1306	1	1	9.005e5
1307	1	0	-7.11e5
1308	0	2	2.1e5
1309	2	1	1.6945e6
1310	0	2	2.1e5
1311	1	2	7.66e5
1312	2	2	1.425e6
1313	2	0	1.87e6
1314	0	2	2.1e5
1315	0	0	2.726e6
1316	2	2	1.425e6
1317	1	1	9.005e5
1318	0	2	2.1e5
1319	2	1	1.6945e6
1320	0	0	2.726e6
1321	0	2	2.1e5
1322	2	2	1.425e6
1323	2	2	1.425e6
1324	0	1	2.357e6
1325	2	0	1.87e6
1326	1	2	7.66e5
1327	1	0	-7.11e5
1328	0	2	2.1e5
1329	1	2	7.66e5
1330	0	0	2.726e6
1331	0	1	2.357e6
1332	2	1	1.6945e6
1333	1	0	-7.11e5
1334	0	0	2.726e6
1335	1	0	-7.11e5
1336	0	1	2.357e6
1337	0	0	2.726e6
1338	0	0	2.726e6
1339	2	0	1.87e6
1340	1	0	-7.11e5
1341	0	0	2.726e6
1342	0	0	2.726e6
1343	2	0	1.87e6
1344	1	2	7.66e5
1345	0	0	2.726e6
1346	2	0	1.87e6
1347	2	1	1.6945e6
1348	1	0	-7.11e5
1349	1	0	-7.11e5
1350	1	1	9.005e5
1351	0	1	2.357e6
1352	0	0	2.726e6
1353	2	2	1.425e6
1354	2	1	1.6945e6
1355	0	0	2.726e6
1356	0	0	2.726e6
1357	1	1	9.005e5
1358	2	2	1.425e6
1359	2	0	1.87e6
1360	2	0	1.87e6
1361	0	0	2.726e6
1362	0	1	2.357e6
1363	2	2	1.425e6
1364	0	1	2.357e6
1365	2	0	1.87e6
1366	2	0	1.87e6
1367	1	2	7.66e5
1368	0	2	2.1e5
1369	0	2	2.1e5
1370	1	1	9.005e5
1371	2	0	1.87e6
1372	0	0	2.726e6
1373	0	2	2.1e5
1374	1	1	9.005e5
1375	0	0	2.726e6
1376	1	1	9.005e5
1377	1	2	7.66e5
1378	2	2	1.425e6
1379	2	0	1.87e6
1380	2	0	1.87e6
1381	0	2	2.1e5
1382	0	2	2.1e5
1383	0	2	2.1e5
1384	2	2	1.425e6
1385	2	1	1.6945e6
1386	0	2	2.1e5
1387	2	2	1.425e6
1388	1	1	9.005e5
1389	0	1	2.357e6
1390	0	0	2.726e6
1391	1	2	7.66e5
1392	2	2	1.425e6
1393	0	0	2.726e6
1394	2	2	1.425e6
1395	0	2	2.1e5
1396	2	1	1.6945e6
1397	2	1	1.6945e6
1398	2	0	1.87e6
1399	2	0	1.87e6
1400	0	1	2.357e6
1401	1	0	-7.11e5
1402	0	0	2.726e6
1403	0	2	2.1e5
1404	2	2	1.425e6
1405	1	0	-7.11e5
1406	1	0	-7.11e5
1407	0	1	2.357e6
1408	0	2	2.1e5
1409	1	0	-7.11e5
1410	2	0	1.87e6
1411	0	0	2.726e6
1412	1	2	7.66e5
1413	2	0	1.87e6
1414	0	1	2.357e6
1415	2	1	1.6945e6
1416	2	2	1.425e6
1417	0	2	2.1e5
1418	1	2	7.66e5
1419	0	1	2.357e6
1420	2	1	1.6945e6
1421	0	2	2.1e5
1422	1	2	7.66e5
1423	2	2	1.425e6
1424	2	0	1.87e6
1425	1	2	7.66e5
1426	0	0	2.726e6
1427	0	1	2.357e6
1428	2	1	1.6945e6
1429	1	2	7.66e5
1430	1	0	-7.11e5
1431	0	1	2.357e6
1432	1	0	-7.11e5
1433	0	2	2.1e5
1434	0	0	2.726e6
1435	2	1	1.6945e6
1436	0	2	2.1e5
1437	0	0	2.726e6
1438	2	1	1.6945e6
1439	2	1	1.6945e6
1440	0	1	2.357e6
1441	2	0	1.87e6
1442	2	0	1.87e6
1443	2	0	1.87e6
1444	1	2	7.66e5
1445	2	1	1.6945e6
1446	2	1	1.6945e6
1447	0	0	2.726e6
1448	2	0	1.87e6
1449	0	2	2.1e5
1450	2	2	1.425e6
1451	2	0	1.87e6
1452	1	2	7.66e5
1453	2	1	1.6945e6
1454	1	2	7.66e5
1455	0	1	2.357e6
1456	0	1	2.357e6
1457	2	0	1.87e6
1458	1	0	-7.11e5
1459	1	2	7.66e5
1460	1	0	-7.11e5
1461	0	1	2.357e6
1462	2	1	1.6945e6
1463	1	2	7.66e5
1464	2	1	1.6945e6
1465	0	0	2.726e6
1466	0	2	2.1e5
1467	1	2	7.66e5
1468	0	0	2.726e6
1469	1	0	-7.11e5
1470	2	1	1.6945e6
1471	0	0	2.726e6
1472	2	1	1.6945e6
1473	2	2	1.425e6
1474	1	0	-7.11e5
1475	0	2	2.1e5
1476	0	0	2.726e6
1477	2	2	1.425e6
1478	0	1	2.357e6
1479	1	1	9.005e5
1480	2	0	1.87e6
1481	0	1	2.357e6
1482	0	0	2.726e6
1483	0	0	2.726e6
1484	2	1	1.6945e6
1485	1	0	-7.11e5
1486	0	2	2.1e5
1487	0	2	2.1e5
1488	1	0	-7.11e5
1489	2	0	1.87e6
1490	0	1	2.357e6
1491	2	0	1.87e6
1492	2	2	1.425e6
1493	2	1	1.6945e6
1494	0	0	2.726e6
1495	1	0	-7.11e5
1496	0	0	2.726e6
1497	2	0	1.87e6
1498	0	2	2.1e5
1499	1	1	9.005e5
1500	0	0	2.726e6
1501	0	0	2.726e6
1502	0	2	2.1e5
1503	1	2	7.66e5
1504	2	0	1.87e6
1505	1	1	9.005e5
1506	0	0	2.726e6
1507	1	1	9.005e5
1508	1	0	-7.11e5
1509	2	0	1.87e6
1510	1	0	-7.11e5
1511	1	2	7.66e5
1512	0	1	2.357e6
1513	1	1	9.005e5
1514	1	1	9.005e5
1515	0	2	2.1e5
1516	0	2	2.1e5
1517	1	1	9.005e5
1518	0	1	2.357e6
1519	0	0	2.726e6
1520	2	2	1.425e6
1521	1	1	9.005e5
1522	2	2	1.425e6
1523	2	1	1.6945e6
1524	2	0	1.87e6
1525	2	0	1.87e6
1526	2	1	1.6945e6
1527	0	1	2.357e6
1528	1	1	9.005e5
1529	0	1	2.357e6
1530	0	2	2.1e5
1531	0	2	2.1e5
1532	2	2	1.425e6
1533	2	0	1.87e6
1534	0	2	2.1e5
1535	2	0	1.87e6
1536	1	2	7.66e5
1537	0	1	2.357e6
1538	1	2	7.66e5
1539	1	1	9.005e5
1540	1	0	-7.11e5
1541	1	0	-7.11e5
1542	1	2	7.66e5
1543	1	0	-7.11e5
1544	0	1	2.357e6
1545	1	0	-7.11e5
1546	1	0	-7.11e5
1547	0	2	2.1e5
1548	1	2	7.66e5
1549	2	1	1.6945e6
1550	0	1	2.357e6
1551	2	0	1.87e6
1552	0	1	2.357e6
1553	1	0	-7.11e5
1554	2	0	1.87e6
1555	0	2	2.1e5
1556	1	1	9.005e5
1557	1	1	9.005e5
1558	1	2	7.66e5
1559	2	0	1.87e6
1560	1	1	9.005e5
1561	0	2	2.1e5
1562	0	1	2.357e6
1563	2	2	1.425e6
1564	0	0	2.726e6
1565	0	0	2.726e6
1566	0	1	2.357e6
1567	0	0	2.726e6
1568	2	1	1.6945e6
1569	0	1	2.357e6
1570	2	2	1.425e6
1571	1	2	7.66e5
1572	0	2	2.1e5
1573	0	1	2.357e6
1574	0	1	2.357e6
1575	2	0	1.87e6
1576	0	0	2.726e6
1577	1	0	-7.11e5
1578	0	2	2.1e5
1579	1	2	7.66e5
1580	2	1	1.6945e6
1581	2	0	1.87e6
1582	2	1	1.6945e6
1583	0	0	2.726e6
1584	2	1	1.6945e6
1585	2	0	1.87e6
1586	1	0	-7.11e5
1587	2	2	1.425e6
1588	1	2	7.66e5
1589	1	0	-7.11e5
1590	0	0	2.726e6
1591	1	1	9.005e5
1592	0	0	2.726e6
1593	2	2	1.425e6
1594	0	1	2.357e6
1595	1	0	-7.11e5
1596	1	1	9.005e5
1597	2	1	1.6945e6
1598	2	0	1.87e6
1599	1	1	9.005e5
1600	2	0	1.87e6
1601	0	0	2.726e6
1602	0	1	2.357e6
1603	0	0	2.726e6
1604	0	1	2.357e6
1605	2	2	1.425e6
1606	2	1	1.6945e6
1607	1	0	-7.11e5
1608	1	1	9.005e5
1609	1	2	7.66e5
1610	0	2	2.1e5
1611	1	2	7.66e5
1612	2	1	1.6945e6
1613	0	1	2.357e6
1614	2	2	1.425e6
1615	1	2	7.66e5
1616	1	2	7.66e5
1617	1	1	9.005e5
1618	2	1	1.6945e6
1619	0	0	2.726e6
1620	2	0	1.87e6
1621	0	0	2.726e6
1622	0	0	2.726e6
1623	0	0	2.726e6
1624	0	0	2.726e6
1625	0	1	2.357e6
1626	1	1	9.005e5
1627	1	0	-7.11e5
1628	1	0	-7.11e5
1629	0	1	2.357e6
1630	2	2	1.425e6
1631	1	0	-7.11e5
1632	2	1	1.6945e6
1633	2	0	1.87e6
1634	0	2	2.1e5
1635	1	0	-7.11e5
1636	0	1	2.357e6
1637	0	1	2.357e6
1638	0	2	2.1e5
1639	2	1	1.6945e6
1640	1	1	9.005e5
1641	0	2	2.1e5
1642	2	1	1.6945e6
1643	1	1	9.005e5
1644	0	2	2.1e5
1645	0	0	2.726e6
1646	1	0	-7.11e5
1647	1	2	7.66e5
1648	2	0	1.87e6
1649	0	2	2.1e5
1650	1	2	7.66e5
1651	1	0	-7.11e5
1652	2	2	1.425e6
1653	0	2	2.1e5
1654	1	0	-7.11e5
1655	2	0	1.87e6
1656	0	0	2.726e6
1657	2	1	1.6945e6
1658	2	1	1.6945e6
1659	1	2	7.66e5
1660	0	0	2.726e6
1661	0	1	2.357e6
1662	2	0	1.87e6
1663	2	1	1.6945e6
1664	1	1	9.005e5
1665	0	0	2.726e6
1666	1	1	9.005e5
1667	1	0	-7.11e5
1668	0	1	2.357e6
1669	0	2	2.1e5
1670	1	2	7.66e5
1671	2	1	1.6945e6
1672	0	1	2.357e6
1673	2	1	1.6945e6
1674	0	0	2.726e6
1675	2	2	1.425e6
1676	1	1	9.005e5
1677	1	1	9.005e5
1678	2	2	1.425e6
1679	2	2	1.425e6
1680	0	2	2.1e5
1681	1	2	7.66e5
1682	0	2	2.1e5
1683	1	1	9.005e5
1684	0	0	2.726e6
1685	1	2	7.66e5
1686	2	1	1.6945e6
1687	2	2	1.425e6
1688	1	0	-7.11e5
1689	1	2	7.66e5
1690	0	1	2.357e6
1691	0	1	2.357e6
1692	0	2	2.1e5
1693	2	0	1.87e6
1694	0	2	2.1e5
1695	2	1	1.6945e6
1696	2	2	1.425e6
1697	0	0	2.726e6
1698	1	1	9.005e5
1699	1	2	7.66e5
1700	1	2	7.66e5
1701	1	0	-7.11e5
1702	1	0	-7.11e5
1703	2	0	1.87e6
1704	2	0	1.87e6
1705	2	1	1.6945e6
1706	0	0	2.726e6
1707	2	0	1.87e6
1708	2	2	1.425e6
1709	0	0	2.726e6
1710	1	2	7.66e5
1711	0	2	2.1e5
1712	1	0	-7.11e5
1713	2	1	1.6945e6
1714	0	0	2.726e6
1715	2	2	1.425e6
1716	1	2	7.66e5
1717	2	1	1.6945e6
1718	2	1	1.6945e6
1719	1	0	-7.11e5
1720	2	1	1.6945e6
1721	0	2	2.1e5
1722	2	2	1.425e6
1723	1	0	-7.11e5
1724	2	0	1.87e6
1725	2	0	1.87e6
1726	1	1	9.005e5
1727	2	1	1.6945e6
1728	0	0	2.726e6
1729	1	0	-7.11e5
1730	0	1	2.357e6
1731	2	1	1.6945e6
1732	0	1	2.357e6
1733	2	1	1.6945e6
1734	0	1	2.357e6
1735	2	0	1.87e6
1736	2	0	1.87e6
1737	2	2	1.425e6
1738	0	0	2.726e6
1739	1	0	-7.11e5
1740	0	0	2.726e6
1741	2	0	1.87e6
1742	0	0	2.726e6
1743	0	2	2.1e5
1744	0	2	2.1e5
1745	0	0	2.726e6
1746	0	2	2.1e5
1747	1	2	7.66e5
1748	0	0	2.726e6
1749	0	0	2.726e6
1750	0	1	2.357e6
1751	0	0	2.726e6
1752	2	0	1.87e6
1753	2	2	1.425e6
1754	1	2	7.66e5
1755	0	1	2.357e6
1756	0	0	2.726e6
1757	1	0	-7.11e5
1758	2	0	1.87e6
1759	2	0	1.87e6
1760	0	0	2.726e6
1761	2	2	1.425e6
1762	0	2	2.1e5
1763	2	2	1.425e6
1764	2	1	1.6945e6
1765	0	0	2.726e6
1766	0	2	2.1e5
1767	0	1	2.357e6
1768	0	2	2.1e5
1769	1	0	-7.11e5
1770	2	0	1.87e6
1771	1	0	-7.11e5
1772	0	0	2.726e6
1773	0	2	2.1e5
1774	1	2	7.66e5
1775	1	1	9.005e5
1776	0	2	2.1e5
1777	1	0	-7.11e5
1778	1	0	-7.11e5
1779	0	2	2.1e5
1780	0	1	2.357e6
1781	0	1	2.357e6
1782	1	0	-7.11e5
1783	1	2	7.66e5
1784	0	1	2.357e6
1785	1	1	9.005e5
1786	1	0	-7.11e5
1787	1	2	7.66e5
1788	2	2	1.425e6
1789	0	0	2.726e6
1790	1	2	7.66e5
1791	1	0	-7.11e5
1792	2	0	1.87e6
1793	0	1	2.357e6
1794	2	1	1.6945e6
1795	1	1	9.005e5
1796	0	1	2.357e6
1797	0	1	2.357e6
1798	1	0	-7.11e5
1799	0	0	2.726e6
1800	1	1	9.005e5
1801	0	1	2.357e6
1802	1	1	9.005e5
1803	0	2	2.1e5
1804	1	0	-7.11e5
1805	0	1	2.357e6
1806	0	0	2.726e6
1807	1	0	-7.11e5
1808	1	1	9.005e5
1809	0	1	2.357e6
1810	1	0	-7.11e5
1811	0	2	2.1e5
1812	2	0	1.87e6
1813	0	2	2.1e5
1814	1	1	9.005e5
1815	0	0	2.726e6
1816	1	0	-7.11e5
1817	2	1	1.6945e6
1818	2	2	1.425e6
1819	1	0	-7.11e5
1820	1	1	9.005e5
1821	0	0	2.726e6
1822	1	0	-7.11e5
1823	2	1	1.6945e6
1824	2	2	1.425e6
1825	1	1	9.005e5
1826	2	0	1.87e6
1827	2	1	1.6945e6
1828	0	2	2.1e5
1829	2	1	1.6945e6
1830	0	2	2.1e5
1831	1	2	7.66e5
1832	1	1	9.005e5
1833	1	2	7.66e5
1834	2	1	1.6945e6
1835	1	2	7.66e5
1836	0	0	2.726e6
1837	2	0	1.87e6
1838	1	1	9.005e5
1839	0	1	2.357e6
1840	1	0	-7.11e5
1841	0	0	2.726e6
1842	2	2	1.425e6
1843	0	0	2.726e6
1844	0	2	2.1e5
1845	0	1	2.357e6
1846	2	0	1.87e6
1847	1	1	9.005e5
1848	2	0	1.87e6
1849	1	0	-7.11e5
1850	2	1	1.6945e6
1851	2	2	1.425e6
1852	2	0	1.87e6
1853	2	0	1.87e6
1854	1	0	-7.11e5
1855	0	1	2.357e6
1856	0	0	2.726e6
1857	0	2	2.1e5
1858	0	2	2.1e5
1859	0	0	2.726e6
1860	0	2	2.1e5
1861	2	0	1.87e6
1862	1	0	-7.11e5
1863	0	2	2.1e5
1864	0	1	2.357e6
1865	2	1	1.6945e6
1866	0	0	2.726e6
1867	1	1	9.005e5
1868	1	2	7.66e5
1869	1	2	7.66e5
1870	2	0	1.87e6
1871	2	0	1.87e6
1872	2	0	1.87e6
1873	1	0	-7.11e5
1874	2	2	1.425e6
1875	2	0	1.87e6
1876	0	1	2.357e6
1877	0	1	2.357e6
1878	0	1	2.357e6
1879	1	0	-7.11e5
1880	1	0	-7.11e5
1881	0	2	2.1e5
1882	0	0	2.726e6
1883	2	1	1.6945e6
1884	0	0	2.726e6
1885	2	2	1.425e6
1886	0	2	2.1e5
1887	0	2	2.1e5
1888	2	1	1.6945e6
1889	2	0	1.87e6
1890	0	0	2.726e6
1891	0	2	2.1e5
1892	2	0	1.87e6
1893	0	1	2.357e6
1894	2	0	1.87e6
1895	0	1	2.357e6
1896	2	0	1.87e6
1897	0	1	2.357e6
1898	1	1	9.005e5
1899	2	2	1.425e6
1900	0	2	2.1e5
1901	1	1	9.005e5
1902	0	1	2.357e6
1903	2	1	1.6945e6
1904	0	2	2.1e5
1905	0	1	2.357e6
1906	2	2	1.425e6
1907	1	0	-7.11e5
1908	0	1	2.357e6
1909	0	0	2.726e6
1910	0	2	2.1e5
1911	2	0	1.87e6
1912	0	0	2.726e6
1913	1	0	-7.11e5
1914	2	1	1.6945e6
1915	1	1	9.005e5
1916	0	2	2.1e5
1917	2	2	1.425e6
1918	1	0	-7.11e5
1919	2	1	1.6945e6
1920	1	0	-7.11e5
1921	2	1	1.6945e6
1922	2	0	1.87e6
1923	0	2	2.1e5
1924	1	2	7.66e5
1925	1	1	9.005e5
1926	1	2	7.66e5
1927	0	2	2.1e5
1928	0	0	2.726e6
1929	0	1	2.357e6
1930	0	1	2.357e6
1931	1	1	9.005e5
1932	1	0	-7.11e5
1933	0	0	2.726e6
1934	1	2	7.66e5
1935	0	2	2.1e5
1936	2	2	1.425e6
1937	1	1	9.005e5
1938	0	1	2.357e6
1939	2	0	1.87e6
1940	2	0	1.87e6
1941	1	1	9.005e5
1942	0	1	2.357e6
1943	0	2	2.1e5
1944	2	1	1.6945e6
1945	0	0	2.726e6
1946	1	1	9.005e5
1947	2	1	1.6945e6
1948	0	1	2.357e6
1949	1	2	7.66e5
1950	2	0	1.87e6
1951	1	0	-7.11e5
1952	2	2	1.425e6
1953	1	1	9.005e5
1954	2	1	1.6945e6
1955	2	0	1.87e6
1956	0	1	2.357e6
1957	1	0	-7.11e5
1958	2	1	1.6945e6
1959	0	1	2.357e6
1960	0	0	2.726e6
1961	2	2	1.425e6
1962	1	1	9.005e5
1963	0	1	2.357e6
1964	2	0	1.87e6
1965	0	0	2.726e6
1966	2	1	1.6945e6
1967	0	0	2.726e6
1968	2	0	1.87e6
1969	0	1	2.357e6
1970	1	1	9.005e5
1971	0	1	2.357e6
1972	0	0	2.726e6
1973	0	1	2.357e6
1974	2	0	1.87e6
1975	2	2	1.425e6
1976	2	0	1.87e6
1977	0	2	2.1e5
1978	1	0	-7.11e5
1979	0	2	2.1e5
1980	2	0	1.87e6
1981	1	2	7.66e5
1982	2	2	1.425e6
1983	2	1	1.6945e6
1984	1	1	9.005e5
1985	0	1	2.357e6
1986	1	2	7.66e5
1987	1	2	7.66e5
1988	0	0	2.726e6
1989	0	1	2.357e6
1990	2	0	1.87e6
1991	2	1	1.6945e6
1992	0	1	2.357e6
1993	2	2	1.425e6
1994	2	2	1.425e6
1995	0	2	2.1e5
1996	1	1	9.005e5
1997	2	0	1.87e6
1998	0	0	2.726e6
1999	0	2	2.1e5
2000	0	2	2.1e5
2001	2	1	1.6945e6
2002	1	0	-7.11e5
2003	0	0	2.726e6
2004	1	1	9.005e5
2005	1	2	7.66e5
2006	2	1	1.6945e6
2007	1	2	7.66e5
2008	1	1	9.005e5
2009	1	1	9.005e5
2010	2	0	1.87e6
2011	2	0	1.87e6
2012	1	0	-7.11e5
2013	0	1	2.357e6
2014	1	1	9.005e5
2015	0	0	2.726e6
2016	0	1	2.357e6
2017	1	0	-7.11e5
2018	0	2	2.1e5
2019	2	1	1.6945e6
2020	1	2	7.66e5
2021	0	0	2.726e6
2022	0	2	2.1e5
2023	0	1	2.357e6
2024	0	2	2.1e5
2025	0	1	2.357e6
2026	0	1	2.357e6
2027	2	1	1.6945e6
2028	0	0	2.726e6
2029	2	0	1.87e6
2030	0	1	2.357e6
2031	0	0	2.726e6
2032	2	1	1.6945e6
2033	0	2	2.1e5
2034	0	2	2.1e5
2035	1	2	7.66e5
2036	0	1	2.357e6
2037	0	0	2.726e6
2038	1	0	-7.11e5
2039	0	0	2.726e6
2040	2	1	1.6945e6
2041	1	1	9.005e5
2042	1	1	9.005e5
2043	1	1	9.005e5
2044	1	2	7.66e5
2045	1	2	7.66e5
2046	0	2	2.1e5
2047	0	0	2.726e6
2048	1	2	7.66e5
2049	2	1	1.6945e6
2050	1	2	7.66e5
2051	2	1	1.6945e6
2052	0	1	2.357e6
2053	1	1	9.005e5
2054	0	2	2.1e5
2055	0	1	2.357e6
2056	1	0	-7.11e5
2057	1	2	7.66e5
2058	0	1	2.357e6
2059	0	2	2.1e5
2060	2	1	1.6945e6
2061	2	0	1.87e6
2062	1	2	7.66e5
2063	0	0	2.726e6
2064	1	1	9.005e5
2065	0	1	2.357e6
2066	0	2	2.1e5
2067	0	2	2.1e5
2068	1	0	-7.11e5
2069	2	2	1.425e6
2070	0	2	2.1e5
2071	2	2	1.425e6
2072	0	1	2.357e6
2073	1	0	-7.11e5
2074	0	1	2.357e6
2075	2	2	1.425e6
2076	1	2	7.66e5
2077	2	2	1.425e6
2078	0	2	2.1e5
2079	1	2	7.66e5
2080	2	0	1.87e6
2081	0	2	2.1e5
2082	0	0	2.726e6
2083	0	0	2.726e6
2084	1	2	7.66e5
2085	0	2	2.1e5
2086	1	2	7.66e5
2087	0	2	2.1e5
2088	2	0	1.87e6
2089	2	2	1.425e6
2090	2	1	1.6945e6
2091	2	1	1.6945e6
2092	2	0	1.87e6
2093	1	0	-7.11e5
2094	1	0	-7.11e5
2095	1	0	-7.11e5
2096	2	0	1.87e6
2097	1	1	9.005e5
2098	2	2	1.425e6
2099	1	0	-7.11e5
2100	0	0	2.726e6
2101	1	0	-7.11e5
2102	2	0	1.87e6
2103	1	0	-7.11e5
2104	2	1	1.6945e6
2105	0	2	2.1e5
2106	2	2	1.425e6
2107	1	1	9.005e5
2108	2	0	1.87e6
2109	2	2	1.425e6
2110	0	1	2.357e6
2111	0	2	2.1e5
2112	1	1	9.005e5
2113	0	2	2.1e5
2114	0	2	2.1e5
2115	1	0	-7.11e5
2116	0	0	2.726e6
2117	2	1	1.6945e6
2118	0	0	2.726e6
2119	1	1	9.005e5
2120	2	1	1.6945e6
2121	2	2	1.425e6
2122	2	2	1.425e6
2123	0	0	2.726e6
2124	0	1	2.357e6
2125	1	0	-7.11e5
2126	2	1	1.6945e6
2127	1	1	9.005e5
2128	0	0	2.726e6
2129	1	0	-7.11e5
2130	1	1	9.005e5
2131	0	0	2.726e6
2132	2	0	1.87e6
2133	0	0	2.726e6
2134	0	2	2.1e5
2135	0	1	2.357e6
2136	2	1	1.6945e6
2137	1	2	7.66e5
2138	1	0	-7.11e5
2139	2	0	1.87e6
2140	2	0	1.87e6
2141	2	1	1.6945e6
2142	0	2	2.1e5
2143	1	0	-7.11e5
2144	2	1	1.6945e6
2145	2	1	1.6945e6
2146	2	2	1.425e6
2147	0	0	2.726e6
2148	1	1	9.005e5
2149	0	0	2.726e6
2150	0	1	2.357e6
2151	2	2	1.425e6
2152	0	0	2.726e6
2153	1	1	9.005e5
2154	0	2	2.1e5
2155	0	0	2.726e6
2156	1	0	-7.11e5
2157	0	2	2.1e5
2158	1	2	7.66e5
2159	2	0	1.87e6
2160	0	1	2.357e6
2161	2	0	1.87e6
2162	2	0	1.87e6
2163	0	1	2.357e6
2164	0	0	2.726e6
2165	1	2	7.66e5
2166	1	1	9.005e5
2167	0	0	2.726e6
2168	0	0	2.726e6
2169	1	2	7.66e5
2170	1	1	9.005e5
2171	1	2	7.66e5
2172	2	2	1.425e6
2173	1	1	9.005e5
2174	0	2	2.1e5
2175	0	1	2.357e6
2176	0	2	2.1e5
2177	2	1	1.6945e6
2178	0	0	2.726e6
2179	2	2	1.425e6
2180	0	2	2.1e5
2181	1	0	-7.11e5
2182	1	2	7.66e5
2183	1	0	-7.11e5
2184	2	1	1.6945e6
2185	2	2	1.425e6
2186	0	0	2.726e6
2187	2	0	1.87e6
2188	0	1	2.357e6
2189	2	1	1.6945e6
2190	0	2	2.1e5
