ids	Export_Decision	Economical_State	Profit
7933	0	1	-711000
7934	0	2	1870000
7935	0	0	2726000
7936	2	0	210000
7937	1	0	2357000
7938	0	2	1870000
7939	0	1	-711000
7940	1	1	900500
7941	0	0	2726000
7942	0	2	1870000
7943	1	0	2357000
7944	0	0	2726000
7945	0	1	-711000
7946	1	1	900500
7947	2	0	210000
7948	2	1	766000
7949	1	1	900500
7950	0	2	1870000
7951	2	1	766000
7952	0	0	2726000
7953	2	2	1425000
7954	2	2	1425000
7955	2	0	210000
7956	1	2	1694500
7957	1	1	900500
7958	0	0	2726000
7959	2	1	766000
7960	2	0	210000
7961	2	0	210000
7962	1	1	900500
7963	2	0	210000
7964	1	0	2357000
7965	2	1	766000
7966	0	1	-711000
7967	1	1	900500
7968	1	1	900500
7969	0	0	2726000
7970	0	2	1870000
7971	0	0	2726000
7972	0	1	-711000
7973	2	0	210000
7974	2	0	210000
7975	2	2	1425000
7976	0	0	2726000
7977	2	0	210000
7978	0	0	2726000
7979	0	0	2726000
7980	2	2	1425000
7981	0	2	1870000
7982	2	2	1425000
7983	0	1	-711000
7984	2	1	766000
7985	0	2	1870000
7986	1	1	900500
7987	0	1	-711000
7988	1	0	2357000
7989	0	1	-711000
7990	1	2	1694500
7991	1	2	1694500
7992	1	0	2357000
7993	0	1	-711000
7994	0	1	-711000
7995	0	0	2726000
7996	2	1	766000
7997	1	0	2357000
7998	0	1	-711000
7999	1	0	2357000
8000	0	2	1870000
8001	1	0	2357000
8002	0	1	-711000
8003	2	2	1425000
8004	2	0	210000
8005	0	1	-711000
8006	2	1	766000
8007	0	1	-711000
8008	2	2	1425000
8009	2	0	210000
8010	0	0	2726000
8011	2	0	210000
8012	2	0	210000
8013	1	2	1694500
8014	2	1	766000
8015	2	0	210000
8016	2	0	210000
8017	1	0	2357000
8018	1	1	900500
8019	0	0	2726000
8020	0	0	2726000
8021	2	0	210000
8022	0	0	2726000
8023	2	2	1425000
8024	1	1	900500
8025	2	0	210000
8026	2	2	1425000
8027	2	0	210000
8028	1	1	900500
8029	2	2	1425000
8030	2	2	1425000
8031	1	1	900500
8032	2	1	766000
8033	1	2	1694500
8034	2	1	766000
8035	2	1	766000
8036	0	1	-711000
8037	0	1	-711000
8038	2	0	210000
8039	1	0	2357000
8040	1	1	900500
8041	0	0	2726000
8042	2	0	210000
8043	1	1	900500
8044	2	2	1425000
8045	2	2	1425000
8046	2	2	1425000
8047	2	2	1425000
8048	1	1	900500
8049	2	2	1425000
8050	1	1	900500
8051	2	2	1425000
8052	1	2	1694500
8053	2	0	210000
8054	2	2	1425000
8055	0	1	-711000
8056	2	0	210000
8057	2	0	210000
8058	1	0	2357000
8059	0	2	1870000
8060	2	1	766000
8061	2	2	1425000
8062	1	2	1694500
8063	1	2	1694500
8064	0	1	-711000
8065	2	1	766000
8066	2	2	1425000
8067	1	2	1694500
8068	2	2	1425000
8069	1	1	900500
8070	0	1	-711000
8071	2	0	210000
8072	2	0	210000
8073	0	1	-711000
8074	0	0	2726000
8075	0	0	2726000
8076	0	1	-711000
8077	2	1	766000
8078	2	0	210000
8079	2	1	766000
8080	1	0	2357000
8081	1	1	900500
8082	2	2	1425000
8083	2	2	1425000
8084	1	0	2357000
8085	1	1	900500
8086	1	2	1694500
8087	1	1	900500
8088	2	0	210000
8089	1	1	900500
8090	0	2	1870000
8091	2	0	210000
8092	2	2	1425000
8093	1	2	1694500
8094	0	0	2726000
8095	2	2	1425000
8096	2	0	210000
8097	2	1	766000
8098	0	1	-711000
8099	1	1	900500
8100	2	1	766000
8101	0	1	-711000
8102	2	1	766000
8103	2	1	766000
8104	0	2	1870000
8105	1	0	2357000
8106	2	2	1425000
8107	1	0	2357000
8108	0	2	1870000
8109	2	1	766000
8110	2	2	1425000
8111	2	1	766000
8112	1	1	900500
8113	1	2	1694500
8114	1	2	1694500
8115	0	2	1870000
8116	2	0	210000
8117	2	1	766000
8118	1	1	900500
8119	1	1	900500
8120	2	0	210000
8121	2	1	766000
8122	1	1	900500
8123	2	2	1425000
8124	1	2	1694500
8125	2	1	766000
8126	0	0	2726000
8127	0	0	2726000
8128	0	2	1870000
8129	2	1	766000
8130	0	0	2726000
8131	2	2	1425000
8132	2	0	210000
8133	1	1	900500
8134	1	1	900500
8135	2	1	766000
8136	0	0	2726000
8137	2	1	766000
8138	1	1	900500
8139	1	0	2357000
8140	2	1	766000
8141	0	2	1870000
8142	1	1	900500
8143	1	0	2357000
8144	0	0	2726000
8145	2	2	1425000
8146	0	2	1870000
8147	2	0	210000
8148	0	0	2726000
8149	0	2	1870000
8150	0	2	1870000
8151	2	1	766000
8152	0	1	-711000
8153	2	0	210000
8154	1	1	900500
8155	0	0	2726000
8156	2	2	1425000
8157	0	0	2726000
8158	1	0	2357000
8159	2	2	1425000
8160	2	1	766000
8161	1	1	900500
8162	1	0	2357000
8163	1	1	900500
8164	2	2	1425000
8165	0	0	2726000
8166	2	0	210000
8167	0	0	2726000
8168	1	2	1694500
8169	1	2	1694500
8170	0	2	1870000
8171	0	1	-711000
8172	1	0	2357000
8173	1	2	1694500
8174	1	0	2357000
8175	2	1	766000
8176	1	2	1694500
8177	2	1	766000
8178	0	1	-711000
8179	1	1	900500
8180	1	2	1694500
8181	0	0	2726000
8182	0	0	2726000
8183	2	2	1425000
8184	2	1	766000
8185	0	1	-711000
8186	0	0	2726000
8187	2	0	210000
8188	2	1	766000
8189	2	2	1425000
8190	2	1	766000
8191	0	2	1870000
8192	2	2	1425000
8193	1	0	2357000
8194	2	0	210000
8195	1	0	2357000
8196	1	2	1694500
8197	0	2	1870000
8198	1	2	1694500
8199	0	2	1870000
8200	0	0	2726000
8201	0	1	-711000
8202	0	0	2726000
8203	0	2	1870000
8204	2	0	210000
8205	1	1	900500
8206	2	1	766000
8207	1	0	2357000
8208	0	0	2726000
8209	1	0	2357000
8210	2	2	1425000
8211	0	0	2726000
8212	2	0	210000
8213	0	0	2726000
8214	2	1	766000
8215	2	1	766000
8216	0	0	2726000
8217	1	1	900500
8218	2	2	1425000
8219	1	1	900500
8220	2	0	210000
8221	1	0	2357000
8222	0	0	2726000
8223	0	0	2726000
8224	1	0	2357000
8225	0	2	1870000
8226	2	0	210000
8227	2	1	766000
8228	1	0	2357000
8229	0	2	1870000
8230	1	0	2357000
8231	1	0	2357000
8232	0	2	1870000
8233	0	1	-711000
8234	2	0	210000
8235	1	1	900500
8236	2	1	766000
8237	0	0	2726000
8238	2	2	1425000
8239	0	2	1870000
8240	0	1	-711000
8241	0	2	1870000
8242	0	1	-711000
8243	0	0	2726000
8244	0	1	-711000
8245	1	1	900500
8246	2	2	1425000
8247	2	0	210000
8248	2	0	210000
8249	2	0	210000
8250	2	1	766000
8251	1	2	1694500
8252	1	1	900500
8253	2	2	1425000
8254	1	1	900500
8255	2	0	210000
8256	1	0	2357000
8257	0	1	-711000
8258	1	2	1694500
8259	2	0	210000
8260	2	0	210000
8261	0	2	1870000
8262	0	2	1870000
8263	2	1	766000
8264	0	0	2726000
8265	0	0	2726000
8266	1	0	2357000
8267	1	1	900500
8268	1	2	1694500
8269	0	1	-711000
8270	0	1	-711000
8271	0	0	2726000
8272	1	1	900500
8273	2	2	1425000
8274	1	0	2357000
8275	0	1	-711000
8276	2	0	210000
8277	2	0	210000
8278	0	2	1870000
8279	0	2	1870000
8280	2	0	210000
8281	2	2	1425000
8282	1	0	2357000
8283	1	2	1694500
8284	2	1	766000
8285	2	1	766000
8286	2	1	766000
8287	2	0	210000
8288	1	2	1694500
8289	0	0	2726000
8290	1	0	2357000
8291	0	0	2726000
8292	1	2	1694500
8293	0	1	-711000
8294	2	1	766000
8295	2	2	1425000
8296	0	2	1870000
8297	1	0	2357000
8298	0	0	2726000
8299	1	1	900500
8300	0	1	-711000
8301	0	2	1870000
8302	0	2	1870000
8303	0	0	2726000
8304	1	0	2357000
8305	0	0	2726000
8306	1	0	2357000
8307	0	2	1870000
8308	2	2	1425000
8309	2	2	1425000
8310	1	2	1694500
8311	1	1	900500
8312	1	1	900500
8313	0	1	-711000
8314	0	2	1870000
8315	1	1	900500
8316	0	0	2726000
8317	0	0	2726000
8318	0	2	1870000
8319	1	0	2357000
8320	1	0	2357000
8321	0	0	2726000
8322	1	0	2357000
8323	2	2	1425000
8324	1	0	2357000
8325	0	2	1870000
8326	0	0	2726000
8327	2	2	1425000
8328	2	1	766000
8329	0	1	-711000
8330	1	0	2357000
8331	0	0	2726000
8332	1	1	900500
8333	2	1	766000
8334	0	2	1870000
8335	1	2	1694500
8336	1	1	900500
8337	1	0	2357000
8338	0	0	2726000
8339	2	2	1425000
8340	2	0	210000
8341	0	0	2726000
8342	1	0	2357000
8343	2	2	1425000
8344	2	1	766000
8345	0	2	1870000
8346	1	1	900500
8347	1	2	1694500
8348	1	1	900500
8349	1	0	2357000
8350	1	0	2357000
8351	1	1	900500
8352	0	0	2726000
8353	1	0	2357000
8354	2	0	210000
8355	1	0	2357000
8356	1	0	2357000
8357	0	1	-711000
8358	1	1	900500
8359	0	1	-711000
8360	0	1	-711000
8361	2	2	1425000
8362	1	2	1694500
8363	1	0	2357000
8364	1	0	2357000
8365	1	2	1694500
8366	2	1	766000
8367	1	0	2357000
8368	2	0	210000
8369	2	1	766000
8370	2	0	210000
8371	0	0	2726000
8372	0	0	2726000
8373	2	1	766000
8374	1	2	1694500
8375	0	2	1870000
8376	2	0	210000
8377	0	1	-711000
8378	2	2	1425000
8379	2	2	1425000
8380	2	2	1425000
8381	1	1	900500
8382	2	1	766000
8383	1	2	1694500
8384	0	1	-711000
8385	0	1	-711000
8386	2	0	210000
8387	0	1	-711000
8388	1	0	2357000
8389	2	0	210000
8390	0	2	1870000
8391	2	0	210000
8392	0	2	1870000
8393	0	1	-711000
8394	0	0	2726000
8395	0	0	2726000
8396	0	1	-711000
8397	0	0	2726000
8398	1	0	2357000
8399	0	1	-711000
8400	2	0	210000
8401	2	0	210000
8402	0	2	1870000
8403	2	0	210000
8404	2	0	210000
8405	0	2	1870000
8406	1	0	2357000
8407	0	1	-711000
8408	0	1	-711000
8409	0	2	1870000
8410	1	1	900500
8411	1	0	2357000
8412	1	2	1694500
8413	0	1	-711000
8414	1	2	1694500
8415	2	1	766000
8416	1	2	1694500
8417	2	0	210000
8418	2	1	766000
8419	2	1	766000
8420	1	2	1694500
8421	2	0	210000
8422	2	2	1425000
8423	0	2	1870000
8424	1	2	1694500
8425	2	0	210000
8426	2	2	1425000
8427	0	2	1870000
8428	2	2	1425000
8429	1	0	2357000
8430	2	1	766000
8431	2	0	210000
8432	1	0	2357000
8433	0	0	2726000
8434	1	2	1694500
8435	0	0	2726000
8436	1	2	1694500
8437	1	2	1694500
8438	2	0	210000
8439	1	0	2357000
8440	2	1	766000
8441	1	1	900500
8442	2	0	210000
8443	1	1	900500
8444	2	0	210000
8445	0	1	-711000
8446	2	1	766000
8447	1	1	900500
8448	0	2	1870000
8449	1	2	1694500
8450	1	1	900500
8451	1	2	1694500
8452	1	0	2357000
8453	2	0	210000
8454	0	1	-711000
8455	0	1	-711000
8456	0	0	2726000
8457	0	0	2726000
8458	0	2	1870000
8459	0	1	-711000
8460	1	1	900500
8461	1	1	900500
8462	0	2	1870000
8463	0	1	-711000
8464	1	0	2357000
8465	2	2	1425000
8466	0	0	2726000
8467	0	0	2726000
8468	1	0	2357000
8469	0	2	1870000
8470	1	2	1694500
8471	0	1	-711000
8472	0	0	2726000
8473	2	0	210000
8474	0	0	2726000
8475	0	0	2726000
8476	1	2	1694500
8477	0	2	1870000
8478	0	0	2726000
8479	1	2	1694500
8480	2	0	210000
8481	2	1	766000
8482	2	1	766000
8483	1	1	900500
8484	0	1	-711000
8485	2	2	1425000
8486	0	0	2726000
8487	0	0	2726000
8488	1	0	2357000
8489	1	1	900500
8490	0	2	1870000
8491	2	1	766000
8492	0	1	-711000
8493	2	1	766000
8494	0	2	1870000
8495	2	2	1425000
8496	2	0	210000
8497	0	0	2726000
8498	0	1	-711000
8499	1	0	2357000
8500	2	0	210000
8501	1	2	1694500
8502	1	0	2357000
8503	1	0	2357000
8504	1	2	1694500
8505	1	1	900500
8506	0	0	2726000
8507	1	0	2357000
8508	2	1	766000
8509	2	1	766000
8510	2	0	210000
8511	2	1	766000
8512	0	1	-711000
8513	2	0	210000
8514	2	1	766000
8515	2	2	1425000
8516	0	2	1870000
8517	1	1	900500
8518	1	2	1694500
8519	0	2	1870000
8520	0	2	1870000
8521	1	0	2357000
8522	0	0	2726000
8523	0	2	1870000
8524	1	2	1694500
8525	2	0	210000
8526	1	0	2357000
8527	1	0	2357000
8528	0	0	2726000
8529	2	1	766000
8530	2	2	1425000
8531	2	1	766000
8532	0	1	-711000
8533	2	2	1425000
8534	0	1	-711000
8535	2	2	1425000
8536	0	2	1870000
8537	0	0	2726000
8538	1	1	900500
8539	2	2	1425000
8540	1	1	900500
8541	1	0	2357000
8542	0	0	2726000
8543	2	1	766000
8544	0	1	-711000
8545	0	1	-711000
8546	1	0	2357000
8547	0	0	2726000
8548	0	0	2726000
8549	0	1	-711000
8550	0	0	2726000
8551	0	0	2726000
8552	2	1	766000
8553	2	2	1425000
8554	0	0	2726000
8555	1	0	2357000
8556	0	0	2726000
8557	1	2	1694500
8558	2	0	210000
8559	2	2	1425000
8560	0	2	1870000
8561	2	1	766000
8562	1	0	2357000
8563	0	2	1870000
8564	0	2	1870000
8565	1	2	1694500
8566	1	0	2357000
8567	1	0	2357000
8568	0	2	1870000
8569	0	2	1870000
8570	2	1	766000
8571	1	2	1694500
8572	0	2	1870000
8573	0	0	2726000
8574	1	1	900500
8575	1	2	1694500
8576	0	0	2726000
8577	1	1	900500
8578	0	0	2726000
8579	0	0	2726000
8580	2	1	766000
8581	2	0	210000
8582	1	2	1694500
8583	1	0	2357000
8584	1	0	2357000
8585	1	0	2357000
8586	2	0	210000
8587	2	1	766000
8588	2	1	766000
8589	2	0	210000
8590	2	0	210000
8591	0	0	2726000
8592	0	0	2726000
8593	2	2	1425000
8594	0	2	1870000
8595	1	2	1694500
8596	0	0	2726000
8597	2	0	210000
8598	2	0	210000
8599	0	0	2726000
8600	0	1	-711000
8601	2	0	210000
8602	1	0	2357000
8603	2	0	210000
8604	2	0	210000
8605	0	1	-711000
8606	0	0	2726000
8607	2	2	1425000
8608	1	1	900500
8609	2	0	210000
8610	2	2	1425000
8611	0	0	2726000
8612	1	0	2357000
8613	2	1	766000
8614	0	0	2726000
8615	0	0	2726000
8616	1	0	2357000
8617	2	0	210000
8618	0	0	2726000
8619	2	0	210000
8620	0	0	2726000
8621	2	2	1425000
8622	1	2	1694500
8623	0	0	2726000
8624	2	1	766000
8625	2	0	210000
8626	2	0	210000
8627	1	2	1694500
8628	0	1	-711000
8629	0	2	1870000
8630	2	2	1425000
8631	1	0	2357000
8632	1	0	2357000
8633	1	0	2357000
8634	0	0	2726000
8635	0	0	2726000
8636	2	0	210000
8637	2	2	1425000
8638	1	1	900500
8639	1	1	900500
8640	1	2	1694500
8641	1	2	1694500
8642	0	1	-711000
8643	1	2	1694500
8644	2	2	1425000
8645	2	0	210000
8646	2	2	1425000
8647	1	2	1694500
8648	0	1	-711000
8649	1	2	1694500
8650	2	2	1425000
8651	1	1	900500
8652	1	2	1694500
8653	0	0	2726000
8654	1	0	2357000
8655	0	2	1870000
8656	1	2	1694500
8657	2	0	210000
8658	2	2	1425000
8659	1	0	2357000
8660	1	1	900500
8661	0	1	-711000
8662	0	0	2726000
8663	0	1	-711000
8664	2	2	1425000
8665	0	2	1870000
8666	0	1	-711000
8667	2	0	210000
8668	1	1	900500
8669	0	0	2726000
8670	0	1	-711000
8671	2	1	766000
8672	1	2	1694500
8673	0	2	1870000
8674	1	1	900500
8675	2	1	766000
8676	1	2	1694500
8677	0	2	1870000
8678	1	1	900500
8679	2	0	210000
8680	2	1	766000
8681	2	0	210000
8682	2	2	1425000
8683	0	2	1870000
8684	1	1	900500
8685	1	1	900500
8686	1	0	2357000
8687	2	2	1425000
8688	2	0	210000
8689	1	2	1694500
8690	0	1	-711000
8691	2	0	210000
8692	0	0	2726000
8693	0	0	2726000
8694	0	0	2726000
8695	2	0	210000
8696	0	1	-711000
8697	2	2	1425000
8698	2	0	210000
8699	0	0	2726000
8700	0	1	-711000
8701	2	0	210000
8702	0	1	-711000
8703	1	0	2357000
8704	1	0	2357000
8705	0	0	2726000
8706	2	0	210000
8707	1	2	1694500
8708	2	1	766000
8709	0	0	2726000
8710	2	1	766000
8711	1	2	1694500
8712	0	2	1870000
8713	1	2	1694500
8714	2	1	766000
8715	1	2	1694500
8716	2	2	1425000
8717	1	0	2357000
8718	2	2	1425000
8719	0	1	-711000
8720	0	2	1870000
8721	2	2	1425000
8722	2	1	766000
8723	2	1	766000
8724	2	1	766000
8725	1	1	900500
8726	2	2	1425000
8727	1	1	900500
8728	2	1	766000
8729	0	0	2726000
8730	1	1	900500
8731	2	2	1425000
8732	0	0	2726000
8733	0	2	1870000
8734	0	0	2726000
8735	1	0	2357000
8736	1	0	2357000
8737	2	1	766000
8738	2	1	766000
8739	1	0	2357000
8740	0	0	2726000
8741	2	1	766000
8742	1	0	2357000
8743	2	2	1425000
8744	2	2	1425000
8745	0	1	-711000
8746	1	0	2357000
8747	2	2	1425000
8748	1	2	1694500
8749	2	0	210000
8750	1	1	900500
8751	1	2	1694500
8752	0	0	2726000
8753	1	0	2357000
8754	0	0	2726000
8755	2	1	766000
8756	0	2	1870000
8757	1	1	900500
8758	2	1	766000
8759	0	2	1870000
8760	0	1	-711000
8761	2	0	210000
8762	1	0	2357000
8763	0	1	-711000
8764	0	0	2726000
8765	1	2	1694500
8766	2	2	1425000
8767	1	2	1694500
8768	0	2	1870000
8769	0	0	2726000
8770	0	1	-711000
8771	2	1	766000
8772	0	0	2726000
8773	1	0	2357000
8774	2	0	210000
8775	2	1	766000
8776	0	0	2726000
8777	1	0	2357000
8778	0	1	-711000
8779	0	1	-711000
8780	2	0	210000
8781	1	1	900500
8782	2	2	1425000
8783	0	1	-711000
8784	2	1	766000
8785	2	0	210000
8786	2	1	766000
8787	0	0	2726000
8788	2	0	210000
8789	2	0	210000
8790	0	1	-711000
8791	1	1	900500
8792	1	0	2357000
8793	2	0	210000
8794	1	0	2357000
8795	2	0	210000
8796	1	0	2357000
8797	1	0	2357000
8798	0	0	2726000
8799	0	1	-711000
8800	2	0	210000
8801	2	1	766000
8802	0	1	-711000
8803	0	0	2726000
8804	1	0	2357000
8805	2	1	766000
8806	0	0	2726000
8807	0	2	1870000
8808	0	1	-711000
8809	0	1	-711000
8810	0	0	2726000
8811	0	0	2726000
8812	2	2	1425000
8813	0	1	-711000
8814	2	2	1425000
8815	0	0	2726000
8816	2	1	766000
8817	0	1	-711000
8818	2	1	766000
8819	2	2	1425000
8820	1	0	2357000
8821	1	2	1694500
8822	2	2	1425000
8823	0	1	-711000
8824	0	2	1870000
8825	2	2	1425000
8826	1	0	2357000
8827	2	0	210000
8828	2	2	1425000
8829	0	1	-711000
8830	2	0	210000
8831	0	0	2726000
8832	1	0	2357000
8833	0	0	2726000
8834	2	0	210000
8835	1	2	1694500
8836	0	1	-711000
8837	1	2	1694500
8838	1	2	1694500
8839	2	2	1425000
8840	2	2	1425000
8841	2	0	210000
8842	0	1	-711000
8843	2	0	210000
8844	0	0	2726000
8845	1	2	1694500
8846	0	2	1870000
8847	0	0	2726000
8848	1	1	900500
8849	0	0	2726000
8850	0	0	2726000
8851	0	2	1870000
8852	0	2	1870000
8853	2	1	766000
8854	2	1	766000
8855	0	1	-711000
8856	2	0	210000
8857	2	2	1425000
8858	1	2	1694500
8859	2	0	210000
8860	0	0	2726000
8861	0	0	2726000
8862	2	0	210000
8863	0	1	-711000
8864	0	2	1870000
8865	0	2	1870000
8866	1	0	2357000
8867	2	2	1425000
8868	1	0	2357000
8869	1	1	900500
8870	1	2	1694500
8871	1	1	900500
8872	2	1	766000
8873	0	1	-711000
8874	1	1	900500
8875	2	1	766000
8876	0	0	2726000
8877	1	0	2357000
8878	2	1	766000
8879	0	0	2726000
8880	2	0	210000
8881	2	0	210000
8882	2	0	210000
8883	1	1	900500
8884	0	1	-711000
8885	2	0	210000
8886	1	0	2357000
8887	0	1	-711000
8888	0	1	-711000
8889	0	0	2726000
8890	2	1	766000
8891	2	2	1425000
8892	1	0	2357000
8893	0	2	1870000
8894	1	1	900500
8895	0	0	2726000
8896	1	0	2357000
8897	2	1	766000
8898	0	0	2726000
8899	0	2	1870000
8900	2	0	210000
8901	1	0	2357000
8902	0	0	2726000
8903	0	1	-711000
8904	1	0	2357000
8905	2	0	210000
8906	0	2	1870000
8907	1	0	2357000
8908	2	1	766000
8909	0	0	2726000
8910	2	1	766000
8911	0	1	-711000
8912	0	1	-711000
8913	2	2	1425000
8914	2	2	1425000
8915	1	1	900500
8916	1	0	2357000
8917	0	2	1870000
8918	1	1	900500
8919	0	0	2726000
8920	2	0	210000
8921	2	0	210000
8922	1	2	1694500
8923	0	1	-711000
8924	0	1	-711000
8925	2	2	1425000
8926	0	0	2726000
8927	1	2	1694500
8928	1	1	900500
8929	2	0	210000
8930	2	1	766000
8931	0	2	1870000
8932	0	2	1870000
8933	2	1	766000
8934	1	0	2357000
8935	2	0	210000
8936	1	1	900500
8937	1	0	2357000
8938	2	2	1425000
8939	0	1	-711000
8940	0	0	2726000
8941	1	1	900500
8942	2	1	766000
8943	1	2	1694500
8944	1	0	2357000
8945	1	2	1694500
8946	2	1	766000
8947	2	1	766000
8948	2	0	210000
8949	2	0	210000
8950	0	1	-711000
8951	0	2	1870000
8952	1	0	2357000
8953	0	1	-711000
8954	0	0	2726000
8955	1	2	1694500
8956	2	0	210000
8957	0	0	2726000
8958	2	0	210000
8959	1	0	2357000
8960	2	2	1425000
8961	1	2	1694500
8962	1	1	900500
8963	0	2	1870000
8964	0	1	-711000
8965	1	1	900500
8966	0	0	2726000
8967	2	0	210000
8968	1	2	1694500
8969	1	1	900500
8970	1	1	900500
8971	2	1	766000
8972	2	1	766000
8973	2	2	1425000
8974	1	0	2357000
8975	2	0	210000
8976	1	2	1694500
8977	2	2	1425000
8978	2	0	210000
8979	1	0	2357000
8980	0	1	-711000
8981	1	0	2357000
8982	2	1	766000
8983	2	1	766000
8984	1	0	2357000
8985	0	0	2726000
8986	2	0	210000
8987	2	2	1425000
8988	1	2	1694500
8989	2	1	766000
8990	2	2	1425000
8991	0	1	-711000
8992	0	2	1870000
8993	0	0	2726000
8994	1	2	1694500
8995	0	0	2726000
8996	0	1	-711000
8997	2	0	210000
8998	1	0	2357000
8999	2	0	210000
9000	2	0	210000
9001	1	0	2357000
9002	0	0	2726000
9003	0	1	-711000
9004	1	1	900500
9005	0	0	2726000
9006	0	2	1870000
9007	1	2	1694500
9008	2	2	1425000
9009	1	0	2357000
9010	0	0	2726000
9011	0	0	2726000
9012	1	0	2357000
9013	2	1	766000
9014	2	2	1425000
9015	1	1	900500
9016	0	2	1870000
9017	2	2	1425000
9018	1	0	2357000
9019	1	2	1694500
9020	0	2	1870000
9021	1	2	1694500
9022	2	1	766000
9023	1	1	900500
9024	0	0	2726000
9025	1	0	2357000
9026	1	0	2357000
9027	2	2	1425000
9028	2	1	766000
9029	0	1	-711000
9030	1	0	2357000
9031	1	0	2357000
9032	0	1	-711000
9033	0	0	2726000
9034	2	2	1425000
9035	2	0	210000
9036	0	0	2726000
9037	1	2	1694500
9038	0	0	2726000
9039	0	1	-711000
9040	2	0	210000
9041	1	0	2357000
9042	0	0	2726000
9043	1	0	2357000
9044	0	0	2726000
9045	2	1	766000
9046	1	0	2357000
9047	1	1	900500
9048	2	1	766000
9049	1	1	900500
9050	2	0	210000
9051	0	0	2726000
9052	2	2	1425000
9053	1	2	1694500
9054	2	1	766000
9055	2	1	766000
9056	1	1	900500
9057	1	1	900500
9058	1	0	2357000
9059	2	1	766000
9060	2	2	1425000
9061	1	1	900500
9062	1	1	900500
9063	0	2	1870000
9064	0	0	2726000
9065	1	0	2357000
9066	1	1	900500
9067	2	1	766000
9068	1	0	2357000
9069	1	2	1694500
9070	2	2	1425000
9071	0	1	-711000
9072	1	1	900500
9073	2	2	1425000
9074	0	1	-711000
9075	1	1	900500
9076	1	0	2357000
9077	2	2	1425000
9078	2	0	210000
9079	2	1	766000
9080	1	0	2357000
9081	2	0	210000
9082	0	2	1870000
9083	0	1	-711000
9084	1	2	1694500
9085	0	0	2726000
9086	2	1	766000
9087	1	1	900500
9088	1	1	900500
9089	1	1	900500
9090	1	1	900500
9091	0	2	1870000
9092	1	0	2357000
9093	2	1	766000
9094	1	1	900500
9095	0	2	1870000
9096	1	2	1694500
9097	0	2	1870000
9098	0	1	-711000
9099	2	0	210000
9100	2	2	1425000
9101	1	1	900500
9102	2	0	210000
9103	1	0	2357000
9104	0	2	1870000
9105	1	2	1694500
9106	0	0	2726000
9107	1	0	2357000
9108	1	0	2357000
9109	1	1	900500
9110	2	1	766000
9111	1	1	900500
9112	0	0	2726000
9113	1	0	2357000
9114	1	2	1694500
9115	1	0	2357000
9116	0	2	1870000
9117	1	2	1694500
9118	2	1	766000
9119	1	0	2357000
9120	2	1	766000
9121	0	0	2726000
9122	2	1	766000
9123	2	1	766000
9124	1	2	1694500
9125	0	0	2726000
9126	0	0	2726000
9127	1	0	2357000
9128	2	1	766000
9129	0	1	-711000
9130	0	1	-711000
9131	0	0	2726000
9132	1	2	1694500
9133	2	1	766000
9134	1	1	900500
9135	2	1	766000
9136	0	2	1870000
9137	0	0	2726000
9138	1	0	2357000
9139	2	1	766000
9140	1	0	2357000
9141	1	1	900500
9142	1	0	2357000
9143	0	0	2726000
9144	1	2	1694500
9145	2	2	1425000
9146	0	1	-711000
9147	2	1	766000
9148	1	1	900500
9149	2	1	766000
9150	2	0	210000
9151	2	2	1425000
9152	0	2	1870000
9153	1	0	2357000
9154	0	1	-711000
9155	1	1	900500
9156	2	0	210000
9157	1	2	1694500
9158	1	0	2357000
9159	0	2	1870000
9160	1	2	1694500
9161	1	1	900500
9162	2	1	766000
9163	0	0	2726000
9164	1	0	2357000
9165	0	1	-711000
9166	0	1	-711000
9167	0	1	-711000
9168	0	1	-711000
9169	0	1	-711000
9170	0	2	1870000
9171	2	2	1425000
9172	1	2	1694500
9173	2	0	210000
9174	1	0	2357000
9175	0	1	-711000
9176	2	1	766000
9177	0	2	1870000
9178	0	1	-711000
9179	1	0	2357000
9180	0	0	2726000
9181	2	2	1425000
9182	1	0	2357000
9183	2	1	766000
9184	1	0	2357000
9185	1	2	1694500
9186	0	1	-711000
9187	1	2	1694500
9188	2	2	1425000
9189	0	2	1870000
9190	0	1	-711000
9191	0	2	1870000
9192	2	2	1425000
9193	2	1	766000
9194	1	1	900500
9195	1	1	900500
9196	2	0	210000
9197	0	0	2726000
9198	1	2	1694500
9199	1	2	1694500
9200	0	0	2726000
9201	0	1	-711000
9202	2	0	210000
9203	2	1	766000
9204	2	1	766000
9205	2	1	766000
9206	0	1	-711000
9207	2	1	766000
9208	2	0	210000
9209	2	1	766000
9210	1	1	900500
9211	0	0	2726000
9212	0	1	-711000
9213	0	2	1870000
9214	0	0	2726000
9215	0	1	-711000
9216	2	0	210000
9217	1	1	900500
9218	0	2	1870000
9219	1	1	900500
9220	0	0	2726000
9221	1	2	1694500
9222	0	2	1870000
9223	2	1	766000
9224	1	1	900500
9225	1	2	1694500
9226	0	1	-711000
9227	2	0	210000
9228	1	1	900500
9229	1	1	900500
9230	0	0	2726000
9231	2	0	210000
9232	2	0	210000
9233	0	2	1870000
9234	2	0	210000
9235	2	1	766000
9236	2	2	1425000
9237	0	0	2726000
9238	1	0	2357000
9239	0	0	2726000
9240	1	2	1694500
9241	1	1	900500
9242	0	2	1870000
9243	0	0	2726000
9244	1	0	2357000
