 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
1983	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
1984	Install_scrubbers	No	Quick	Yes	-3e6
1985	New_cleaner_coal	No	Quick	Yes	-1.5e6
1986	New_cleaner_coal	No	Quick	Yes	-1.5e6
1987	New_cleaner_coal	No	Quick	Yes	-1.5e6
1988	Install_scrubbers	Yes	Quick	Yes	-3e6
1989	New_cleaner_coal	No	Quick	Yes	-1.5e6
1990	New_cleaner_coal	Yes	Lengthy	No	-5e6
1991	Install_scrubbers	Yes	Lengthy	No	-3e6
1992	Install_scrubbers	No	Quick	No	-3e6
1993	New_cleaner_coal	Yes	Quick	No	-3e6
1994	Install_scrubbers	Yes	Quick	Yes	-3e6
1995	Install_scrubbers	No	Quick	Yes	-3e6
1996	New_cleaner_coal	No	Quick	Yes	-1.5e6
1997	Install_scrubbers	Yes	Quick	No	-3e6
1998	Install_scrubbers	No	Lengthy	No	-3e6
1999	Install_scrubbers	Yes	Quick	Yes	-3e6
2000	Install_scrubbers	Yes	Quick	No	-3e6
2001	Install_scrubbers	Yes	Lengthy	No	-3e6
2002	New_cleaner_coal	No	Quick	Yes	-1.5e6
2003	Install_scrubbers	Yes	Quick	Yes	-3e6
2004	Install_scrubbers	No	Quick	Yes	-3e6
2005	New_cleaner_coal	No	Quick	Yes	-1.5e6
2006	Install_scrubbers	Yes	Quick	Yes	-3e6
2007	New_cleaner_coal	No	Lengthy	No	-1.5e6
2008	Install_scrubbers	No	Quick	Yes	-3e6
2009	New_cleaner_coal	No	Quick	No	-1.5e6
2010	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2011	Install_scrubbers	No	Lengthy	No	-3e6
2012	New_cleaner_coal	Yes	Quick	No	-3e6
2013	Install_scrubbers	Yes	Quick	Yes	-3e6
2014	Install_scrubbers	Yes	Quick	Yes	-3e6
2015	New_cleaner_coal	No	Quick	Yes	-1.5e6
2016	Install_scrubbers	Yes	Quick	No	-3e6
2017	Install_scrubbers	Yes	Quick	Yes	-3e6
2018	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2019	New_cleaner_coal	Yes	Quick	No	-3e6
2020	Install_scrubbers	Yes	Quick	Yes	-3e6
2021	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2022	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2023	Install_scrubbers	Yes	Quick	Yes	-3e6
2024	Install_scrubbers	Yes	Quick	Yes	-3e6
2025	Install_scrubbers	No	Lengthy	No	-3e6
2026	Install_scrubbers	No	Quick	No	-3e6
2027	New_cleaner_coal	Yes	Lengthy	No	-5e6
2028	Install_scrubbers	Yes	Lengthy	No	-3e6
2029	New_cleaner_coal	No	Quick	Yes	-1.5e6
2030	Install_scrubbers	No	Lengthy	No	-3e6
2031	New_cleaner_coal	Yes	Lengthy	No	-5e6
2032	New_cleaner_coal	Yes	Lengthy	Yes	-6.5e6
2033	Install_scrubbers	No	Quick	No	-3e6
2034	New_cleaner_coal	No	Quick	No	-1.5e6
2035	Install_scrubbers	Yes	Quick	No	-3e6
2036	New_cleaner_coal	Yes	Quick	No	-3e6
2037	New_cleaner_coal	Yes	Quick	No	-3e6
2038	Install_scrubbers	Yes	Quick	No	-3e6
2039	Install_scrubbers	Yes	Quick	No	-3e6
2040	New_cleaner_coal	Yes	Quick	No	-3e6
2041	Install_scrubbers	No	Quick	Yes	-3e6
2042	New_cleaner_coal	Yes	Lengthy	Yes	-6.5e6
2043	Install_scrubbers	No	Quick	No	-3e6
2044	Install_scrubbers	Yes	Quick	Yes	-3e6
2045	Install_scrubbers	Yes	Quick	No	-3e6
2046	Install_scrubbers	Yes	Lengthy	Yes	-3e6
2047	New_cleaner_coal	Yes	Quick	No	-3e6
2048	New_cleaner_coal	No	Quick	No	-1.5e6
2049	New_cleaner_coal	Yes	Lengthy	No	-5e6
2050	Install_scrubbers	Yes	Quick	No	-3e6
2051	Install_scrubbers	Yes	Quick	Yes	-3e6
2052	New_cleaner_coal	Yes	Quick	No	-3e6
2053	Install_scrubbers	No	Quick	Yes	-3e6
2054	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2055	Install_scrubbers	Yes	Lengthy	No	-3e6
2056	Install_scrubbers	No	Quick	No	-3e6
2057	Install_scrubbers	No	Quick	Yes	-3e6
2058	Install_scrubbers	No	Quick	Yes	-3e6
2059	New_cleaner_coal	Yes	Quick	No	-3e6
2060	Install_scrubbers	No	Quick	Yes	-3e6
2061	Install_scrubbers	Yes	Lengthy	No	-3e6
2062	New_cleaner_coal	Yes	Quick	No	-3e6
2063	Install_scrubbers	Yes	Quick	No	-3e6
2064	Install_scrubbers	Yes	Lengthy	No	-3e6
2065	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2066	Install_scrubbers	No	Quick	No	-3e6
2067	New_cleaner_coal	No	Quick	No	-1.5e6
2068	New_cleaner_coal	No	Lengthy	No	-1.5e6
2069	New_cleaner_coal	No	Quick	No	-1.5e6
2070	New_cleaner_coal	Yes	Lengthy	No	-5e6
2071	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2072	Install_scrubbers	Yes	Quick	No	-3e6
2073	New_cleaner_coal	No	Quick	No	-1.5e6
2074	Install_scrubbers	No	Quick	No	-3e6
2075	New_cleaner_coal	Yes	Lengthy	No	-5e6
2076	New_cleaner_coal	Yes	Quick	No	-3e6
2077	Install_scrubbers	No	Quick	Yes	-3e6
2078	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2079	Install_scrubbers	Yes	Lengthy	Yes	-3e6
2080	Install_scrubbers	Yes	Quick	No	-3e6
2081	New_cleaner_coal	No	Quick	Yes	-1.5e6
2082	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2083	Install_scrubbers	Yes	Quick	Yes	-3e6
2084	Install_scrubbers	Yes	Quick	Yes	-3e6
2085	Install_scrubbers	No	Quick	No	-3e6
2086	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2087	Install_scrubbers	Yes	Quick	Yes	-3e6
2088	New_cleaner_coal	Yes	Quick	No	-3e6
2089	New_cleaner_coal	Yes	Lengthy	No	-5e6
2090	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2091	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2092	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2093	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2094	Install_scrubbers	No	Quick	Yes	-3e6
2095	Install_scrubbers	Yes	Quick	Yes	-3e6
2096	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2097	Install_scrubbers	No	Quick	Yes	-3e6
2098	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2099	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2100	Install_scrubbers	Yes	Quick	Yes	-3e6
2101	Install_scrubbers	No	Quick	No	-3e6
2102	Install_scrubbers	No	Quick	No	-3e6
2103	Install_scrubbers	No	Quick	Yes	-3e6
2104	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2105	Install_scrubbers	Yes	Quick	No	-3e6
2106	New_cleaner_coal	No	Quick	Yes	-1.5e6
2107	New_cleaner_coal	Yes	Quick	No	-3e6
2108	Install_scrubbers	No	Quick	Yes	-3e6
2109	New_cleaner_coal	No	Quick	No	-1.5e6
2110	New_cleaner_coal	No	Quick	Yes	-1.5e6
2111	Install_scrubbers	Yes	Quick	Yes	-3e6
2112	Install_scrubbers	Yes	Quick	Yes	-3e6
2113	New_cleaner_coal	No	Quick	No	-1.5e6
2114	Install_scrubbers	No	Quick	No	-3e6
2115	New_cleaner_coal	No	Quick	No	-1.5e6
2116	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2117	New_cleaner_coal	No	Lengthy	No	-1.5e6
2118	Install_scrubbers	Yes	Lengthy	No	-3e6
2119	New_cleaner_coal	Yes	Lengthy	No	-5e6
2120	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2121	Install_scrubbers	Yes	Lengthy	No	-3e6
2122	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2123	Install_scrubbers	Yes	Quick	No	-3e6
2124	New_cleaner_coal	No	Quick	Yes	-1.5e6
2125	New_cleaner_coal	No	Quick	Yes	-1.5e6
2126	New_cleaner_coal	No	Lengthy	No	-1.5e6
2127	New_cleaner_coal	No	Quick	No	-1.5e6
2128	Install_scrubbers	Yes	Quick	No	-3e6
2129	Install_scrubbers	No	Quick	No	-3e6
2130	New_cleaner_coal	No	Quick	Yes	-1.5e6
2131	Install_scrubbers	No	Quick	Yes	-3e6
2132	New_cleaner_coal	Yes	Lengthy	No	-5e6
2133	Install_scrubbers	No	Lengthy	No	-3e6
2134	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2135	Install_scrubbers	Yes	Lengthy	No	-3e6
2136	Install_scrubbers	No	Quick	No	-3e6
2137	Install_scrubbers	No	Quick	Yes	-3e6
2138	Install_scrubbers	No	Quick	Yes	-3e6
2139	Install_scrubbers	Yes	Quick	No	-3e6
2140	Install_scrubbers	Yes	Quick	No	-3e6
2141	Install_scrubbers	Yes	Quick	Yes	-3e6
2142	Install_scrubbers	Yes	Lengthy	No	-3e6
2143	Install_scrubbers	No	Quick	Yes	-3e6
2144	Install_scrubbers	No	Quick	No	-3e6
2145	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2146	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2147	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2148	New_cleaner_coal	No	Quick	Yes	-1.5e6
2149	Install_scrubbers	Yes	Quick	Yes	-3e6
2150	Install_scrubbers	No	Quick	No	-3e6
2151	New_cleaner_coal	Yes	Quick	No	-3e6
2152	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2153	Install_scrubbers	Yes	Quick	Yes	-3e6
2154	New_cleaner_coal	No	Quick	No	-1.5e6
2155	New_cleaner_coal	Yes	Quick	No	-3e6
2156	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2157	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2158	New_cleaner_coal	Yes	Quick	No	-3e6
2159	Install_scrubbers	No	Lengthy	No	-3e6
2160	Install_scrubbers	Yes	Quick	Yes	-3e6
2161	New_cleaner_coal	Yes	Quick	No	-3e6
2162	New_cleaner_coal	No	Quick	Yes	-1.5e6
2163	Install_scrubbers	Yes	Lengthy	Yes	-3e6
2164	Install_scrubbers	No	Quick	Yes	-3e6
2165	Install_scrubbers	Yes	Quick	No	-3e6
2166	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2167	Install_scrubbers	Yes	Quick	No	-3e6
2168	Install_scrubbers	Yes	Quick	Yes	-3e6
2169	Install_scrubbers	Yes	Quick	No	-3e6
2170	New_cleaner_coal	Yes	Lengthy	No	-5e6
2171	Install_scrubbers	Yes	Quick	Yes	-3e6
2172	Install_scrubbers	Yes	Quick	No	-3e6
2173	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2174	Install_scrubbers	Yes	Quick	Yes	-3e6
2175	New_cleaner_coal	No	Quick	Yes	-1.5e6
2176	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2177	Install_scrubbers	Yes	Quick	No	-3e6
2178	Install_scrubbers	No	Quick	Yes	-3e6
2179	Install_scrubbers	Yes	Quick	No	-3e6
2180	New_cleaner_coal	Yes	Quick	No	-3e6
2181	New_cleaner_coal	No	Quick	No	-1.5e6
2182	Install_scrubbers	No	Lengthy	No	-3e6
2183	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2184	New_cleaner_coal	No	Quick	No	-1.5e6
2185	New_cleaner_coal	No	Lengthy	No	-1.5e6
2186	New_cleaner_coal	No	Quick	Yes	-1.5e6
2187	New_cleaner_coal	No	Quick	No	-1.5e6
2188	Install_scrubbers	Yes	Lengthy	No	-3e6
2189	New_cleaner_coal	No	Lengthy	No	-1.5e6
2190	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2191	New_cleaner_coal	No	Lengthy	Yes	-1.5e6
2192	Install_scrubbers	Yes	Quick	Yes	-3e6
2193	Install_scrubbers	No	Lengthy	No	-3e6
2194	New_cleaner_coal	No	Quick	No	-1.5e6
2195	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2196	New_cleaner_coal	Yes	Quick	No	-3e6
2197	New_cleaner_coal	No	Quick	No	-1.5e6
2198	New_cleaner_coal	Yes	Quick	No	-3e6
2199	New_cleaner_coal	No	Lengthy	No	-1.5e6
2200	Install_scrubbers	Yes	Quick	Yes	-3e6
2201	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2202	New_cleaner_coal	No	Lengthy	No	-1.5e6
2203	New_cleaner_coal	No	Quick	Yes	-1.5e6
2204	Install_scrubbers	Yes	Quick	Yes	-3e6
2205	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2206	New_cleaner_coal	Yes	Lengthy	Yes	-6.5e6
2207	New_cleaner_coal	Yes	Lengthy	No	-5e6
2208	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2209	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2210	New_cleaner_coal	No	Quick	No	-1.5e6
2211	New_cleaner_coal	No	Quick	No	-1.5e6
2212	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2213	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2214	Install_scrubbers	Yes	Quick	Yes	-3e6
2215	Install_scrubbers	No	Quick	No	-3e6
2216	Install_scrubbers	No	Quick	No	-3e6
2217	Install_scrubbers	No	Quick	Yes	-3e6
2218	Install_scrubbers	Yes	Quick	No	-3e6
2219	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2220	Install_scrubbers	No	Quick	Yes	-3e6
2221	Install_scrubbers	Yes	Quick	Yes	-3e6
2222	Install_scrubbers	Yes	Quick	No	-3e6
2223	Install_scrubbers	No	Quick	Yes	-3e6
2224	Install_scrubbers	No	Lengthy	No	-3e6
2225	Install_scrubbers	Yes	Lengthy	No	-3e6
2226	Install_scrubbers	Yes	Quick	Yes	-3e6
2227	Install_scrubbers	Yes	Quick	No	-3e6
2228	New_cleaner_coal	No	Quick	No	-1.5e6
2229	Install_scrubbers	Yes	Quick	Yes	-3e6
2230	Install_scrubbers	No	Lengthy	No	-3e6
2231	Install_scrubbers	Yes	Quick	No	-3e6
2232	New_cleaner_coal	Yes	Lengthy	No	-5e6
2233	Install_scrubbers	No	Quick	Yes	-3e6
2234	Install_scrubbers	Yes	Quick	Yes	-3e6
2235	New_cleaner_coal	Yes	Quick	No	-3e6
2236	Install_scrubbers	Yes	Quick	No	-3e6
2237	Install_scrubbers	No	Quick	No	-3e6
2238	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2239	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2240	Install_scrubbers	Yes	Quick	Yes	-3e6
2241	Install_scrubbers	Yes	Quick	Yes	-3e6
2242	New_cleaner_coal	Yes	Quick	No	-3e6
2243	Install_scrubbers	Yes	Quick	No	-3e6
2244	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2245	New_cleaner_coal	No	Quick	Yes	-1.5e6
2246	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2247	Install_scrubbers	Yes	Quick	No	-3e6
2248	Install_scrubbers	Yes	Quick	No	-3e6
2249	Install_scrubbers	Yes	Quick	Yes	-3e6
2250	New_cleaner_coal	No	Quick	Yes	-1.5e6
2251	New_cleaner_coal	No	Quick	Yes	-1.5e6
2252	Install_scrubbers	No	Quick	No	-3e6
2253	Install_scrubbers	Yes	Lengthy	No	-3e6
2254	Install_scrubbers	No	Quick	Yes	-3e6
2255	New_cleaner_coal	No	Quick	Yes	-1.5e6
2256	Install_scrubbers	No	Quick	Yes	-3e6
2257	New_cleaner_coal	Yes	Quick	No	-3e6
2258	New_cleaner_coal	No	Quick	Yes	-1.5e6
2259	Install_scrubbers	Yes	Quick	Yes	-3e6
2260	Install_scrubbers	Yes	Quick	Yes	-3e6
2261	New_cleaner_coal	No	Quick	No	-1.5e6
2262	New_cleaner_coal	No	Quick	Yes	-1.5e6
2263	Install_scrubbers	Yes	Quick	No	-3e6
2264	New_cleaner_coal	Yes	Lengthy	No	-5e6
2265	Install_scrubbers	Yes	Quick	Yes	-3e6
2266	New_cleaner_coal	No	Quick	No	-1.5e6
2267	Install_scrubbers	Yes	Quick	No	-3e6
2268	New_cleaner_coal	No	Quick	Yes	-1.5e6
2269	Install_scrubbers	Yes	Quick	Yes	-3e6
2270	New_cleaner_coal	No	Quick	Yes	-1.5e6
2271	Install_scrubbers	No	Quick	Yes	-3e6
2272	Install_scrubbers	Yes	Lengthy	No	-3e6
2273	New_cleaner_coal	No	Lengthy	Yes	-1.5e6
2274	New_cleaner_coal	No	Quick	No	-1.5e6
2275	New_cleaner_coal	No	Quick	Yes	-1.5e6
2276	Install_scrubbers	No	Quick	No	-3e6
2277	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2278	Install_scrubbers	Yes	Quick	Yes	-3e6
2279	New_cleaner_coal	No	Quick	Yes	-1.5e6
2280	Install_scrubbers	Yes	Lengthy	No	-3e6
2281	Install_scrubbers	No	Quick	Yes	-3e6
2282	Install_scrubbers	Yes	Quick	No	-3e6
2283	Install_scrubbers	No	Quick	No	-3e6
2284	Install_scrubbers	No	Quick	No	-3e6
2285	Install_scrubbers	Yes	Quick	Yes	-3e6
2286	Install_scrubbers	No	Quick	Yes	-3e6
2287	New_cleaner_coal	No	Quick	No	-1.5e6
2288	Install_scrubbers	No	Quick	No	-3e6
2289	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2290	Install_scrubbers	No	Quick	No	-3e6
2291	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2292	Install_scrubbers	Yes	Quick	No	-3e6
2293	Install_scrubbers	Yes	Quick	Yes	-3e6
2294	Install_scrubbers	No	Quick	Yes	-3e6
2295	Install_scrubbers	Yes	Quick	Yes	-3e6
2296	Install_scrubbers	No	Quick	Yes	-3e6
2297	New_cleaner_coal	No	Quick	No	-1.5e6
2298	New_cleaner_coal	Yes	Lengthy	No	-5e6
2299	New_cleaner_coal	Yes	Quick	No	-3e6
2300	New_cleaner_coal	No	Quick	Yes	-1.5e6
2301	Install_scrubbers	No	Quick	No	-3e6
2302	New_cleaner_coal	Yes	Lengthy	Yes	-6.5e6
2303	Install_scrubbers	Yes	Quick	Yes	-3e6
2304	Install_scrubbers	No	Quick	Yes	-3e6
2305	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2306	New_cleaner_coal	No	Quick	Yes	-1.5e6
2307	Install_scrubbers	Yes	Quick	Yes	-3e6
2308	New_cleaner_coal	Yes	Lengthy	No	-5e6
2309	New_cleaner_coal	No	Quick	Yes	-1.5e6
2310	New_cleaner_coal	No	Quick	Yes	-1.5e6
2311	New_cleaner_coal	Yes	Quick	No	-3e6
2312	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2313	New_cleaner_coal	No	Quick	Yes	-1.5e6
2314	Install_scrubbers	Yes	Quick	Yes	-3e6
2315	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2316	Install_scrubbers	Yes	Quick	No	-3e6
2317	New_cleaner_coal	Yes	Quick	No	-3e6
2318	New_cleaner_coal	No	Quick	Yes	-1.5e6
2319	Install_scrubbers	No	Quick	Yes	-3e6
2320	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2321	New_cleaner_coal	No	Lengthy	No	-1.5e6
2322	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2323	Install_scrubbers	No	Quick	Yes	-3e6
2324	Install_scrubbers	No	Quick	Yes	-3e6
2325	New_cleaner_coal	No	Quick	No	-1.5e6
2326	Install_scrubbers	Yes	Quick	No	-3e6
2327	Install_scrubbers	Yes	Quick	Yes	-3e6
2328	New_cleaner_coal	No	Quick	Yes	-1.5e6
2329	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2330	New_cleaner_coal	No	Quick	Yes	-1.5e6
2331	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2332	Install_scrubbers	Yes	Quick	Yes	-3e6
2333	New_cleaner_coal	Yes	Quick	No	-3e6
2334	New_cleaner_coal	Yes	Lengthy	No	-5e6
2335	Install_scrubbers	No	Quick	Yes	-3e6
2336	New_cleaner_coal	No	Quick	No	-1.5e6
2337	Install_scrubbers	No	Quick	Yes	-3e6
2338	Install_scrubbers	Yes	Quick	No	-3e6
2339	Install_scrubbers	No	Quick	No	-3e6
2340	New_cleaner_coal	No	Quick	No	-1.5e6
2341	Install_scrubbers	No	Quick	Yes	-3e6
2342	New_cleaner_coal	No	Quick	No	-1.5e6
2343	New_cleaner_coal	Yes	Lengthy	No	-5e6
2344	New_cleaner_coal	Yes	Quick	No	-3e6
2345	Install_scrubbers	No	Quick	Yes	-3e6
2346	Install_scrubbers	Yes	Quick	Yes	-3e6
2347	Install_scrubbers	Yes	Quick	Yes	-3e6
2348	Install_scrubbers	Yes	Quick	Yes	-3e6
2349	New_cleaner_coal	Yes	Quick	No	-3e6
2350	New_cleaner_coal	Yes	Lengthy	No	-5e6
2351	Install_scrubbers	Yes	Quick	Yes	-3e6
2352	Install_scrubbers	Yes	Quick	Yes	-3e6
2353	Install_scrubbers	Yes	Quick	Yes	-3e6
2354	New_cleaner_coal	Yes	Quick	No	-3e6
2355	New_cleaner_coal	Yes	Quick	No	-3e6
2356	Install_scrubbers	Yes	Quick	No	-3e6
2357	New_cleaner_coal	No	Quick	No	-1.5e6
2358	Install_scrubbers	No	Quick	No	-3e6
2359	Install_scrubbers	No	Lengthy	No	-3e6
2360	Install_scrubbers	No	Quick	No	-3e6
2361	Install_scrubbers	No	Quick	No	-3e6
2362	Install_scrubbers	Yes	Lengthy	No	-3e6
2363	New_cleaner_coal	No	Quick	No	-1.5e6
2364	New_cleaner_coal	Yes	Quick	No	-3e6
2365	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2366	Install_scrubbers	No	Quick	No	-3e6
2367	New_cleaner_coal	Yes	Quick	No	-3e6
2368	Install_scrubbers	Yes	Quick	Yes	-3e6
2369	New_cleaner_coal	No	Quick	Yes	-1.5e6
2370	Install_scrubbers	Yes	Lengthy	No	-3e6
2371	New_cleaner_coal	No	Quick	Yes	-1.5e6
2372	Install_scrubbers	Yes	Quick	Yes	-3e6
2373	Install_scrubbers	Yes	Quick	Yes	-3e6
2374	Install_scrubbers	Yes	Quick	Yes	-3e6
2375	Install_scrubbers	No	Quick	Yes	-3e6
2376	Install_scrubbers	Yes	Lengthy	No	-3e6
2377	Install_scrubbers	Yes	Lengthy	No	-3e6
2378	New_cleaner_coal	No	Quick	No	-1.5e6
2379	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2380	Install_scrubbers	Yes	Quick	No	-3e6
2381	New_cleaner_coal	Yes	Quick	No	-3e6
2382	Install_scrubbers	No	Quick	No	-3e6
2383	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2384	Install_scrubbers	Yes	Quick	Yes	-3e6
2385	Install_scrubbers	No	Quick	Yes	-3e6
2386	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2387	New_cleaner_coal	Yes	Quick	No	-3e6
2388	Install_scrubbers	Yes	Lengthy	No	-3e6
2389	Install_scrubbers	Yes	Quick	Yes	-3e6
2390	Install_scrubbers	Yes	Quick	Yes	-3e6
2391	Install_scrubbers	No	Quick	No	-3e6
2392	New_cleaner_coal	Yes	Quick	No	-3e6
2393	Install_scrubbers	Yes	Lengthy	No	-3e6
2394	Install_scrubbers	No	Quick	Yes	-3e6
2395	Install_scrubbers	Yes	Quick	No	-3e6
2396	Install_scrubbers	No	Lengthy	No	-3e6
2397	New_cleaner_coal	No	Quick	No	-1.5e6
2398	Install_scrubbers	Yes	Quick	No	-3e6
2399	Install_scrubbers	Yes	Quick	Yes	-3e6
2400	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2401	New_cleaner_coal	Yes	Lengthy	No	-5e6
2402	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2403	Install_scrubbers	Yes	Quick	No	-3e6
2404	New_cleaner_coal	Yes	Lengthy	No	-5e6
2405	Install_scrubbers	Yes	Quick	No	-3e6
2406	New_cleaner_coal	No	Quick	Yes	-1.5e6
2407	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2408	New_cleaner_coal	Yes	Quick	No	-3e6
2409	New_cleaner_coal	No	Quick	Yes	-1.5e6
2410	New_cleaner_coal	No	Quick	No	-1.5e6
2411	Install_scrubbers	No	Quick	No	-3e6
2412	Install_scrubbers	Yes	Quick	No	-3e6
2413	Install_scrubbers	Yes	Quick	Yes	-3e6
2414	Install_scrubbers	Yes	Lengthy	No	-3e6
2415	Install_scrubbers	No	Lengthy	Yes	-3e6
2416	Install_scrubbers	No	Quick	No	-3e6
2417	New_cleaner_coal	Yes	Lengthy	No	-5e6
2418	Install_scrubbers	Yes	Quick	Yes	-3e6
2419	Install_scrubbers	Yes	Quick	Yes	-3e6
2420	New_cleaner_coal	No	Quick	Yes	-1.5e6
2421	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2422	Install_scrubbers	No	Quick	Yes	-3e6
2423	New_cleaner_coal	No	Quick	Yes	-1.5e6
2424	Install_scrubbers	Yes	Quick	Yes	-3e6
2425	New_cleaner_coal	No	Quick	Yes	-1.5e6
2426	New_cleaner_coal	No	Quick	No	-1.5e6
2427	Install_scrubbers	Yes	Quick	Yes	-3e6
2428	Install_scrubbers	Yes	Quick	No	-3e6
2429	New_cleaner_coal	No	Lengthy	No	-1.5e6
2430	Install_scrubbers	Yes	Lengthy	Yes	-3e6
2431	New_cleaner_coal	Yes	Quick	No	-3e6
2432	Install_scrubbers	Yes	Quick	No	-3e6
2433	New_cleaner_coal	Yes	Quick	No	-3e6
2434	Install_scrubbers	No	Quick	No	-3e6
2435	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2436	New_cleaner_coal	No	Quick	No	-1.5e6
2437	Install_scrubbers	No	Quick	Yes	-3e6
2438	Install_scrubbers	No	Quick	No	-3e6
2439	Install_scrubbers	No	Quick	Yes	-3e6
2440	Install_scrubbers	No	Quick	Yes	-3e6
2441	Install_scrubbers	No	Quick	Yes	-3e6
2442	Install_scrubbers	No	Quick	Yes	-3e6
2443	New_cleaner_coal	No	Quick	Yes	-1.5e6
2444	New_cleaner_coal	Yes	Quick	No	-3e6
2445	Install_scrubbers	Yes	Lengthy	No	-3e6
2446	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2447	Install_scrubbers	Yes	Quick	Yes	-3e6
2448	Install_scrubbers	Yes	Quick	No	-3e6
2449	New_cleaner_coal	Yes	Lengthy	No	-5e6
2450	New_cleaner_coal	Yes	Quick	No	-3e6
2451	Install_scrubbers	No	Lengthy	No	-3e6
2452	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2453	Install_scrubbers	Yes	Quick	Yes	-3e6
2454	New_cleaner_coal	Yes	Quick	Yes	-4.5e6
2455	New_cleaner_coal	Yes	Lengthy	No	-5e6
2456	Install_scrubbers	Yes	Quick	Yes	-3e6
2457	New_cleaner_coal	Yes	Quick	No	-3e6
2458	Install_scrubbers	Yes	Quick	Yes	-3e6
2459	Install_scrubbers	Yes	Quick	No	-3e6
2460	Install_scrubbers	No	Quick	Yes	-3e6
2461	New_cleaner_coal	No	Lengthy	Yes	-1.5e6
2462	New_cleaner_coal	No	Quick	Yes	-1.5e6
2463	Install_scrubbers	Yes	Quick	Yes	-3e6
2464	New_cleaner_coal	No	Quick	No	-1.5e6
2465	New_cleaner_coal	Yes	Quick	No	-3e6
2466	Install_scrubbers	No	Quick	Yes	-3e6
2467	New_cleaner_coal	No	Quick	No	-1.5e6
