 IDnum	Installation_Type	Coal_Worker_Strike	Strike_Resolution	Strike_Intervention	Additional_Cost
2511	0	1	0	1	-3e6
2512	1	1	0	1	-4.5e6
2513	0	1	0	1	-3e6
2514	1	1	1	0	-5e6
2515	1	1	0	1	-4.5e6
2516	1	0	0	1	-1.5e6
2517	1	1	0	1	-4.5e6
2518	0	1	0	0	-3e6
2519	1	1	0	1	-4.5e6
2520	0	1	0	0	-3e6
2521	1	1	0	1	-4.5e6
2522	0	1	0	0	-3e6
2523	1	1	0	0	-3e6
2524	1	0	0	1	-1.5e6
2525	0	0	0	0	-3e6
2526	0	0	0	0	-3e6
2527	0	1	0	1	-3e6
2528	0	0	0	1	-3e6
2529	0	0	0	1	-3e6
2530	1	1	0	1	-4.5e6
2531	1	0	0	1	-1.5e6
2532	0	0	0	1	-3e6
2533	0	1	0	1	-3e6
2534	0	1	1	0	-3e6
2535	1	0	0	1	-1.5e6
2536	1	1	0	1	-4.5e6
2537	1	1	0	1	-4.5e6
2538	0	0	1	0	-3e6
2539	0	1	0	1	-3e6
2540	1	0	1	0	-1.5e6
2541	0	1	0	0	-3e6
2542	1	1	0	0	-3e6
2543	1	1	0	1	-4.5e6
2544	0	0	0	0	-3e6
2545	0	1	0	0	-3e6
2546	0	0	0	0	-3e6
2547	0	1	0	0	-3e6
2548	0	0	0	0	-3e6
2549	1	1	1	0	-5e6
2550	0	1	0	1	-3e6
2551	0	1	1	0	-3e6
2552	1	1	0	1	-4.5e6
2553	0	0	1	0	-3e6
2554	1	0	0	1	-1.5e6
2555	1	1	0	1	-4.5e6
2556	1	0	0	0	-1.5e6
2557	1	0	0	0	-1.5e6
2558	0	1	1	0	-3e6
2559	1	1	1	0	-5e6
2560	0	0	0	0	-3e6
2561	0	1	0	0	-3e6
2562	0	0	0	0	-3e6
2563	0	0	0	1	-3e6
2564	0	0	0	1	-3e6
2565	1	0	0	0	-1.5e6
2566	1	1	0	0	-3e6
2567	1	1	0	0	-3e6
2568	0	1	0	1	-3e6
2569	1	0	0	0	-1.5e6
2570	0	1	0	0	-3e6
2571	1	1	1	0	-5e6
2572	0	1	0	0	-3e6
2573	1	0	0	1	-1.5e6
2574	0	0	1	0	-3e6
2575	0	1	0	0	-3e6
2576	1	0	1	0	-1.5e6
2577	1	0	0	0	-1.5e6
2578	0	1	0	0	-3e6
2579	0	0	0	0	-3e6
2580	0	1	0	0	-3e6
2581	1	1	0	1	-4.5e6
2582	0	0	0	0	-3e6
2583	0	1	0	1	-3e6
2584	0	0	0	1	-3e6
2585	0	1	1	0	-3e6
2586	1	1	0	0	-3e6
2587	1	1	0	0	-3e6
2588	0	1	0	1	-3e6
2589	1	0	0	0	-1.5e6
2590	1	1	0	1	-4.5e6
2591	0	0	0	1	-3e6
2592	0	0	0	1	-3e6
2593	1	1	0	1	-4.5e6
2594	1	0	0	1	-1.5e6
2595	1	0	0	0	-1.5e6
2596	1	1	0	0	-3e6
2597	0	1	0	1	-3e6
2598	0	1	0	1	-3e6
2599	1	1	0	1	-4.5e6
2600	0	0	0	1	-3e6
2601	1	0	1	0	-1.5e6
2602	1	1	0	1	-4.5e6
2603	1	0	1	0	-1.5e6
2604	0	1	0	1	-3e6
2605	1	1	1	0	-5e6
2606	0	0	0	1	-3e6
2607	1	0	1	0	-1.5e6
2608	1	0	0	1	-1.5e6
2609	1	0	0	0	-1.5e6
2610	0	0	0	0	-3e6
2611	0	1	0	1	-3e6
2612	1	1	0	1	-4.5e6
2613	0	1	0	0	-3e6
2614	0	1	0	1	-3e6
2615	0	1	0	0	-3e6
2616	0	1	0	1	-3e6
2617	1	1	0	1	-4.5e6
2618	0	0	0	1	-3e6
2619	1	1	1	0	-5e6
2620	1	1	0	1	-4.5e6
2621	0	1	0	1	-3e6
2622	1	1	0	0	-3e6
2623	1	1	0	1	-4.5e6
2624	1	1	0	1	-4.5e6
2625	0	1	0	0	-3e6
2626	0	1	0	0	-3e6
2627	1	1	0	1	-4.5e6
2628	0	0	0	0	-3e6
2629	0	0	0	1	-3e6
2630	0	1	1	0	-3e6
2631	0	1	0	1	-3e6
2632	0	0	0	1	-3e6
2633	0	0	0	0	-3e6
2634	1	1	0	0	-3e6
2635	0	1	0	1	-3e6
2636	1	1	0	1	-4.5e6
2637	1	0	0	1	-1.5e6
2638	1	1	0	1	-4.5e6
2639	0	1	0	0	-3e6
2640	1	1	0	1	-4.5e6
2641	0	0	1	0	-3e6
2642	0	0	0	1	-3e6
2643	0	1	0	0	-3e6
2644	1	1	0	0	-3e6
2645	1	1	0	1	-4.5e6
2646	1	1	1	1	-6.5e6
2647	0	0	0	0	-3e6
2648	1	1	0	1	-4.5e6
2649	1	1	0	1	-4.5e6
2650	1	1	0	1	-4.5e6
2651	1	0	0	1	-1.5e6
2652	1	0	0	1	-1.5e6
2653	1	0	0	1	-1.5e6
2654	1	0	0	1	-1.5e6
2655	1	1	0	0	-3e6
2656	0	1	0	1	-3e6
2657	1	1	1	0	-5e6
2658	0	0	0	1	-3e6
2659	0	1	0	1	-3e6
2660	0	0	0	0	-3e6
2661	1	1	0	0	-3e6
2662	1	1	0	1	-4.5e6
2663	1	0	0	0	-1.5e6
2664	1	0	0	1	-1.5e6
2665	0	1	1	0	-3e6
2666	1	1	1	0	-5e6
2667	1	1	0	1	-4.5e6
2668	0	0	0	0	-3e6
2669	0	1	0	0	-3e6
2670	0	0	0	1	-3e6
2671	0	0	0	0	-3e6
2672	0	0	0	1	-3e6
2673	1	1	0	1	-4.5e6
2674	1	1	0	0	-3e6
2675	1	1	0	1	-4.5e6
2676	0	0	0	1	-3e6
2677	0	1	1	0	-3e6
2678	1	0	0	0	-1.5e6
2679	0	1	0	1	-3e6
2680	0	1	0	1	-3e6
2681	1	1	0	1	-4.5e6
2682	0	1	0	1	-3e6
2683	1	1	0	0	-3e6
2684	0	1	0	0	-3e6
2685	1	0	1	0	-1.5e6
2686	0	0	0	1	-3e6
2687	1	0	0	1	-1.5e6
2688	0	0	0	1	-3e6
2689	0	1	0	1	-3e6
2690	0	1	0	0	-3e6
2691	0	1	0	0	-3e6
2692	0	1	0	1	-3e6
2693	0	1	0	1	-3e6
2694	1	0	1	0	-1.5e6
2695	0	0	0	1	-3e6
2696	0	1	0	0	-3e6
2697	1	1	0	0	-3e6
2698	1	1	0	0	-3e6
2699	0	1	0	0	-3e6
2700	1	1	1	0	-5e6
2701	0	1	1	0	-3e6
2702	0	0	0	0	-3e6
2703	0	0	1	0	-3e6
2704	0	0	0	0	-3e6
2705	1	1	0	1	-4.5e6
2706	0	0	0	1	-3e6
2707	1	1	0	1	-4.5e6
2708	1	0	0	0	-1.5e6
2709	1	1	0	1	-4.5e6
2710	0	1	1	0	-3e6
2711	0	1	1	1	-3e6
2712	1	0	1	0	-1.5e6
2713	1	0	1	0	-1.5e6
2714	0	1	0	1	-3e6
2715	1	0	0	0	-1.5e6
2716	0	0	0	0	-3e6
2717	1	1	0	1	-4.5e6
2718	1	0	0	0	-1.5e6
2719	0	0	0	1	-3e6
2720	0	0	1	0	-3e6
2721	1	0	0	1	-1.5e6
2722	1	1	1	0	-5e6
2723	1	1	0	1	-4.5e6
2724	0	1	0	1	-3e6
2725	0	1	0	1	-3e6
2726	0	1	0	1	-3e6
2727	0	1	0	0	-3e6
2728	0	1	0	1	-3e6
2729	0	1	0	1	-3e6
2730	1	1	0	1	-4.5e6
2731	0	0	0	0	-3e6
2732	1	1	1	0	-5e6
2733	0	1	0	0	-3e6
2734	0	0	0	1	-3e6
2735	1	1	0	0	-3e6
2736	0	0	1	0	-3e6
2737	1	1	0	0	-3e6
2738	1	1	0	0	-3e6
2739	1	0	0	1	-1.5e6
2740	0	1	0	0	-3e6
2741	0	0	0	0	-3e6
2742	1	0	1	0	-1.5e6
2743	1	1	0	1	-4.5e6
2744	1	1	1	1	-6.5e6
2745	0	0	0	1	-3e6
2746	1	0	0	0	-1.5e6
2747	0	1	0	0	-3e6
2748	0	1	0	1	-3e6
2749	0	1	1	0	-3e6
2750	0	1	0	0	-3e6
2751	1	0	0	0	-1.5e6
2752	1	1	0	0	-3e6
2753	1	1	0	0	-3e6
2754	1	1	0	1	-4.5e6
2755	1	0	0	1	-1.5e6
2756	0	0	0	0	-3e6
2757	1	0	0	1	-1.5e6
2758	1	1	0	1	-4.5e6
2759	0	1	0	1	-3e6
2760	0	0	1	0	-3e6
2761	0	1	0	1	-3e6
2762	0	1	0	0	-3e6
2763	0	1	0	1	-3e6
2764	0	1	0	1	-3e6
2765	1	0	0	1	-1.5e6
2766	0	1	1	1	-3e6
2767	0	0	0	1	-3e6
2768	1	1	0	0	-3e6
2769	1	1	0	1	-4.5e6
2770	0	0	0	0	-3e6
2771	0	0	0	1	-3e6
2772	1	1	0	1	-4.5e6
2773	1	1	0	1	-4.5e6
2774	1	0	0	0	-1.5e6
2775	0	0	0	0	-3e6
2776	1	1	0	1	-4.5e6
2777	1	0	0	0	-1.5e6
2778	1	0	0	1	-1.5e6
2779	0	1	1	0	-3e6
2780	0	1	0	1	-3e6
2781	1	0	0	1	-1.5e6
2782	1	0	1	0	-1.5e6
2783	0	1	0	0	-3e6
2784	1	1	0	0	-3e6
2785	0	1	0	1	-3e6
2786	0	0	0	0	-3e6
2787	1	0	0	0	-1.5e6
2788	1	1	0	1	-4.5e6
2789	0	0	0	1	-3e6
2790	1	1	0	1	-4.5e6
2791	0	0	0	1	-3e6
2792	1	0	0	0	-1.5e6
2793	1	0	0	1	-1.5e6
2794	0	0	0	0	-3e6
2795	0	0	0	1	-3e6
2796	0	1	0	1	-3e6
2797	1	0	0	1	-1.5e6
2798	1	1	1	0	-5e6
2799	0	1	0	0	-3e6
2800	0	0	0	1	-3e6
2801	1	1	1	0	-5e6
2802	1	1	0	1	-4.5e6
2803	0	0	1	0	-3e6
2804	1	1	0	1	-4.5e6
2805	0	0	0	0	-3e6
2806	1	1	0	0	-3e6
2807	1	1	0	1	-4.5e6
2808	1	1	1	0	-5e6
2809	0	0	0	0	-3e6
2810	1	0	0	0	-1.5e6
2811	1	1	0	1	-4.5e6
2812	1	1	0	0	-3e6
2813	1	0	0	0	-1.5e6
2814	0	0	0	1	-3e6
2815	0	1	1	0	-3e6
2816	0	1	0	0	-3e6
2817	1	1	0	1	-4.5e6
2818	1	1	1	0	-5e6
2819	0	1	1	1	-3e6
2820	0	0	0	1	-3e6
2821	1	1	1	0	-5e6
2822	0	1	0	0	-3e6
2823	1	0	0	1	-1.5e6
2824	1	0	0	0	-1.5e6
2825	1	1	0	0	-3e6
2826	0	0	0	0	-3e6
2827	1	1	0	1	-4.5e6
2828	1	0	0	1	-1.5e6
2829	0	0	0	1	-3e6
2830	0	0	0	1	-3e6
2831	0	1	0	0	-3e6
2832	1	1	0	0	-3e6
2833	0	0	1	0	-3e6
2834	1	1	0	0	-3e6
2835	1	0	0	0	-1.5e6
2836	1	1	0	0	-3e6
2837	0	1	0	1	-3e6
2838	0	1	0	0	-3e6
2839	1	0	0	1	-1.5e6
2840	0	1	0	1	-3e6
2841	0	1	0	1	-3e6
2842	1	1	1	0	-5e6
2843	0	1	0	1	-3e6
2844	0	1	0	1	-3e6
2845	1	0	0	1	-1.5e6
2846	1	1	0	1	-4.5e6
2847	0	0	0	1	-3e6
2848	0	1	1	0	-3e6
2849	0	1	0	0	-3e6
2850	0	1	0	1	-3e6
2851	0	1	0	1	-3e6
2852	0	0	1	0	-3e6
2853	0	1	0	1	-3e6
2854	0	0	1	0	-3e6
2855	1	0	0	0	-1.5e6
2856	1	0	1	1	-1.5e6
2857	0	0	0	1	-3e6
2858	1	0	0	1	-1.5e6
2859	1	1	0	0	-3e6
2860	0	1	1	0	-3e6
2861	1	1	0	1	-4.5e6
2862	1	1	0	1	-4.5e6
2863	0	1	0	1	-3e6
2864	0	1	1	0	-3e6
2865	1	1	0	0	-3e6
2866	0	1	0	0	-3e6
2867	0	0	0	0	-3e6
2868	0	0	0	0	-3e6
2869	1	1	0	1	-4.5e6
2870	0	0	0	1	-3e6
2871	0	1	0	1	-3e6
2872	0	0	1	1	-3e6
2873	0	1	0	0	-3e6
2874	1	1	1	1	-6.5e6
2875	0	1	0	1	-3e6
2876	1	1	1	0	-5e6
2877	0	0	1	0	-3e6
2878	1	1	0	1	-4.5e6
2879	1	0	0	0	-1.5e6
2880	0	1	0	1	-3e6
2881	1	0	1	0	-1.5e6
2882	0	1	0	1	-3e6
2883	1	1	0	1	-4.5e6
2884	0	1	0	0	-3e6
2885	1	0	0	1	-1.5e6
2886	0	1	0	0	-3e6
2887	1	0	0	1	-1.5e6
2888	0	1	0	1	-3e6
2889	1	1	0	1	-4.5e6
2890	1	1	0	1	-4.5e6
2891	1	1	1	0	-5e6
2892	0	0	0	1	-3e6
2893	0	1	1	0	-3e6
2894	1	0	1	0	-1.5e6
2895	0	1	0	1	-3e6
2896	0	1	0	0	-3e6
2897	1	0	0	0	-1.5e6
2898	0	0	0	0	-3e6
2899	0	1	1	0	-3e6
2900	1	1	0	1	-4.5e6
2901	0	1	0	0	-3e6
2902	0	1	0	1	-3e6
2903	1	0	0	1	-1.5e6
2904	0	0	0	1	-3e6
2905	0	0	0	0	-3e6
2906	1	1	0	1	-4.5e6
2907	0	0	1	0	-3e6
2908	0	1	0	0	-3e6
2909	1	1	0	1	-4.5e6
2910	0	0	0	0	-3e6
2911	1	1	0	1	-4.5e6
2912	1	1	0	1	-4.5e6
2913	1	0	0	1	-1.5e6
2914	1	0	0	0	-1.5e6
2915	1	0	0	0	-1.5e6
2916	1	0	0	1	-1.5e6
2917	0	0	0	0	-3e6
2918	0	0	0	1	-3e6
2919	0	0	0	1	-3e6
2920	0	0	0	0	-3e6
2921	1	1	0	0	-3e6
2922	1	1	1	0	-5e6
2923	0	0	0	1	-3e6
2924	0	1	0	1	-3e6
2925	0	1	1	0	-3e6
2926	0	0	1	0	-3e6
2927	0	0	0	1	-3e6
2928	0	0	0	0	-3e6
2929	1	1	0	1	-4.5e6
2930	1	0	0	1	-1.5e6
2931	1	1	0	0	-3e6
2932	0	1	0	1	-3e6
2933	1	0	1	0	-1.5e6
2934	1	1	1	0	-5e6
2935	0	1	1	0	-3e6
2936	0	0	0	1	-3e6
2937	0	0	0	1	-3e6
2938	1	1	0	1	-4.5e6
2939	0	1	0	1	-3e6
2940	1	1	0	0	-3e6
2941	0	0	0	1	-3e6
2942	0	1	0	1	-3e6
2943	0	1	0	1	-3e6
2944	0	0	0	0	-3e6
2945	1	1	0	1	-4.5e6
2946	1	1	0	0	-3e6
2947	0	0	1	0	-3e6
2948	0	1	1	0	-3e6
2949	1	1	1	0	-5e6
2950	0	1	1	0	-3e6
2951	0	0	0	1	-3e6
2952	1	1	1	1	-6.5e6
2953	1	1	0	1	-4.5e6
2954	1	1	0	0	-3e6
2955	1	0	1	0	-1.5e6
2956	0	1	1	0	-3e6
2957	1	0	1	0	-1.5e6
2958	0	1	0	1	-3e6
2959	0	1	0	0	-3e6
2960	1	0	0	1	-1.5e6
2961	1	1	0	1	-4.5e6
2962	1	0	0	1	-1.5e6
2963	1	1	0	0	-3e6
2964	1	0	0	1	-1.5e6
2965	0	0	0	0	-3e6
2966	1	1	0	1	-4.5e6
2967	0	1	0	0	-3e6
2968	1	0	0	1	-1.5e6
2969	0	1	0	1	-3e6
2970	0	1	0	1	-3e6
2971	0	1	0	1	-3e6
2972	0	0	0	0	-3e6
2973	1	1	0	1	-4.5e6
2974	1	0	0	0	-1.5e6
2975	0	1	0	1	-3e6
2976	1	1	1	0	-5e6
2977	0	1	0	0	-3e6
2978	0	1	0	0	-3e6
2979	0	0	0	1	-3e6
2980	0	1	0	1	-3e6
2981	1	1	0	1	-4.5e6
2982	0	0	0	1	-3e6
2983	1	1	0	1	-4.5e6
2984	0	1	0	0	-3e6
2985	0	1	0	1	-3e6
2986	0	1	1	0	-3e6
2987	1	1	0	0	-3e6
2988	1	0	0	1	-1.5e6
2989	0	1	0	1	-3e6
2990	0	1	1	0	-3e6
2991	1	0	1	0	-1.5e6
2992	1	1	0	1	-4.5e6
2993	1	1	0	0	-3e6
2994	0	1	0	0	-3e6
2995	1	1	0	1	-4.5e6
2996	1	1	0	1	-4.5e6
2997	1	1	0	1	-4.5e6
2998	0	1	0	0	-3e6
2999	0	1	0	0	-3e6
3000	1	1	0	1	-4.5e6
3001	0	1	1	1	-3e6
3002	1	1	0	1	-4.5e6
3003	0	0	0	1	-3e6
3004	1	1	0	0	-3e6
3005	1	1	0	0	-3e6
3006	1	1	0	1	-4.5e6
3007	1	0	0	0	-1.5e6
3008	0	1	1	0	-3e6
3009	0	0	1	0	-3e6
3010	1	1	0	0	-3e6
3011	0	1	0	0	-3e6
3012	1	1	0	0	-3e6
3013	1	0	0	0	-1.5e6
3014	1	1	1	0	-5e6
3015	1	1	0	1	-4.5e6
3016	0	1	0	0	-3e6
3017	1	1	0	1	-4.5e6
3018	1	0	0	0	-1.5e6
3019	0	1	0	1	-3e6
3020	1	1	0	0	-3e6
3021	0	0	0	0	-3e6
3022	0	1	0	1	-3e6
3023	1	1	1	0	-5e6
3024	1	0	0	1	-1.5e6
3025	1	0	0	1	-1.5e6
3026	1	1	0	1	-4.5e6
3027	0	1	1	0	-3e6
3028	1	0	1	0	-1.5e6
3029	1	0	1	0	-1.5e6
3030	0	1	0	1	-3e6
3031	0	0	0	0	-3e6
3032	0	0	0	0	-3e6
3033	1	1	0	0	-3e6
3034	1	0	0	0	-1.5e6
3035	0	1	0	0	-3e6
3036	1	1	0	0	-3e6
3037	1	1	0	1	-4.5e6
3038	0	1	0	0	-3e6
3039	1	1	0	1	-4.5e6
3040	0	1	0	1	-3e6
3041	0	0	0	1	-3e6
3042	1	1	0	1	-4.5e6
3043	1	1	0	1	-4.5e6
3044	1	1	0	1	-4.5e6
3045	0	1	0	1	-3e6
3046	1	1	0	1	-4.5e6
3047	1	1	0	1	-4.5e6
3048	1	0	0	1	-1.5e6
3049	1	1	0	1	-4.5e6
3050	0	0	0	1	-3e6
3051	1	1	1	0	-5e6
3052	1	0	0	1	-1.5e6
3053	1	0	1	0	-1.5e6
3054	0	0	1	0	-3e6
3055	0	1	0	0	-3e6
3056	0	1	0	0	-3e6
3057	1	1	0	1	-4.5e6
3058	0	0	0	1	-3e6
3059	1	1	0	1	-4.5e6
3060	1	1	0	0	-3e6
3061	0	0	1	0	-3e6
3062	0	0	0	0	-3e6
3063	0	0	0	0	-3e6
3064	0	0	0	1	-3e6
3065	1	0	0	1	-1.5e6
3066	0	1	0	1	-3e6
3067	0	0	0	0	-3e6
3068	1	1	0	0	-3e6
3069	1	1	0	1	-4.5e6
3070	1	1	0	0	-3e6
3071	0	0	0	1	-3e6
3072	1	1	0	0	-3e6
3073	1	1	0	0	-3e6
3074	0	0	0	1	-3e6
3075	1	0	0	0	-1.5e6
3076	1	0	0	1	-1.5e6
3077	1	1	0	1	-4.5e6
3078	0	1	0	0	-3e6
3079	1	0	0	0	-1.5e6
3080	1	1	0	0	-3e6
3081	1	0	0	0	-1.5e6
3082	0	1	0	1	-3e6
3083	1	1	0	0	-3e6
3084	0	1	0	1	-3e6
3085	0	0	0	1	-3e6
3086	0	1	0	1	-3e6
3087	0	1	1	0	-3e6
3088	0	1	1	0	-3e6
3089	1	1	1	0	-5e6
3090	1	0	0	1	-1.5e6
3091	0	0	0	0	-3e6
3092	1	0	0	1	-1.5e6
3093	0	1	0	0	-3e6
3094	0	1	0	0	-3e6
3095	0	1	0	0	-3e6
3096	0	0	0	1	-3e6
3097	0	0	0	0	-3e6
3098	1	1	0	0	-3e6
3099	1	0	0	0	-1.5e6
3100	1	0	0	1	-1.5e6
3101	1	1	0	1	-4.5e6
3102	1	1	0	1	-4.5e6
3103	1	0	0	1	-1.5e6
3104	0	0	0	1	-3e6
3105	1	1	0	1	-4.5e6
3106	1	1	0	1	-4.5e6
3107	0	0	0	0	-3e6
3108	1	1	0	1	-4.5e6
3109	1	1	0	0	-3e6
3110	1	1	0	1	-4.5e6
3111	1	0	0	0	-1.5e6
3112	1	0	0	1	-1.5e6
3113	0	1	0	1	-3e6
3114	0	0	0	0	-3e6
3115	1	1	1	0	-5e6
3116	1	0	0	1	-1.5e6
3117	0	0	1	0	-3e6
3118	1	1	0	0	-3e6
3119	1	0	0	1	-1.5e6
3120	0	0	0	1	-3e6
3121	0	1	1	0	-3e6
3122	0	1	0	0	-3e6
3123	0	0	0	0	-3e6
3124	0	1	0	1	-3e6
3125	1	1	0	1	-4.5e6
3126	1	1	0	1	-4.5e6
3127	1	1	0	0	-3e6
3128	0	0	0	1	-3e6
3129	1	0	0	1	-1.5e6
3130	0	1	0	1	-3e6
3131	1	1	0	1	-4.5e6
3132	1	1	0	1	-4.5e6
3133	1	0	0	1	-1.5e6
3134	0	1	1	1	-3e6
3135	1	1	0	1	-4.5e6
3136	0	0	0	1	-3e6
3137	0	1	1	0	-3e6
3138	1	0	0	0	-1.5e6
3139	1	1	0	0	-3e6
3140	0	0	1	0	-3e6
3141	1	0	1	0	-1.5e6
3142	1	1	0	1	-4.5e6
3143	1	0	0	0	-1.5e6
3144	1	1	0	1	-4.5e6
3145	0	1	0	1	-3e6
3146	0	0	0	1	-3e6
3147	0	0	0	0	-3e6
3148	0	1	0	1	-3e6
3149	1	1	0	0	-3e6
3150	1	0	0	1	-1.5e6
3151	1	0	0	0	-1.5e6
3152	0	0	1	0	-3e6
3153	0	0	0	1	-3e6
3154	1	0	0	0	-1.5e6
3155	1	1	1	0	-5e6
3156	0	0	1	0	-3e6
3157	1	1	0	1	-4.5e6
3158	1	0	0	1	-1.5e6
3159	0	1	1	1	-3e6
3160	0	0	0	1	-3e6
3161	0	1	0	0	-3e6
3162	1	0	0	0	-1.5e6
3163	1	1	1	0	-5e6
3164	1	0	0	1	-1.5e6
3165	0	1	0	1	-3e6
3166	1	1	0	0	-3e6
3167	1	0	0	0	-1.5e6
3168	1	1	0	0	-3e6
3169	0	1	0	0	-3e6
3170	1	0	0	1	-1.5e6
3171	0	1	0	1	-3e6
3172	0	0	1	1	-3e6
3173	0	1	0	0	-3e6
3174	1	1	0	1	-4.5e6
3175	0	1	0	1	-3e6
3176	1	1	1	1	-6.5e6
3177	0	1	1	0	-3e6
3178	0	0	0	1	-3e6
3179	1	0	0	0	-1.5e6
3180	0	1	0	0	-3e6
3181	0	0	1	0	-3e6
3182	1	1	0	1	-4.5e6
3183	1	1	0	1	-4.5e6
3184	0	1	0	0	-3e6
3185	0	1	0	0	-3e6
3186	1	0	0	1	-1.5e6
3187	1	1	1	1	-6.5e6
3188	1	0	0	1	-1.5e6
3189	0	0	0	1	-3e6
3190	1	0	0	0	-1.5e6
3191	0	0	0	0	-3e6
3192	1	1	0	0	-3e6
3193	1	1	0	0	-3e6
3194	0	1	0	1	-3e6
3195	0	1	0	0	-3e6
3196	1	1	0	1	-4.5e6
3197	0	0	0	1	-3e6
3198	0	0	0	1	-3e6
3199	0	0	0	0	-3e6
3200	0	0	1	1	-3e6
3201	0	1	0	0	-3e6
3202	1	0	0	0	-1.5e6
3203	1	1	0	0	-3e6
3204	1	1	0	0	-3e6
3205	0	1	0	1	-3e6
3206	0	0	0	0	-3e6
3207	0	0	0	0	-3e6
3208	0	1	0	0	-3e6
3209	0	0	0	1	-3e6
3210	0	1	0	1	-3e6
3211	1	0	0	0	-1.5e6
3212	0	1	0	0	-3e6
3213	0	0	0	0	-3e6
3214	0	1	0	1	-3e6
3215	1	0	0	0	-1.5e6
3216	1	0	0	1	-1.5e6
3217	1	0	0	1	-1.5e6
3218	1	1	0	0	-3e6
3219	0	0	0	0	-3e6
3220	1	1	1	0	-5e6
3221	1	1	1	1	-6.5e6
3222	1	1	1	1	-6.5e6
3223	1	1	1	0	-5e6
3224	1	1	0	1	-4.5e6
3225	0	1	1	0	-3e6
3226	0	1	0	0	-3e6
3227	0	0	1	0	-3e6
3228	1	0	0	0	-1.5e6
3229	0	1	0	0	-3e6
3230	1	0	1	0	-1.5e6
3231	1	0	0	1	-1.5e6
3232	0	1	0	0	-3e6
3233	1	1	0	0	-3e6
3234	0	1	1	0	-3e6
3235	0	1	0	0	-3e6
3236	1	0	0	1	-1.5e6
3237	1	1	0	1	-4.5e6
3238	0	0	0	1	-3e6
3239	1	1	0	1	-4.5e6
3240	0	1	0	1	-3e6
3241	1	0	1	0	-1.5e6
3242	0	1	0	1	-3e6
3243	0	1	0	1	-3e6
3244	1	1	0	0	-3e6
3245	1	0	0	0	-1.5e6
3246	0	1	0	1	-3e6
3247	0	0	0	0	-3e6
3248	1	1	0	0	-3e6
3249	0	0	1	0	-3e6
3250	0	0	0	1	-3e6
3251	0	0	1	0	-3e6
3252	0	0	0	1	-3e6
3253	1	1	0	0	-3e6
3254	1	0	0	1	-1.5e6
3255	1	0	0	1	-1.5e6
3256	0	0	0	0	-3e6
3257	0	0	0	0	-3e6
3258	0	0	0	0	-3e6
3259	1	1	0	0	-3e6
3260	0	0	0	0	-3e6
3261	1	0	1	0	-1.5e6
3262	0	1	0	0	-3e6
3263	1	0	0	0	-1.5e6
3264	0	1	0	0	-3e6
3265	0	0	0	1	-3e6
3266	0	0	0	0	-3e6
3267	0	1	0	0	-3e6
3268	1	0	0	1	-1.5e6
3269	0	1	1	0	-3e6
3270	0	0	0	1	-3e6
3271	0	1	1	1	-3e6
3272	1	0	0	1	-1.5e6
3273	1	0	0	1	-1.5e6
3274	0	1	0	0	-3e6
3275	1	0	0	0	-1.5e6
3276	1	0	0	0	-1.5e6
3277	1	1	0	0	-3e6
3278	0	0	0	0	-3e6
3279	0	1	0	0	-3e6
3280	1	1	0	1	-4.5e6
3281	1	0	1	0	-1.5e6
3282	0	1	1	0	-3e6
3283	1	1	0	1	-4.5e6
3284	0	1	0	0	-3e6
3285	0	0	0	0	-3e6
3286	0	1	0	0	-3e6
3287	1	0	0	1	-1.5e6
3288	0	0	0	0	-3e6
3289	0	0	1	0	-3e6
3290	0	1	0	1	-3e6
3291	1	0	0	1	-1.5e6
3292	1	0	0	1	-1.5e6
3293	0	0	0	1	-3e6
3294	0	0	1	1	-3e6
3295	0	0	1	0	-3e6
3296	1	1	1	0	-5e6
3297	1	0	0	0	-1.5e6
3298	0	1	0	1	-3e6
3299	0	1	0	0	-3e6
3300	1	1	0	1	-4.5e6
3301	1	1	0	0	-3e6
3302	1	1	0	1	-4.5e6
3303	1	0	0	1	-1.5e6
3304	1	1	0	0	-3e6
3305	1	0	1	0	-1.5e6
3306	1	0	0	1	-1.5e6
3307	1	1	1	1	-6.5e6
3308	1	0	0	0	-1.5e6
3309	1	0	0	1	-1.5e6
3310	1	1	0	0	-3e6
3311	0	1	0	1	-3e6
3312	1	0	0	1	-1.5e6
3313	0	1	0	1	-3e6
3314	0	0	1	0	-3e6
3315	0	1	0	1	-3e6
3316	0	1	0	1	-3e6
3317	0	0	1	0	-3e6
3318	0	0	0	0	-3e6
3319	0	1	0	1	-3e6
3320	1	1	0	0	-3e6
3321	1	1	0	0	-3e6
3322	1	1	0	0	-3e6
3323	1	1	0	0	-3e6
3324	1	0	0	1	-1.5e6
3325	0	0	0	1	-3e6
3326	1	0	0	1	-1.5e6
3327	0	0	0	0	-3e6
3328	1	1	0	0	-3e6
3329	0	1	1	0	-3e6
3330	0	0	0	0	-3e6
3331	1	0	0	0	-1.5e6
3332	0	0	0	1	-3e6
3333	0	0	0	1	-3e6
3334	1	1	0	0	-3e6
3335	1	1	1	0	-5e6
3336	0	0	0	1	-3e6
3337	1	1	1	0	-5e6
3338	1	1	0	1	-4.5e6
3339	1	1	0	1	-4.5e6
3340	0	1	0	1	-3e6
3341	1	1	1	0	-5e6
3342	0	1	0	1	-3e6
3343	0	0	0	0	-3e6
3344	0	1	1	1	-3e6
